Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
36,Last Christmas,Wham!,1984,https://www.youtube.com/watch?v=E8gmARGvPlI,b992b258eda3b3933abbb3fb7ed874d273cfc869e299c3bde4565466109b4cd3,Wham! - Last Christmas (Official Video),GBBBM8400019
37,Underneath the Tree,Kelly Clarkson,2013,https://www.youtube.com/watch?v=EM2Fnp_qnE8,bef07812351a8d5a951fb5812e01b5db7a405f5962a6d406536ac0c3ccd1506c,Kelly Clarkson - Underneath the Tree (Official Video),GBCTA1300103
38,Wenn's Weihnachten ist,Costa Cordalis,1977,https://www.youtube.com/watch?v=mZfmR0NoHOo,3e4a18bba9e433d59d399ff2266958bc9f4a999f206592abe1f2aac1037cd6fe,Wenn's Weihnachten ist,DEE867700049
39,Driving Home for Christmas,Chris Rea,1987,https://www.youtube.com/watch?v=uSjq7x67kzM,08a6219033b18ba19aae88aa25542681e9b8c35e5ce81f4c4b51848f692fbd5b,Chris Rea - Driving Home For Christmas (Official Lyric Video),GBAHS1900389
40,Dear Santa,OneRepublic,2023,https://www.youtube.com/watch?v=lQs9L6QyyMk,722d50c83f643378481f33a850dd47c5f022dac2c60ba534c5bbf95c9319d8fc,OneRepublic - Dear Santa (Official Music Video),USUM72313745
41,Macarena Christmas,Los Del Rio,1996,https://www.youtube.com/watch?v=CMffYsGkzU4,373d0127aa850c9ffa95119244075900f5c867f728489bf3e9332f4530f67c52,Los Del Rio - Macarena Christmas (Joy Mix) (Video),ES5109600441
42,Christmas Time,Bryan Adams,1985,https://www.youtube.com/watch?v=amk7AiEI43I,a92ff1fc7c3e3a3af428f310a4b0e11ffa0daee63e3cf2e2ef0693881a40da6c,Bryan Adams - Christmas Time (Classic Version),USUMG9900538
43,Silberglocken läuten,Rex Gildo,1965,https://www.youtube.com/watch?v=T3fekSeWXeQ,ec1007e1ebdaf3c112989af5a7c72ed142015acbefa09afb3a296d9acfabb2e4,Silberglocken läuten,DEUM71801477
44,2000 Miles,Pretenders,1983,https://www.youtube.com/watch?v=AEyGZlBdkaA,9e54b5c775635f1c97747c459f69e67fe9652e17e25e268434fc9081bb81f959,Pretenders - 2000 Miles (Official Music Video) [HD Remaster],GBAHT0105532
45,All Alone on Christmas,Darlene Love,1992,https://www.youtube.com/watch?v=QbNFVSRET2c,ce3532495546780e2a87cdf2f07d93dd889b15e609fc8210dfe4d2a2ba73f983,Darlene Love - All Alone on Christmas (Official Audio),USAR19200209
46,Stop the Cavalry,Jona Lewie,1980,https://www.youtube.com/watch?v=lyQ0sD92V8s,ddf2ba1ac3cea253103d37afe2b6b0d70520d88567c73b4669908969e6fcede3,Jona Lewie - Stop the Cavalry - Audio.,GBUM71801446
47,I Saw Mommy Kissing Santa Claus,Jimmy Boyd,1952,https://www.youtube.com/watch?v=5ecVhkQzHXo,2fdd1a56589fa62a4ca1de135b8c121bb23102387ccf4056d214ced3dfc35480,I Saw Mommy Kissing Santa Claus - Jimmy Boyd - 1952,USSM15200457
48,The Prayer,Céline Dion,1998,https://www.youtube.com/watch?v=qt_OkgSOrkU,b26b53ddc434da19ea55e4b3cc2c61c9da894e98a67b52097adbad8382350afa,Andrea Bocelli_ Céline Dion - The Prayer (Live a,CAC229800215
49,Rockin' Around the Christmas Tree,Brenda Lee,1958,https://www.youtube.com/watch?v=NsLFXmMxNxY,4da562dc9f21d424eefd19a9a664fd3a2b254fcf63eda60f4c0c37b31ffad3f8,Rockin' Around the Christmas Tree (Remastered),USA561434914
50,Have Yourself A Merry Little Christmas,Judy Garland,1944,https://www.youtube.com/watch?v=_H-q5xLcX7k,d407116fe6a0991b84113eb34487bf5f69aa6383d98767295f4526a6caef15d7,[CHRISTMAS TREE]'Have Yourself A Merry Little Christmas' by Judy Garland 1944,USMC14447439
51,Please Come Home For Christmas,Charles Brown,1960,https://www.youtube.com/watch?v=AmWu1ZHH2zI,79980b4bc615899e0d9e03463edad713a11b6f51bef4df331551399c920a9e71,Charles Brown - Please Come Home For Christmas View 1080 HD,USACU0500307
52,Jingle Bells,Frank Sinatra,1948,https://www.youtube.com/watch?v=swMikcy3e-k,8f97f7afff0ba63f9e9c53199f3042e04cec5b89c2a889f52bfc656f3dd0f45e,Jingle Bells (From 'A Jolly Christmas from Frank Sinatra'; 1957),USCA29900545
53,Christmas In Hollis,Run–D.M.C.,1987,https://www.youtube.com/watch?v=OR07r0ZMFb8,9b0b08cb8f8645997ba88339ac8744fff11048eadd5262ee2134d99c58d385b3,RUN DMC - Christmas In Hollis (Official HD Video),USAR10001682
54,Weihnachtsmann vom Dach,Die Roten Rosen,1998,https://www.youtube.com/watch?v=FmtPWqZQPxw,ff10ab0e8236352fe8d8e3addfb44d6aea158d3e618bd47896ee27a0d0f579d1,Die Roten Rosen - Weihnachtsmann vom Dach,DEF240712406
55,A Holly Jolly Christmas,Burl Ives,1964,https://www.youtube.com/watch?v=e_AMTbO50vU,ebdf929753bf0f1e5e841c8b2dde9cd489b4acf6dab94b35af3c3230d2b29758,Burl Ives - A Holly Jolly Christmas (Official Video),USMC16414508
56,I Wish It Could Be Christmas Everyday,Wizzard,1973,https://www.youtube.com/watch?v=IJPc7esgvsA,6756765408c67c347665018dabefecd3eaeda275c72fdf29baf7d6122c16bba1,Wizzard - I Wish It Could Be Christmas Everyday (Official Music Video) [HD],GBAYE7300088
57,Das muss wohl der Winter sein (Giraffenaffensong),Glasperlenspiel,2015,https://www.youtube.com/watch?v=HHMaSh-CrZg,1fd8b7ba4531075e7c121464000f38fbd74bd3226267759ea0825abddf53cf26,Glasperlenspiel_ Giraffenaffen - Das muss wohl der Winter sein (Official Video),DEUM71503429
58,Weihnachten zu zweit,Linda Hesse,2021,https://www.youtube.com/watch?v=-shksO5SgKA,3536923c4406d6b49bf7eeabeb318c4296e88e6a2e4b8568d1e222b8f8b2c382,Linda Hesse - Weihnachten zu zweit 2021,DEZC62137900
59,Honky Tonk Christmas,Alan Jackson,1993,https://www.youtube.com/watch?v=hAB39VnoeG0,05396d2bfbbedf94c6500c0dc2cd49b694d48c97bd1acdf449614ec7ad1ef457,Alan Jackson - Honky Tonk Christmas (Official Lyric Video),USAN29300025
60,Ich Steh An Deiner Krippe Hier,Nana Mouskouri,1989,https://www.youtube.com/watch?v=Jf2_VeK9AXA,8ef9e7539c07d48748dd06533954e1b5e3501a1834eb4b033b5782879e429cc7,Ich Steh An Deiner Krippe Hier,FRUM77600053
61,One Wish (For Christmas),Whitney Houston,2003,https://www.youtube.com/watch?v=nlHI7wVw4Kc,5b99ef017df4574b8b3cb0644c03d0a76c53d358643af6f8d999e02f927aad8c,Whitney Houston - One Wish (For Christmas) (Official Video),USAR10301187
62,This Christmas,Donny Hathaway,1970,https://www.youtube.com/watch?v=PhKVSZsRxQM,52110551d7b39cac3347dec35cb80de52b6b4d7fac808bdd4ce3a7f4ac59065a,Donny Hathaway - This Christmas (Official Music Video),USAT20180585
63,Turaluraluralu - Ich mach Bubu was machst du,Trio,1983,https://www.youtube.com/watch?v=RKhf6cEAuZU,1ba9bf94cf2145dc33d386dad06996b69882c031048a592b71807f1d2368735d,Turaluraluralu - Ich mach Bubu was machst du,DEF078303640
64,"Ach, bittrer Winter",Noah-Levi,2023,https://www.youtube.com/watch?v=cLNosdpD9UQ,325ee0713c0ffedf71d5468b45d02f3261d533d0d0af80b89941bb1c279b754f,Ach; bittrer Winter,DEUM71503431
65,God Only Knows,The Beach Boys,1966,https://www.youtube.com/watch?v=NADx3-qRxek,a070408f464b5c96e9481a7377423836b63e0dc646a54f776e4c1e62b09c10e8,The Beach Boys - God Only Knows (Official Music Video),USCA21201937
66,It May Be Winter Outside (But in My Heart It's Spring),Felice Taylor,1966,https://www.youtube.com/watch?v=XJGmJib9Lm0,b043732fae7a2e05dd99de00cfda66c7f3c078b221c608d095782933caa3fea4,It May Be Winter Outside (But in My Heart It's Spring),USBT21601592
67,This One's for the Children,New Kids On The Block,1989,https://www.youtube.com/watch?v=xtSbedMeF6s,2cae9473700e9932269720ece89d847a635e8a20621de2ae38f97dee8e273412,New Kids On The Block - This One's for the Children (Official Video),USSM18900402
68,Wünsche und Gedanken,Roy Black,1997,https://www.youtube.com/watch?v=caKMOuPhouc,b1a7bce09895eeb366b1617ae8720cb52580e1cbe78fca9826dfe9337730d0a3,Wünsche und Gedanken,DEF066806710
69,Gedanken zur Weihnacht,Tommy Steiner,1984,https://www.youtube.com/watch?v=9sEPB2a22aY,3557fbeb049cdc64c7835bfd5fe92178bf9fd823b2a4ea832a4c1a342639769d,Gedanken zur Weihnacht,DEF068402330
70,Wonderland,Heidi Klum,2006,hhttps://www.youtube.com/watch?v=ouMILavuhSw,62059341ab6ffe0e6a08d1d9b744c961ed1b26374780040db4b155a34189cdcb,Wonderland,DEA622101151
71,Still still still,Unheilig,2009,https://www.youtube.com/watch?v=FGtFkyGW2B0,951344e8e1853af10c4309c3d4110429ef85c18293722172da04ac12923762ae,Still still still,DECE70900077
72,It's the Most Wonderful Time of the Year,Andy Williams,1963,https://www.youtube.com/watch?v=cbZTfrhcamA,52c476dd9a8da7f61b984aab87e3d0069a5f45da5174b9bc08f9c7362ce5bd09,Andy Williams - It's the Most Wonderful Time of the Year (Official Music Video),USSM16300086
73,Herr Winter stammt vom Kaukasus,In Extremo,2020,https://www.youtube.com/watch?v=aU_kUQOL23I,a8d0065c25b8a6dc61c9e15f05f5de08bc1d2a9661e2ac80eb1cb0284695bbc1,In Extremo - Herr Winter Stammt Vom Kaukasus,DEQR41300091
74,Stay Another Day,East 17,1994,https://www.youtube.com/watch?v=-wNhdjoF-6M,3b342ea40510fa66ad9e3a4037f23bf394f98cce54aa3f4b6dc978feb1e6f9a7,East 17 - Stay Another Day (Official Video),GBANP9400042
75,Wo bitte gibt's denn hier noch 'nen Weihnachtsbaum,Howard Carpendale,2001,https://www.youtube.com/watch?v=8V8snnbVq3c,7d86c76f51dd7c14ec331c322a28d18a2aa572e8e8d3566d60cbfcaecfb77cbb,Wo bitte gibt's denn hier noch 'nen Weihnachtsbaum,DEN120104122
76,All I Need Is Love (feat. Disney's the Muppets),CeeLo Green,2012,https://www.youtube.com/watch?v=yM-ZA_w6zVM,79969d76182d63806f530ee209ef53ee9922ac7500c6ea895ee2a69813819600,CeeLo Green - All I Need Is Love (feat. Disney's the Muppets),USAT21205339
77,"It's Gonna Be a Cold, Cold Christmas",Dana,1975,https://www.youtube.com/watch?v=9vMR3bt3ibg,cfcf2d9d93f001bfad8a569451dcdccea74ac85d362e8bf6f4fc5e26c7bc14c0,Dana - It's gonna be a cold cold christmas,GBBBM7500008
78,Why Couldn't It Be Christmas Everyday?,Bianca Ryan,2006,https://www.youtube.com/watch?v=xuxUiR9a5Tc,70f28c90fdc148e923bbb5bbb7c46eb89ea789c1c31ace42aeff6c877494cdf6,Bianca Ryan - Why Couldn't It Be Christmas Everyday? (Video),USSM10606327
79,I'll Be Home,Meghan Trainor,2014,https://www.youtube.com/watch?v=2P8RU_dHyi4,31354664feaefe93c0d7f8c96dd1896ce19418b96ece62d53ca3557405e4d2ef,Meghan Trainor - I'll Be Home (Audio),USSM11408623
80,One More Happy Christmas,The Kelly Family,1995,https://www.youtube.com/watch?v=EzC9jqkV71o,846bf6d8be902c0406606f5457473764bcea31b77f351f84e0f156c66c5e01ac,01 One More Happy Christmas,DEC649400078
81,Der kleine Trommler,Wincent Weiss,2015,https://www.youtube.com/watch?v=ks_z1YcWt8I,d3fb76b126c57834d5b339ba8cad3f0bbb5c2c6f5310d60496882e0c92083d73,Wincent Weiss   Der kleine Trommler,DEUM71503433
82,Santa Claus Is Coming To Town,The Jackson 5,1970,https://www.youtube.com/watch?v=HhiUOCo8LYQ,011e532c815387c6c45d9a449b8fd9f937be8c129e8d3c7dbf809f89f5b9ca3f,Jackson 5 - Santa Claus Is Coming To Town (Official Video),USMO17082641
83,Christmas Time (Don't Let the Bells End),The Darkness,2003,https://www.youtube.com/watch?v=lrVg1toMzuo,888760641cf466a5db48a8869f4a29a1c6ee7447f060019b647f288bdf4efd8f,The Darkness - Christmas Time (Don't Let the Bells End) (Official Music Video) [,GBAHS0300863
84,Ich Glou'an Den Weihnachtsmann,Wencke Myhre,1996,https://www.youtube.com/watch?v=RhuH3yQMCLE,5c35c416fe1b666f59c7fd7edcaaf69ae5db5fe45083bc3e32216dd30660ec27,Ich glaub' an den Weihnachtsmann - Wencke Myhre & Gunter Gabriel,FR2X41570072
85,Winter Wonderland,Tony Bennett,1968,https://www.youtube.com/watch?v=lD1fa8KJHdY,fab514d319eceae20d347445491f587b1616841cf328a67f61270402a10dd902,Tony Bennett - Winter Wonderland (Official Audio),USSM19400327
86,Do They Know It's Christmas?,Band Aid,1984,https://www.youtube.com/watch?v=RH-xd5bPKTA,6821484e9d53461f170c756a80851fe879fb8eed494d63ec2ea8e3c37417d561,Band Aid - Do They Know It's Christmas? (Official Video) [4K],GBF088400001
87,Thank God It's Christmas,Queen,1984,https://www.youtube.com/watch?v=qw2TD91Nytg,f19af1644263478f930a8c438682f4b4a53d10de3f05e1ba5928ed4e90b6573d,Queen - Thank God It's Christmas (Official Lyric Video),GBCEG8400019
88,Frosty the Snowman,Gene Autry & The Cass County Boys,1950,https://www.youtube.com/watch?v=5Pl2k-K4ehs,48d613661a6cc78f648a87e9964cad3427584b9cb75924d20e9b72a19d340de8,Frosty the Snowman (78rpm Version),USSM10309766
89,Weihnachten bin ich daheim,Patrick Lindner,2003,https://www.youtube.com/watch?v=Z2n8IOhn2W4,aa72f5dfb4c3eeb69deb24228e0abb7a9c0b9998ecfc06bb52ef2eba0254dcc0,Weihnachten bin ich daheim,DEA810000907
90,Santa Looked A Lot Like Daddy (Daddy Looked A Lot Like Him),Buck Owens,1965,https://www.youtube.com/watch?v=30TMOR5hv1w,14dfd1fb007e048047805532c19113c4d07b3a7804c742524ea299ff06f10344,Santa Looked A Lot Like Daddy (Daddy Looked A Lot Like Him),USCRB1511488
91,Christmas In Jamaica (feat. Shaggy),Toni Braxton,2001,https://www.youtube.com/watch?v=6CzEfB3zxFM,994c0f39055fcf9f570091de53b07000da084cec997066b59594f7580409cba1,Christmas In Jamaica,USAR10100650
92,Christmas Without You,Ava Max,2020,https://www.youtube.com/watch?v=5W6Is98o510,1dd9bc95c630320584ed2bd729333a055dababa21a94871938b4e5c7788e865f,Ava Max - Christmas Without You (Official Video),USAT22006602
93,The Christmas Song (Merry Christmas To You),Nat King Cole Trio,1946,https://www.youtube.com/watch?v=OOCbTXQzkKY,63491b76cad2dd6118bb48f0112cb860146fba99be07dc2635dbec7a85b4dd38,THE CHRISTMAS SONG (Merry Christmas To You) ~ THE KING COLE TRIO,USCA24600062
94,Santa Tell Me,Ariana Grande,2013,https://www.youtube.com/watch?v=nlR0MkrRklg,ca83e4f067d2ce366da4b3648afbd0ba748df4b4623102d7f755ca930fd37fe7,Ariana Grande - Santa Tell Me (Official Video),USUM71417401
95,Erwin der dicke Schneemann (Rudolph The Rednosed Reindeer),Truck Stop,2015,https://www.youtube.com/watch?v=DFSaifvuLZ8,c95766450ad6ff37d262c9990f33c9d8523334ff90c4631682bceeba0ff5c8d4,Truckstop - Erwin; der dicke Schneemann 2017,DETT81500169
96,Christmas Tree Farm,Taylor Swift,2019,https://www.youtube.com/watch?v=mN3rDTAdM2o,cd9a7726f4832289a7da09efbfc1cc37df15e9c51d1d50acd7fbbe7e5190ee92,Taylor Swift - Christmas Tree Farm,USUG11904285
97,Mistletoe,Justin Bieber,2011,https://www.youtube.com/watch?v=LUjn3RpkcKY,abda1722061d471cc2ee869ed9de8965e890ea67816341c12b90adc380585225,Justin Bieber - Mistletoe (Official Music Video),USUM71116290
98,8 Days of Christmas,Destiny's Child,2000,https://www.youtube.com/watch?v=Ha59LAoJ51c,14069f0ad26e494d32423130be510571b967ae6e059bfdfd076687043fa5be9b,Destiny's Child - 8 Days of Christmas,USSM10016220
99,My Christmas Card to You,The Partridge Family,1971,https://www.youtube.com/watch?v=lJMDac5jL8w,e47dbd41d8d4195e6e00853d6f2ea443508e69ab4670e442d42cdceef691f856,The Partridge Family - My Christmas Card to You,USAR17100101
100,One I've Been Missing,Little Mix,2019,https://www.youtube.com/watch?v=HN6GHQroP1I,c5784a9fc7d3a81911eb7842bebb655d70c13e862b5a39ef29a11f8e78a186c9,Little Mix - One I've Been Missing (Official Video),GBHMU1900120
101,Merry Xmas Everybody,Slade,1973,https://www.youtube.com/watch?v=WM7M7zSMJcw,3dab80a9ef8f2403e7f089fa54082302bb05839c37d7d8454542d4f787db59d9,Slade - Merry Xmas Everybody (Official Top Of The Pops Video),GBAKW7301006
102,All I Want for Christmas Is a Real Good Tan,Kenny Chesney,2003,https://www.youtube.com/watch?v=JPiFEBtH440,1d21ae7c60ee68dec0f07e1a8cd373da6c1cf0ee2aa9a26c7e5cf37f3807c4ac,All I Want for Christmas Is a Real Good Tan by  Kenny Chesney - New Country; Hol,USBN10300028
103,Weihnachtszeit,Bürger Lars Dietrich,2020,https://www.youtube.com/watch?v=U9TEcO5O91o,61799a0983a1737e33f0cbc197df8ef0d36dc9aa086d8c70be3199c8e76daafe,Breyn - Weihnachtszeit (Official Musicvideo),DEUM71906774
104,Shake Up Christmas,Train,2009,https://www.youtube.com/watch?v=J-8VCL4uSUc,f8d78634502db668cf86d95da24b76d1ddce2646c6c5a85d2520e04f66e8906c,Train - Shake Up Christmas (Official Video),USSM11003859
105,Christmas Through Your Eyes,Gloria Estefan,1993,https://www.youtube.com/watch?v=jD2ox8PkfG8,11cd7c235a57e28452c94aaa7cce96cf41257c76f171f143a1e4d38314626abd,Gloria Estefan - This Christmas,USSM19303181
106,Hard Candy Christmas,Dolly Parton,1982,https://www.youtube.com/watch?v=GOzi-gD7-ts,ff7b09cadbb9b9e7e072dbbb3260a0d0833a33cf74dce6d0520821a8a08d5f49,Dolly Parton - Hard Candy Christmas (Official Audio),USRN18200001
107,I Met an Angel (on Christmas Day),Céline Dion,1998,https://www.youtube.com/watch?v=S72guOSX2uA,3a8512f700841fa5630795f74ed3c95dd774c307ffa6d155822895850a9eccf9,Céline Dion - I Met an Angel (on Christmas Day) ,CAC229900095
108,Christmas Lights,Coldplay,2010,https://www.youtube.com/watch?v=z1rYmzQ8C9Q,192600e23e7a031c3f6d9516c4fcad362fb258ed002f3ed49b3ae3c5bad00376,Coldplay - Christmas Lights (Official Video),GBAYE1001401
109,I Wish Everyday Could Be Like Christmas,J.Bon Jovi,1992,https://www.youtube.com/watch?v=gqkImH2h4EU,e1ba61b2ffa2f1121436a4afd289842371584931cbf988e06f2f993031e3d837,Bon Jovi - I Wish Everyday Could Be Like Christmas (Official Video),QMVRR1100735
