Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
137,AC/DC,Thunderstruck,1990,https://www.youtube.com/watch?v=lhg9bYNLvOg,Thunderstruck,f72e39068722dd9765e89f944b559dc929187236656860aa7c5224be1c3fac39
138,Valmar,Éget a nap,2023,https://www.youtube.com/watch?v=QcOf-SQb490,Éget a nap,cbd589d8868bf7704743818411c7069390672e24315f19219fabc5814f02366f
139,Hip Hop Boyz,Megbántottak,1997,https://www.youtube.com/watch?v=TlR49RV2p5M,Hip Hop Boyz - Megbántottak ( JÓ MINŐSÉG ),09ab2a401b416b70f6416b82b6963e768cd9b749e1529e9c331a211527878a37
140,Spin Doctors,Two Princes,1991,https://www.youtube.com/watch?v=a748-dgSB10,Two Princes,a086ac668c82ffebe8d7b1989362b5a1c1c6ca4e262606944bd23dab4181ca0e
141,Oláh Ibolya,Magyarország,2005,https://www.youtube.com/watch?v=6vTF980GNdg,Magyarország,dbb14673318bb306946476dbf5836d3e2b3c038dd1c62defb469fbd99bdf4cef
142,Crystal,Te vagy a jel,2006,https://www.youtube.com/watch?v=tu9NqmOTsRk,Te vagy a jel (2007 Remaster),935d20b4e51109b94c593515a9ec92086d0c1ab908eff09f20dadadc58a7b538
143,V-Tech,Homokba írt szerelem,2004,https://www.youtube.com/watch?v=WiSY8NBNNgI,Homokba Írt Szerelem,d7d0f28cd86a8fd82172c96ef7525b383ab066950ab311646f62c11cfdcc2ac9
144,Ronettes,Be My Baby,1963,https://www.youtube.com/watch?v=QBDem6bffyo,Be My Baby,b14164dce5a932680c58ef5d35ec82b4aa0497eb3a93faaf1809b39f70b19c11
145,Micheal Gray,The Weekend,2004,https://www.youtube.com/watch?v=uDGJ9DyF25I,The Weekend (Radio Edit),a505775cc811d7ee548679449d28b4acbac991399ab9a81183638266e4cd8819
146,ABBA,Mamma Mia,1975,https://www.youtube.com/watch?v=KMViJKmAV4M,Mamma Mia,d458582b3e9860bb4d42a2b07d726bbf7496071cc517440413f2dd995e31dcac
147,The Jackson Five,ABC,1970,https://www.youtube.com/watch?v=niXNQ5dEcEA,ABC,fbfc0b9f665d4a4fc90672659397d84e17e021b3d8c4bd87aabc32c497485ad7
148,Azahriah,3korty,2023,https://www.youtube.com/watch?v=MEG3zuAaPco,3korty,e6c84ffd6090d2e00afbe40bd245c276246eda4411f07f4370b510e6ef2337e0
149,Manuel,Toxic,2023,https://www.youtube.com/watch?v=YHH2FoI2N5w,Toxic (feat. Azahriah),355fed3db3af13a1e3985e880365faf0c8e3dd0b130c8f616d73982612ed6088
150,Galantis,No Money,2016,https://www.youtube.com/watch?v=LsCHjlYw2oM,No Money,a53afe0ff14303c77e8f3b342f776ba037d1811ff5d633673bd9ac339e71498d
151,Daddy Yankee & Snow,Con Calma,2019,https://www.youtube.com/watch?v=GQwj_FRntp8,Con Calma,82e41b3e37b4faf9d14be9b8afd81054ed73b4adada4c412c6a923171aa58ac5
152,Justin Timberlake,SexyBack,2006,https://www.youtube.com/watch?v=g_V6wqBlADw,SexyBack,ca6bf1ec85be2cf2d392a2e7ddf5058b66e40e930c4859c24f9995a823f8466a
153,Leona Lewis,Bleeding Love,2007,https://www.youtube.com/watch?v=CFJtRiKgLhE,Bleeding Love,c555129228970bcf68533382d1e12f085f608c4da9c5cdd78c0027d857d06312
154,Bikini,Mielőtt elmegyek,1985,https://www.youtube.com/watch?v=EjI3PdJOjcU,Mielőtt elmegyek,36b1dbcdcafb1a8612e0a129ecf95e1e83f096a615a9281b5aaba8694c68c7f9
155,R-Go,Szeretlek is + nem is,1985,https://www.youtube.com/watch?v=O3WJwT4XjqU,Szeretlek is + nem is,8fd95a2f603ffdeb4ddf1e3e9f2252ca8255c2d85c480c560e668c46fff65962
156,Kid Laroi & Justin Bieber,Stay,2021,https://www.youtube.com/watch?v=XfEMj-z3TtA,STAY,80e4385ce6cadc66f4986af7609a2f167f78c2d067888c03cbd10b5881ea6333
157,Hooligans,Királylány,2003,https://www.youtube.com/watch?v=9K33KW8pX2I,Királylány,1423aa1f87a2379f78fab3134c492298e9be8aa535d891023582d865ab5903e8
158,Gala Rizzato,Freed from Desire,1996,https://www.youtube.com/watch?v=Qvu033SBMYU,"Freed From Desire (prod. Molella, Phil Jay)",63e7e2587d9d97723a7a391589d065349837e7cb5f65173d3eec84eb4304b3ca
159,Olivia Newton-John,Physical,1981,https://www.youtube.com/watch?v=4LjNxtwf7jo,Physical (Long Version / Remastered 2021),145b7df0b0838648ba72577464775eb3ea5a0a3107acac4fe1ace65e3c1ee10a
160,Barbra Streisand,Woman in Love,1980,https://www.youtube.com/watch?v=ryGlgkvqzKE,Woman in Love,09e3d7014af9d9b3813ffa7b28d69fbbddc1fa016c322d52b45798009f7ef248
161,Micheal Jackson,Billie Jean,1982,https://www.youtube.com/watch?v=Kr4EQDVETuA,Billie Jean,7d581bf2b47ddb21839bdbe9da4ca6f48ba6078dbf98ff618b16c0f22cef2726
162,The Communards,Don't Leave Me This Way,1986,https://www.youtube.com/watch?v=O-M2RWPRN9E,Don't Leave Me This Way (feat. Sarah Jane Morris),4109bfd3a3c284990b4eda3f6453f2530e661702489abadfd579c005833f4056
163,Hevesi Tamás,Ezt egy életen át kell játszani,1994,https://www.youtube.com/watch?v=01mo4KkDFMo,Hevesi Tamás - Ezt egy életen át kell játszani,9249782c7942a131fb901bda222ce042ff86e061065a6dccba4334707b392a73
164,Tátrai Band,A küszöbön túl,1991,https://www.youtube.com/watch?v=dmiraUIfs1k,A küszöbön túl,42373720eb955fc4cf7e31827b63c0f5d5bc5a8acfdde1b44175dfa9a36b2fe7
165,Republic,Szállj el kismadár,1995,https://www.youtube.com/watch?v=T1YWygc01Qc,Szállj El Kismadár,b07a0938460f186673821bda6939ab8dc81b5d9cf4644cce443294d7b8e43104
166,Iggy Pop,The Passenger,1977,https://www.youtube.com/watch?v=1r08Ca8fk5Y,The Passenger,797d4fdac671f8b559cdc6b83618f8b20420435d50612d4dd600b2200a1b9cc0
167,One Direction,The Story Of My Life,2013,https://www.youtube.com/watch?v=8M3Vlnu_i3c,Story of My Life,a74ac7b46e9a62738174f1cfb4d1b1df0e8525f7d61afe4615e3cd3f79525ed1
168,Ákos,Ilyenek voltunk,1997,https://www.youtube.com/watch?v=WdKeQCTAWtY,Ákos - Ilyenek voltunk (dalszöveggel - lyrics video),66cdbd2a76bb8a1f2dd763f042aa779279614532b5d52f2784b237bceb5d7613
169,Fiesta,Angelina,2001,https://www.youtube.com/watch?v=DITNkXvd2IU,Angelina,a005f985ba9f8d0daa70646d9d6760633af101141385e57d9791862449a69368
170,Welhello,Apuveddmeg,2015,https://www.youtube.com/watch?v=zL70WeLNq4E,Apuveddmeg,6256fab82a118f89a1ee141fab799ed25446c16a1ec6409663ae3a043318c54e
171,Will.i.am ft. Britney Spears,Scream & Shout,2013,https://www.youtube.com/watch?v=a5D8CTt-tfs,Scream & Shout,e468e16761ea0e7880840ac1f3d2408ba38d000285a70b087c8fcfb488dd28da
172,The Cardigans,Lovefool,1996,https://www.youtube.com/watch?v=c0fHs7THj4k,Lovefool,1489c5b2aa2934f1f53c536f78417b59fbf009ac01b82eac3bbefe1ae95d6ad3
173,Bonnie Tyler,Holding Out for a Hero,1984,https://www.youtube.com/watch?v=lLFL4hyXV4U,"Holding out for a Hero (from ""Footloose"")",e17c6f4bc52149cc04ad9803526df61e0d40387643e0f6635247219c2ef487b3
174,Calvin Harris,Summer,2014,https://www.youtube.com/watch?v=KSgKKSny0Qo,Summer,d0853e6c68fac4a22518bc074cd894a30d2b2713b21174ad059f60f4d9c3bd8f
175,Exotic,"Nézz rám, tizedes",1988,https://www.youtube.com/watch?v=zrNX2dz8SGI,"Nézz rám, tizedes",fbce9c0b5e4a543f050b781e42c4e11368ad0e7e6e9f1fb158e20f72702e11cb
176,Máté Péter,Zene nélkül mit érek én?,1982,https://www.youtube.com/watch?v=NKzWdE4YOTY,Zene nélkül mit érek én,faf727886ab77222c074a652bc1534a2048b6d950b7b003079e2c07ac5704484
177,Meghan Trainor,Made You Look,2022,https://www.youtube.com/watch?v=79vxRvYqeT4,Made You Look,975c7ac2a5475028c43a2b0469f998b946ff5947464fcee15b8459919d896277
178,Kelis,Milkshake,2003,https://www.youtube.com/watch?v=pVfFPuUYRXY,Milkshake,e439ff8909faa0d8e50ddfbd344758b58d702996ad976cc59732b847c3794c66
179,Cascada,Evacuate the Dancefloor,2009,https://www.youtube.com/watch?v=FrGiD2yompY,Evacuate the Dancefloor,01621863a4d4bc0f956c6ddeaad443b2cbd3f9dd006ea51166eacede65a60a59
180,Halott Pénz,Darabokra törted a szívem,2016,https://www.youtube.com/watch?v=suJCZ_CUy-g,Darabokra Törted A Szívem,4996363cbe2775bc1c229424d029c00e8e286367d118b2626e76deb121ed3faa
181,Adele,Hello,2015,https://www.youtube.com/watch?v=Ei8UnOPJX7w,Hello,4dae5503ee13fe4d35089f985472257f349be8fd378a7ef29644456a1f7ecbd6
182,Christina Aguilera,Beautiful,2002,https://www.youtube.com/watch?v=f1zLSpzCh9E,Beautiful,4b0d1f6922d41b3847511f3255fde1277e64f6280e2da05e6eaef78d38f99dd9
183,PSY,Gangnam Style,2012,https://www.youtube.com/watch?v=4AgDYTuZWOw,강남스타일 (Gangnam Style),ddd51883fa81cb24c28619b8a31a61d7af48844889b118c8f542ed5bc390d78e
184,"Calvin Harris feat. Pharrel Williams, Katy Perry and Big Sean",Feels,2017,https://www.youtube.com/watch?v=fqqcXP1D0Fw,Feels,c4edf36aa22ec0bffc2ef3444f682ba50ddbac4867c1dd011f007014e68f9b85
185,Ámokfutók,Van valami,1998,https://www.youtube.com/watch?v=lBo13Ygs2No,Van Valami,cef201eb48faef9d984e2e31a38e0fe3b92720b5f6ec48ec570a6f1a9a3c3d05
186,Robbie Williams,Angels,1997,https://www.youtube.com/watch?v=ezvBR_jakk0,Angels,3b294cf4293a03a050b57b2d91ba3053bca5778febecc068b5bdf7d257306d9b
187,Bereczki Zoltán,Kerek egész,2010,https://www.youtube.com/watch?v=WKmzYjMBrRo,Kerek Egész,59e62248bb529974a298a82beb6ea2712a0807f937ba7d70a1049007572fa679
188,September,Cry for You,2006,https://www.youtube.com/watch?v=hdIV_3IOQlM,Cry for You,caeae9c7e8d7b20689d6cc3dacd8b5e95b7e5fb5931797bafb77a06aea8ec3ce
189,Neoton Família,Santa Maria,1979,https://www.youtube.com/watch?v=24L4H739Pys,Santa Maria,0af1f91ddea979ffef054d68aef8fdf74c69d5e2ef5d96590b0d1f39f9d2ccb7
190,Szécsi Pál,Carolina,1976,https://www.youtube.com/watch?v=MJQOFUJ0irw,Carolina,65f35849707a5cb8360384bab6422a41d8c5a54ea16e31c266307d1351d2d09a
191,Atomic Kitten,Whole Again,2001,https://www.youtube.com/watch?v=JyghDKI9fD8,Whole Again,36a0d2cbc91db6d4241b32bbf28f3d28f476ab3420c0aa78ccab496e5057d08d
192,Vengaboys,"Boom, Boom, Boom, Boom!!",1998,https://www.youtube.com/watch?v=gM65SDMiXBE,"Boom, Boom, Boom, Boom!!",9e129bf99c1540e59037d1d9c0f738924578ec0ce1b34f7d8b19acfb86531be5
193,Charlie Puth ft. Selena Gomez,We Don't Talk Anymore,2016,https://www.youtube.com/watch?v=ffqliB42Nh4,We Don't Talk Anymore (feat. Selena Gomez),ea0fdb8a8fc937fd17b5ee4c6df37e866527d80f47b14e5d27c75610c9fcbdc3
194,Rita Ora,Anywhere,2018,https://www.youtube.com/watch?v=F0w0--zLem0,Anywhere,464085b93353b62d890323eeb88b6bbda20526c171e7e0bcb7f196832147b177
195,David Guetta (feat. Kelly Rowland),When Love Takes Over,2009,https://www.youtube.com/watch?v=zS_O0xHOsGM,When Love Takes Over (feat. Kelly Rowland),490d9d5e64482f08e74b00e2f3251ca3d56c56ccd745155060583db5ed609d8f
196,Ellie Goulding,Love Me Like You Do,2015,https://www.youtube.com/watch?v=6eW99oNNRvI,"Love Me Like You Do (From ""Fifty Shades Of Grey"")",f26c9c2289c1fc41b9c0ba498973d4610a0a0d2f09e1ecabd2e5fc29e1eb0644
197,Beyoncé,Single Ladies (Put A Ring On It),2008,https://www.youtube.com/watch?v=4z-bOdAdias,Single Ladies (Put a Ring on It),df61bd464d191466f13cc893e7742c5bfa1955f2ee3462b05797cfbdb200a191
198,Pápai Joci,Origo,2017,https://www.youtube.com/watch?v=Q232p_R_WpU,Origo,a0044afa94ac84ec1180132bf375b66cd0bad1d6ac296fdd6d34e8de5749d65f
199,R.E.M.,Losing My Religion,1991,https://www.youtube.com/watch?v=Efa6BAWPm9o,Losing My Religion,f7fc45e66cec0d6a397afbae5c52e99456561dbe5b8ae82783fc98ed4641b706
200,Koncz Zsuzsa,Ha én rózsa volnék,1973,https://www.youtube.com/watch?v=tdAxItSzhu0,Ha én rózsa volnék,1f4799cd0e930aa0fd7de28a05e31a154c605ce2b9e1c692f84259048b081f40
201,Zanzibar,Szólj Már,2001,https://www.youtube.com/watch?v=xCskTwiTLN4,Szólj Már,9106384a214670f85dce339d62eec1294d7d08f99b3d8f6526bbe8235f967cb3
202,Rapülők,Áj lav jú,1992,https://www.youtube.com/watch?v=F-Q35XVSkv8,Áj lav jú,3a55832a4b332ea7cc1c11a5b60cb14ed6c9ac1357c595017958c37873db0d16
203,The Jonas Brothers,Sucker,2019,https://www.youtube.com/watch?v=73ouhDibImA,Sucker,1148d68944c75839c99dd0dc8075b75f586eded1d128d320ad5f105fcaa4dd1d
204,Happy Gang,Fiatal szerelem,1996,https://www.youtube.com/watch?v=Byn2BzJaI2I,"Fiatal szerelem (""Éretlenek"")",5a9373ac497a44ae6771cdebe74392f2a5828a4eb894cd16b06ce99c53ee45ee
205,Soho Party,"Gyere, táncolj!",1994,https://www.youtube.com/watch?v=AEhtfxVgKR8,Gyere Táncolj! (Radio Edit),0a71c3496837e9a36f8c764d8868ff13d34e13f72ad0574f53e9388a1f00b6eb
206,Rúzsa Magdolna,"Lesz, ahogy lesz",2018,https://www.youtube.com/watch?v=Klr_aAx1hp8,"Lesz, ahogy lesz",7edb15d78591466d117f33116479a8da3e37497903b907c502df49f8393c06e1
207,Hungária,Szerelemre hívlak,1974,https://www.youtube.com/watch?v=5QBTfeAItjE,Szerelemre hívlak,eb51e58947bbee4769fc165d2b8d091f7b34dd5d79d09b8ff679e5741e13968b
208,United,Keserű méz,2002,https://www.youtube.com/watch?v=8QGkuB74dKk,Keserû Méz,9643c30ba3754e2319696ab4b68fd1bd47b8e0931543a2b9b98c3548b7c62105
209,Zucchero,Baila (Sexy Thing),2002,https://www.youtube.com/watch?v=-PEWgTsaGCU,Baila (Sexy Thing),34a7485766bfa55e385852c17227a90731d90aaf8c6cd602c481fbd5308cabc0
210,Zombies,Time of the Season,1968,https://www.youtube.com/watch?v=N5MYs-vOZzE,Time of the Season,4be1041cabd3d884694e0d08adb94b63a32aa607e9f8683a6960020ad8441ab2
211,Eminem & Dido,Stan,2000,https://www.youtube.com/watch?v=HIqQ0PfuPo8,Stan,c300acc403afb53418549abae7fd6f6b2e9634a17e7f1410d99f983b7cd48591
212,Tankcsapda,Mennyország tourist,1999,https://www.youtube.com/watch?v=aKCT3MyKYjg,Mennyország Tourist,0be48fb8046fefc8ea3bb78ab518408cfca0e1ac974512c0f54054fb2a2e7fb0
213,Gwen Stefani,What You Waiting For?,2004,https://www.youtube.com/watch?v=QwJR4zvhy_w,What You Waiting For?,44d936051c01ab36d36fcde17e3c71a0ac58ab73e9039020ea7f37024cbf7f3d
214,Alicia Keys,Girl on Fire,2012,https://www.youtube.com/watch?v=mVuSfxqpZa4,Girl on Fire,5f7cf835178bf30c70df8fd5ca054c6a2745c256b23109ebcf5e228df163d6ca
215,Sean Kingston,Beautiful Girls,2007,https://www.youtube.com/watch?v=_Wxfu7Th2S8,Beautiful Girls,e5910eaaef477dd531c1980bb7c6ac12103c9650917fadabe1f1ac48cf0701c1
216,Császár Előd,Megtalállak még,1995,https://www.youtube.com/watch?v=Tu-wJMufsFM,Megtalállak még,7e1b96d4ab0985b051e1e914b9101999298f2515b27ffb8858ad8a98e442e963
217,Deep Blue Something,Breakfast At Tiffany's,1995,https://www.youtube.com/watch?v=ewo6AGUJaUA,Breakfast At Tiffany's,bc1a853a39e36ffcbdf687ec99338eb13090d1399d88e416a795d6b32ba7c2b5
218,Shakira,"Whenever, Wherever",2001,https://www.youtube.com/watch?v=fFW91xwQFXk,"Whenever, Wherever",54c87dc4307105ca88f1839747907ab8b3ac0a1980088a3a88475af934a06d3e
219,Zanzibar,Szerelemről Szó Sem Volt,2002,https://www.youtube.com/watch?v=cWOCx85Pi0o,Szerelemrol Szó Sem Volt,8f3c52d8feb56db92dc9b7dcaa9904114eac5a1604d058be9d4237f3fb5b0c68
220,Cindy Lauper,Girls Just Want To Have Fun,1983,https://www.youtube.com/watch?v=gvLMhpzYic0,Girls Just Want to Have Fun,6dad2d1de5ec43081c5c6b7a88eb68fbfa2402b3bee85a8cd9e11826eaeaf162
221,George Michael,Too Funky,1992,https://www.youtube.com/watch?v=AiXYgOmi2kI,Too Funky (Remastered 2006),b2bddf712bffbc1c39d544ae6b6d59eefb62d56247de1300af9de68d14144d0b
222,DJ Snake and Lil Jon,Turn Down for What,2013,https://www.youtube.com/watch?v=MGuM2SlZBJ4,Turn Down for What,2fb4229fb9022b807707b85139fd41431764731805d9b966ee6be9e643509f85
223,KC & the Sunshine Band,That's the Way (I Like It),1975,https://www.youtube.com/watch?v=2UB8P0UImzw,That's the Way (I Like It),cb928f23a0ef5022c73feff81ba2ae76509fe877acaefd3df8620c0b7689f4a1
224,Vengaboys,We're Going To Ibiza!,1999,https://www.youtube.com/watch?v=g4BGP7Hei_c,We're Going To Ibiza!,63ada26974381b26ff4ec2afb7eb9928758fcd78ec84c45c80dcb5726f3c73fe
225,Scissor Sisters,I Don't Feel Like Dancin',2006,https://www.youtube.com/watch?v=JBUs7P2kIAs,I Don't Feel Like Dancin',d329c62a47ed071bcce20b129b39d49c3279aec47789b1447027114278729aab
226,Ámokfutók,Szomorú szamuráj,1995,https://www.youtube.com/watch?v=DhnBFFF6BJY,Szomorú szamuráj,f99ed70090424f12134570f4e1e7a45c98864454bba5bbe86af73246976641e6
227,Katona Klári,Savanyú a csokoládé,1976,https://www.youtube.com/watch?v=lo7QLwMXgLc,Savanyú a csokoládé,1604d892c31a370e0ae33e86c20241ef77c53d7544b0b50e1d98f627cb365c87
228,"Earth, Wind & Fire",September,1978,https://www.youtube.com/watch?v=B2mmDEv0OEk,September,020dbba238341e6fdd069921933562f52c74434f531702ae7de0a114dfb706c0
229,Clean Bandit (feat. Sean Paul and Anne-Marie),Rockabye,2016,https://www.youtube.com/watch?v=mVw5KiGwqaQ,Rockabye (feat. Sean Paul & Anne-Marie),26994f0590dd0bdf3ccc6587eabbd5ad50779ee6030610da138c4c69c568efc1
230,The Rubettes,Sugar Baby Love,1974,https://www.youtube.com/watch?v=C9TGlhaZACs,Sugar Baby Love,afc0536d9460c8a7b4bf3621baf24aae5ecd631709d6d4671a035050a82a6c62
231,Anastacia,I'm Outta Love,2000,https://www.youtube.com/watch?v=-48dP1VwgNg,I'm Outta Love (Radio Edit),4cbd2548382b6508929d31ded646a7502946bed1739d53fa745ff9fc9c17e35d
232,Majka,Belehalok,2012,https://www.youtube.com/watch?v=bAHGOnYq34A,Belehalok,da973798e4427c2ee6ce2d89f62e5e3009a9f535a74f8e759fa24b8936cc50f9
233,Ihász Gábor,Múlnak a gyermekévek,1989,https://www.youtube.com/watch?v=qYdlm2XFtQc,Múlnak a gyermekévek,1261b28989ebbbc2807e501a838bb0abab6a85cd9285ea587f734e6e6f92d59d
234,Shakira (feat. Wyclef Jean),Hips Don't Lie,2006,https://www.youtube.com/watch?v=p3pEe6aAJ4k,Shakira - Hips Don't Lie (Lyrics) ft. Wyclef Jean,54fd4d21b3330c33f4abe5f754c5730fc493eee567b735f65081ea78d8ffdfe0
235,Bobby Mcferrin,Don't Worry Be Happy,1988,https://www.youtube.com/watch?v=AFDOSq6Wxa0,Don't Worry Be Happy,a0561118b634d80890ca0b7f7f86329fecb2dae010e6625b0ff180cd4242b3cb
236,Sia,Chandelier,2014,https://www.youtube.com/watch?v=uzaYLK3k0DQ,Chandelier,f8fd65e2100a2f9616ecdc35aec6958efc16147c06872dfdc6285aaa241c578d
237,Bonanza Banzai,Induljon a banzáj!,1989,https://www.youtube.com/watch?v=9AMXl-zzSdQ,Induljon a banzáj!,3a5bc5cfc89d2c47f769fc3f386bdc472a6b0d6e4d30fbb6c6036979d32b7d8d
238,Karthago,Requiem,1981,https://www.youtube.com/watch?v=BS2qO-gpoTo,Requiem (SP),3da5d1233e6b5b11c77ba626107c3896ae0e379c1e7ec3653a8e27fa95c9c21b
239,Király Linda,Szerelem utolsó vérig,2003,https://www.youtube.com/watch?v=I8-uGZMeAeM,Szerelem utolsó vérig (Bonus track),dcb55203f2980e3240fe0859851f43a3cfa03703a2272b415c9354b9d8173c9f
240,Eric Carmen,All By Myself,1975,https://www.youtube.com/watch?v=h0KdR8bKHNQ,All By Myself (Remastered),ac2ae25f4f6079df5620ea49d7654b7a986d10235998e3be31f062dd28b334c6
241,Baby Sisters,Szeresd a testem,1999,https://www.youtube.com/watch?v=9j07O37yNxo,Szeresd a testem,7df2fde8c33fa6ddf6207bb3d8d80138d006de882ff65fa76448effdb5f62a1d
242,Wolf Kati,"Szerelem, miért múlsz?",2011,https://www.youtube.com/watch?v=WYNF-lf-zH4,"Szerelem, miért múlsz?",f601f54a038473c0f2fba5fa215c998154bb7f9bb8457180660cac731e160d1d
243,Depeche Mode,Enjoy the Silence,1990,https://www.youtube.com/watch?v=ojvldIzbaMo,Enjoy the Silence,942ca6991055e76a1390827a6922cf1aeb0933e4a8849f70e6a3678b4249cda0
244,Kate Ryan,Ella Elle l'A,2008,https://www.youtube.com/watch?v=jqw4g3QaHWY,Ella Elle L A (Radio Version),d0d1c9c9f8b16f4113de05cab011826e9d336b707c1bad158d9d7d13f7ae742f
245,The Mamas & The Papas,California Dreamin',1965,https://www.youtube.com/watch?v=oU6uUEwZ8FM,California Dreamin',2b5149cef04c5ebd961d5bbeb25ccaa0d58450405c149b36256e480a2152f2c0
246,Punnany Massif,Élvezd,2011,https://www.youtube.com/watch?v=9yU2iHQjqtw,Élvezd,ae6d07ed2dbdf4b031fc3c819dcc9a827bac78d0d07f3174ff048c6e5d1c4504
247,Betonhofi,Bagira,2022,https://www.youtube.com/watch?v=Xao8pLbPCcA,BAGIRA,67e8038f9414a5ebbbe25b5acfa0f84c025560af04930f31355100166018c279
248,Zalatnay Sarolta,"Hosszú, forró nyár",1974,https://www.youtube.com/watch?v=NscIV_GkyRY,Zalatnay Sarolta: Várlak még,c2782758b8a889f78b3a81abd34c36dd965fa767ea2c717007cc077da72d45a5
249,Bob Sinclair (feat. Gary Pine),Love Generation,2005,https://www.youtube.com/watch?v=h_7P0O-RSiE,Love Generation,ed172440097e884772d5b7e16baf7bc4666798a2e0a510496a9c632fa7b0e12b
250,Janet Jackson & Michael Jackson,Scream,1995,https://www.youtube.com/watch?v=8k1yj46xH24,Scream,34a7d078eddcf2f605770f342a21af7ef4ced535c550d55196e24b333760053a
251,Alex Gaudiono ft. Crystal Waters,Destination Calabria,2007,https://www.youtube.com/watch?v=a7uIJkDydjA,Destination Calabria (feat. Crystal Waters) (UK Radio Edit),33a4290f6a085d22aebc6da8a63bc71946c1238f90c0256aec6ec4915e050ad3
252,M People,Moving on Up,1993,https://www.youtube.com/watch?v=cQQlzn_wrGs,Moving on Up (M People Master Mix),9c55cd9d9b5238f77b9228c918d7e909affb311fda1d3edd3f386eb6954a2122
253,Horváth Tamás,Fehér Holló,2023,https://www.youtube.com/watch?v=ts6nec1aiX8,Fehér holló,50afa284daecae47dd4efa74437e6fcf6105ba1865ee8f1f0ea2ea81655935a1
254,Elefánt,Kár,2021,https://www.youtube.com/watch?v=J89M8twtEUE,Kár,9a2c1de050ee331899ee8005bfbce494efbe1092060c82551bf76f608396c054
255,Apostol,Nehéz a boldogságtól búcsút venni,1978,https://www.youtube.com/watch?v=sOsF0CgFp6k,Nehéz a boldogságtól búcsút venni,00bd20e24dac6b60eeb90c29ca5041deb71c1f2089de5e3f1d8fca8c1adb277a
256,Crystal,Két utazó,2000,https://www.youtube.com/watch?v=_8pSeViClsY,Két Utazó,360b227eacd2099f1c1760b3b40eebc471a42925ed89adfd15cb4833cc5d3cc9
257,Harry Styles,Watermelon Sugar,2020,https://www.youtube.com/watch?v=KPM_BYl-EaQ,Watermelon Sugar,663589908002b040859bd7fdc1ca3d7a6164253df18faf7a1084ed1196002926
258,Szandi,Nyugi Doki,1990,https://www.youtube.com/watch?v=9G0-elKR-t0,Stupid Cupid: Nyugi doki! (Stupid Cupid) (Sung in Hungarian),087d69e8a87dce3ca3073dc03bb5f3d01c6397a813bfad22be07fbae0509aaac
259,Fluor Tomi,Mizu,2011,https://www.youtube.com/watch?v=t8ll4k0E6qc,FLUOR – MIZU – OFFICIAL MUSIC VIDEO,dc3adc51bad0e2ef662c4f2a93e7e5b46ddf64589246168fc39587f060512937
260,Kiss,I Was Made For Lovin' You,1979,https://www.youtube.com/watch?v=12fJAnaif34,I Was Made For Lovin' You,01f754bfc7ef81800fda39574bf76a9b84951a45e298762db2d98c31e597c341
261,The Righteous Brothers,Unchained Melody,1965,https://www.youtube.com/watch?v=Zv8czIoAw5w,Unchained Melody (Remastered),da6815b1c3f95a679dd43ecb8df84d5cd1cbcf7da0b881e1fcc39178f7b9a0cf
262,Kozmix,Angyal,2000,https://www.youtube.com/watch?v=_h2gRwZxoCM,Angyal,a00c01e2fce1aa897e2f942936540ddc8179846d82be0a8ef8b14866a033ccf6
263,Gnarls Barkley,Crazy,2006,https://www.youtube.com/watch?v=vBtvhPM2GHc,Crazy,43b6bda20187deca21ffeea81acd8204a1540bed729dbf07a97819d4705865cd
264,Katy Perry,I Kissed a Girl,2008,https://www.youtube.com/watch?v=usvTbqTHwyw,I Kissed A Girl,eac97f0d0f725db858782837b69bf4e4576f388e05d6a34c19da3d548ef2658d
265,Right Said Fred,I'm Too Sexy,1991,https://www.youtube.com/watch?v=1l8KLXDhTMQ,I'm Too Sexy,a34604bd4b1c1c4427062c53b85f04bfda3879e0b39d52e9cf33e024b34f67e6
266,LMFAO,Sexy and I Know It,2011,https://www.youtube.com/watch?v=evHIaUZ0KtQ,Sexy And I Know It,366f4afdb9c6c4a08ead9130d9b21c7bef794ebbc9091a6d9c5feb61b1640a99
267,Magna Cum Laude,Pálinka dal,2009,https://www.youtube.com/watch?v=bmyDCdYqHTA,Pálinka dal,2a2be1deb9de7a1146cee1c97f8dc4fa62df6210743be38464103b01901960d0
268,Måneskin,I Wanna Be Your Slave,2021,https://www.youtube.com/watch?v=0T-BCIFeqq8,I WANNA BE YOUR SLAVE,381a60f9485b5ab5246ba30e4f92240f2d2158def9f8f34aaf50fdfab6bed7bf
269,Szűcs Judit,Táncolj még,1977,https://www.youtube.com/watch?v=TwV7iUPY0nk,Táncolj még,bac4fc7093d6e976e107816e9b530208c805ddda4441e350c51666a33d55df71
270,John Paul Young,Love Is in the Air,1977,https://www.youtube.com/watch?v=ZWzWL-S05fg,Love Is in the Air,962e987611afe71bd9fdae009fb715c2211c95e9a74afddae382890a8ab99011
271,Caraly Rae Jepsen,Call Me Maybe,2012,https://www.youtube.com/watch?v=dlObDivWgx8,Call Me Maybe,c03aa2b6d7678d4d9c6e1f2329a8dece94dd544759123333fd2cbfd11eb156bb
272,Bonanza Banzai,A jel,1990,https://www.youtube.com/watch?v=88ShGWL3QhI,A jel,90c8e91e1d81ebc10340f3e683f85869fc5e65bbf54d8fb2ec314c723d77f0b3
