Card#,Artist,Title,URL,Hashed Info,Youtube-Title,Year
25,Johnny Wakelin,In Zaire,https://www.youtube.com/watch?v=gGJIosbxLvQ,07382e6cf9ac7acf76c2a95f8a1b2e94f9581205e1d2e4f355b15626df2a3889,Johnny Wakelin In Zaire 45'lik Plak,1976
26,Eddie Cochran,C’Mon Everybody,https://www.youtube.com/watch?v=Wl1-uj1UQuk,8bf282b430879cc835b15ba6cc969e1f83ea7438a961512c2b7390e99cae3ded,CMon Everybody,1958
27,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),https://www.youtube.com/watch?v=A9hcJgtnm6Q,265d83c6bf4e0c5bb3bebbcf83081127d89d7df8774a2683eae8ead5a65582a8,Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus,2018
28,Katy Perry,Roar,https://www.youtube.com/watch?v=CevxZvSJLk8,aa78bcab9d0646cba56fe866d4e1bfa053f612f8563c8f4f3bf2daa377caee54,Katy Perry - Roar,2013
29,David Dundas,Jeans On,https://www.youtube.com/watch?v=9SaCg41nVsw,2c6978a01806c2d9c4359fe98a559568dc17a037409743e34f45ae13b990e682,David Dundas -Jeans On,1976
30,Prince,Kiss,https://www.youtube.com/watch?v=H9tEvfIsDyo,e4657cf9cb60ab30d0fc6821d200ec5ba7ed4e07e94b27e4d2857992c96a1491,Prince & The Revolution - Kiss (Official Music Video),1986
31,Passenger,Let Her Go,https://www.youtube.com/watch?v=RBumgq5yVrA,a254fecd6c572c86dbde5b6560cf720c11e38f07ad0fd366b108a432b1ac4ed9,Passenger | Let Her Go (Official Video),2012
32,Cher,If I Could Turn Back Time,https://www.youtube.com/watch?v=9n3A_-HRFfc,b4178c8f9635f591f8115341e5cbb47c3c2622f4a7e6a853ac3f2b12f144aa28,Cher - If I Could Turn Back Time (Official Video),1989
33,Seiler und Speer,Ham kummst Single,https://www.youtube.com/watch?v=GWgisTPKCdk,1e5e7d2a81b0a330b1ed6c2596b6ba516a8a8a776bd8b7ee59eea8d68f4a2579,HSeiler und Speer - Ham kummst,2014
34,Desmond Dekker,You Can Get It If You Really Want,https://www.youtube.com/watch?v=rQbWO86kXH0,f2abdfe71ea87cfe4ada4ecb58faef043c673a039865b6dbb5130204f993b550,Desmond Dekker - You Can Get It If You Really Want - 1970,1970
35,A Fine Frenzy,Almost Lover,https://www.youtube.com/watch?v=I_S_TbD1XFM,348296aa70ba17c35b503817ecf599b8501413b510ea73f75693d6f1cd707f05,A Fine Frenzy - Almost Lover,2007
36,Bonnie Tyler,Holding Out for a Hero,https://www.youtube.com/watch?v=bWcASV2sey0,3d1b4b739a55efe85706741cab80c69c644452dab2ff6a0c0174b682526aa1a0,Bonnie Tyler - Holding Out For A Hero (Official HD Video),1984
37,Nelly Furtado,Powerless (Say What You Want),https://www.youtube.com/watch?v=ouj5GFOfgYE,f1d051d16bda9c8dea8ec137be272fff0372cac0820d8fcc57d3b32682fe4a1b,Nelly Furtado - Powerless (Say What You Want) (2003),2003
38,AC/DC,You Shook Me All Night Long,https://www.youtube.com/watch?v=Lo2qQmj0_h4,13126c51e45f4863048c0f07541db6ca900d341b6983ff71e2c8c39d6e4f7168,AC/DC - You Shook Me All Night Long (Official 4K Video),1980
39,Elton John,Nikita,https://www.youtube.com/watch?v=Tg-Q-Acv4qs,367fecec4e10f46bcb2607a47fae777231c9fc3f441ef0eb1d537694b3fe5674,Elton John - Nikita,1985
40,Michael Patrick Kelly,Beautiful Madness,https://www.youtube.com/watch?v=t_eCNMMyL_Y,5010e0fe425fdd5c0a259f6b37df247d5dcc209b9009c32a288e209aa1090818,Michael Patrick Kelly - Beautiful Madness (Official Video),2020
41,Mike + The Mechanics,Word Of Mouth,https://www.youtube.com/watch?v=7jbSwMU7H0w,ad1cb9075d33119b9352e7a98c7d63ca44b9e88754be832c6fbf2e3d08a2f841,Mike + The Mechanics - Word Of Mouth (Official Video),1991
42,Nik Kershaw,The Riddle,https://www.youtube.com/watch?v=_jT_iwpzQAA,c0e4d2e472097d4c3b363f80080b9423a5775360727f8ca7de7039487565786e,Nick Kershaw - The Riddle (1984 VH-1 video),1984
43,The Rolling Stones,Angry,https://www.youtube.com/watch?v=_mEC54eTuGw,d7d8785a48f2c562988b6e02153b9bd2609204b9bd2b1346ec573968149e74aa,The Rolling Stones - Angry (Official Music Video),2023
44,Rainhard Fendrich,Weus'd a Herz hast wia a Bergwerk,https://www.youtube.com/watch?v=oTw3tHVkpdc,23af3587fc15b0e6995baf69541318108bb212567c2783786501b80e81be7fda,Rainhard Fendrich- Weusd a Herz hast wia a Bergwerk (Live),1983
45,Phil Collins,A Groovy Kind of Love,https://www.youtube.com/watch?v=HsC_SARyPzk,1c17b426b1e00b602e033e2dc972c46de92fa4e33cad4457b02d5be95abfa5d1,Phil Collins - A Groovy Kind Of Love (Official Music Video),1988
46,Nickerbocker & Biene,HALLO KLAUS (I wü zruck zu Dir) ZRUCK ZU DIR (Hallo Klaus) - Orginal '83 (weibliche Version),https://www.youtube.com/watch?v=sQ0UT5YSKWE,0d013740b984b7632aac01ef824f53f90967783af304ae35479ca8a366cb5019,[MUSICAL NOTE] Nickerbocker & Biene - Zruck zu Dir (Hallo Klaus) (1982) (4K [EYE,1982
47,The McCoys,Hang on Sloopy,https://www.youtube.com/watch?v=NpaT9wXVUHo,71e64d0372c2c1ce737b3906d5d0e293798cb645d3b6bd022afaacb10851819b,The McCoys - Hang on Sloopy,1965
48,Aerosmith,Cryin',https://www.youtube.com/watch?v=qfNmyxV2Ncw,a3c783c704c174faf4eb252984dd47bd56327d0df1ddd116b2cc5b9cd0347d9d,Aerosmith - Cryin' (Official Music Video),1993
49,Black Sabbath,Paranoid,https://www.youtube.com/watch?v=0qanF-91aJo,8936b3a8bcfc007a094db54d8afcca3cf67a9dfeb0bf9373f8f41b141f918045,BLACK SABBATH - Paranoid (Official Video),1970
50,Fats Domino,I'm Walkin',https://www.youtube.com/watch?v=rFJ3CYIEZk8,8466dd654be3ceb2c6a8839dcc5eebc7c8fd90cb4b1d46736c40ead1974e3330,Fats Domino - I'm Walkin'  [HD],1957
51,Joan Baez,The Night They Drove Old Dixie Down,https://www.youtube.com/watch?v=KslFHREKeqE,9054a074c2b3977e935686449b833ea695cf02125ca46290d089d146e1ec1255,Joan Baez - The Night They Drove Old Dixie Down - 1971,1971
52,Bruce Channel,Hey! Baby,https://www.youtube.com/watch?v=LpgTfYK_uyU,1b5f325690b6e20ff02e5fe05fc16612791cdb5a5d2d8f841d4cf4cbd62024ec,Hey! Baby (Remastered),1961
53,Gianna Nannini,Bello e impossibile,https://www.youtube.com/watch?v=xoco58gF8h0,b1ea427776fddbb1631941775c11d0c6ccdf332ac7122ec79b86503c90d61d54,Gianna Nannini - Bello e impossibile,1986
54,Mr. Big,Wild World,https://www.youtube.com/watch?v=Za9LY6Q3EuI,f0e0eae19adef221bd27a875003ebba2ffd7e071f5c0f9c7c455f3df27a48c66,Mr. Big - Wild World (MV),1993
55,Lobo,I'd Love You to Want Me,https://www.youtube.com/watch?v=uuluv2ehJ4M,f0f40797faa8063fc79fd8c5dd3341b55eb49f846a11c5037fd3e6a0fba900a3,I'd Love You to Want Me,1972
56,Kate Bush,Wuthering Heights,https://www.youtube.com/watch?v=0ps2-Ze1vuA,96a0106b8788edf96157dcaf769ea731229938ab776ba3f8e2c49d7eb03fb07e,Kate Bush - Wuthering Heights (Ruud's Extended Edit),1978
57,Kings of Leon,Sex on Fire,https://www.youtube.com/watch?v=RF0HhrwIwp0,f3de1b4f07af739825426340d2e5a7cd1d45c3bdc7c32ca92edf532d6d0a4f61,Kings Of Leon - Sex on Fire (Official Video),2008
58,Johannes Oerding,An guten Tagen,https://www.youtube.com/watch?v=CbHeVxjergo,1de4f314bd4fb158dc4bbd756a699e60f31b788e1be7653ba9994bb9dfe96ab0,Johannes Oerding - An guten Tagen (Musikvideo),2019
