Card#,Artist,Title,URL,Hashed Info,Youtube-Title,Year
116,Chubby Checker,The Twist,https://www.youtube.com/watch?v=-CCgDvUM4TM,3e45f1259620f3c41277f13823d65da880a07a474afb1489b8417eb4c6016734,Chubby Checker - The Twist (Official Music Video),1960
117,Bob Sinclar et Steve Edwards,"World, Hold On (Children Of The Sky)",https://www.youtube.com/watch?v=IZ36b3q1elI,671899ef75ff464ca4266e7b230554e560c1e3763d30e4bfed3f786601ea43ff,Bob Sinclar Ft. Steve Edwards - World Hold On (Fisher Rework) (Official Video),2006
118,Bruna Mars,The Lazy Song,https://www.youtube.com/watch?v=fLexgOxsZu0,cae29c8ec65468e5bdf3254790312e868a119c5bcaeaa1ff395fbc2e3b2c4a69,Bruno Mars - The Lazy Song (Official Music Video),2011
119,The Archies,"Sugar, Sugar",https://www.youtube.com/watch?v=j3plj_Xplus,5f0a5efc0e8961f3febf38628cf01ba46c1766d297ee5fd676d77273df27d794,"The Archies - Sugar, Sugar (Official Animated Music Video)",1969
120,France Gall,"Poupée de cire, poupée de son",https://www.youtube.com/watch?v=rRva0YOVtcI,c0a8da12557385564714c4a1ce29275f4031d81bfb3bb219c7dbcb59f1316ffb,"France Gall - Poupée de cire, poupée de son (1965) Stéréo HQ",1965
121,Nekfeu,On verra,https://www.youtube.com/watch?v=YltjliK0ZeA,cb83554aff042815657ca9fd49af1c1429091e4e07d02e93900d4dd17884ed1a,Nekfeu - On Verra (Clip Officiel),2015
122,Owl City,Fireflies,https://www.youtube.com/watch?v=QBgl4rVz3Ks,ef6df7d4c2f07b74b785109a3902333072d9c5869548d6d15338cc0463e12798,Owl City - Fireflies (Lyrics),2009
123,Stevie Wonder,"Signed, Sealed, Delivered (I'M Yours)",https://www.youtube.com/watch?v=inXC_lab-34,e4a15e7d4c4e7bd084da77d8f797be37ebcf2f8a9794b46d1ab635ed4610ecf2,"Stevie Wonder- Signed, Sealed, Delivered, I'm Yours",1970
124,Maroon 5 et Christina Aguilera,Moves Like Jagger,https://www.youtube.com/watch?v=iEPTlhBmwRg,2b716c86361ebe3c0f510d0bc0c265eaaf9d6b92d66a27aff317e92c8bd3727f,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),2011
125,Charles Aznavour,J'me voyais déjà,https://www.youtube.com/watch?v=mvN2Cv8uFvM,c40f745b23f45e3c53373ba604f7e0d245b019dd05826377e5f44a65c6f00cbf,Charles Aznavour - Je m'voyais déjà (Audio Officiel),1961
126,Vanessa Paradis,Joe Le Taxi,https://www.youtube.com/watch?v=Ulay2FvUEd8,4e885b67770ec5b6cc8150e22f8c028501d14577f13f617ca7ed532ffbc16cf4,Vanessa Paradis - Joe Le Taxi (Clip Officiel remasterisé),1987
127,Calogero,En apesanteur,https://www.youtube.com/watch?v=jasIqn8IifQ,ba848f32f49c2a311e9a190c18397eced1e807e4a0492f1a3e58cb1f1bb04783,Calogero - En Apesanteur (Clip Officiel),2002
128,Jean Ferrat,Aimer à perdre la raison,https://www.youtube.com/watch?v=EpjcSFNj4BQ,e698ea4de31d818f9c956a7ae3bdb2a4a3c5c47fbdda8721162b97e8a1f481b0,Jean Ferrat - Aimer à perdre la raison (Audio Officiel),1971
129,Sophie Ellis-Bextor,Murder On The Dancefloor,https://www.youtube.com/watch?v=hAx6mYeC6pY,7a882587e6b11c479e385dfb7127d6c0a88e1ecd71eefb427104d92c7e14dda1,Sophie Ellis-Bextor - Murder On The Dancefloor,2001
130,Kaoma,Lambada,https://www.youtube.com/watch?v=iyLdoQGBchQ,1e2a5209d82e86adec26543755857b74204ec1168380705266e44b23765b6ff2,Kaoma - Lambada (Official Video) 1989 HD,1989
131,La Compagnie Créole,La bal masqué,https://www.youtube.com/watch?v=j-48Xg2cKyg,a99fefa76ac8e9ee144c1cd95ca6c6f20072cc856dc956c18690e98371cf1704,La Compagnie Créole - Le bal masqué (Clip officiel),1984
132,Amy Winehouse,Rehab,https://www.youtube.com/watch?v=KUmZp8pR1uc,e9581d4baf74336dd2b04d0113821ea755473b5eeb9ede61a0478524eb489ba7,Amy Winehouse - Rehab,2006
133,Grégory Lemarchal,Ecris l'histoire,https://www.youtube.com/watch?v=oTD8n2Lq0jE,b57e7028bcea306e4c5c79a9fe69320098661c5762de2fbe125a88f2f1a766cc,Grégory Lemarchal - Écris l'histoire (Clip Officiel),2005
134,Yannick Noah,Saga Africa (ambiance secousse),https://www.youtube.com/watch?v=pw15SBOrOz8,665538f565f7f920ce5b8801235d21cf361ab3d51711166eb4c9cafc806f2064,Yannick Noah - Saga Africa (Ambiance Secousse) (Clip Officiel),1991
135,Reel 2 Real et The Mad Stuntman,I Like To Move It,https://www.youtube.com/watch?v=v163GVkl9us,6eaff86da182e24929e8c222ea28284ba3ee86d3625c44042594b3cf19de50cc,Go on Move (feat. The Mad Stuntman),1993
136,Johnny Hallyday,Allumer le feu,https://www.youtube.com/watch?v=s3O1Xro7oAI,3b5b10bf37933e1bcd950a6dd72f7a87e417a3f2b593156c59efdf58e8a11ff0,Johnny Hallyday - Allumer Le Feu (Clip Officiel Remasterisé),1998
137,The Police,Every Breath You Take,https://www.youtube.com/watch?v=6cucosmPj-A,a95ac7d0a4ffbac82384ba2132e348dc34308e9c977cf71b9cc575b63dc5c658,Every Breath You Take,1983
138,Wejdene,Anissa,https://www.youtube.com/watch?v=M2l-X9M6zAo,fe194f47605d54d351e0293d17ae67b23e73f676e65305671d2e8570520a5d9f,Wejdene - Anissa (Clip Officiel),2020
139,Nirvana,Smells Like Teen Spirit,https://www.youtube.com/watch?v=69Wqhhun5_o,149f05a2bb2c3b9197d1b35658ac0629193887ada53e9570f6f4ce1fa5d312c6,Nirvana - Smells Like Teen Spirit (Lyrics),1991
140,Marc Lavoine,Elle a les yeux revolver,https://www.youtube.com/watch?v=cuLZs39okbY,7ca04ff8ff3fecdc973591d9e675c0272d1f7d5e0d66958678c23b498579fe0f,Marc Lavoine - Elle a les yeux revolver (Clip officiel),1985
141,MC Solar,Hasta la vista,https://www.youtube.com/watch?v=20baKNd9Pug,27cfe75e4c6515159e82d2efbdb8b91e0a1bb6cd129317e4113bbf7a851f10c7,MC Solaar - Hasta la vista (Clip Officiel HD),2001
142,Jenifer,Au soleil,https://www.youtube.com/watch?v=03-V4y-giBI,33f54df6a5660f2b2fba3ffbb93ab8f76bff03988cb3924265d1e8ad574197b7,Jenifer - Au Soleil,2002
143,Daft Punk,One More Time,https://www.youtube.com/watch?v=FGBhQbmPwH8,815f58b1e83dcd6d2a6e82e8974132bc4e619a9e458f5c433431ce48c84aa43b,Daft Punk - One More Time (Official Video),2000
144,Henri Salvador,"Une chanson douce - Le Loup, la biche et le chevalier",https://www.youtube.com/watch?v=ekUQpDDBzY4,1ff29d8f65bbe32ae3e2d6ef6ab1d54265373407ee4048f10ae3266e8135d482,"Henri Salvador - Une Chanson Douce (Le Loup, La Biche Et Le Chevalier ) (Audio officiel)",1950
145,Alicia Keys,Fallin',https://www.youtube.com/watch?v=PHUADSzCIBA,1cbd0e2bda8893b52ed32ae9a5e78cc4b611e10d18c100099c28161e111d0725,Alicia Keys - Fallin (lyrics),2001
146,Serge Gainsbourg,La javanaise,https://www.youtube.com/watch?v=V6gjzNm6dA0,83d38dd134bdbaadbf3c9e6787ab1ccbbaea0c890c4f45abed8e7dd4c157832d,Serge Gainsbourg - La Javanaise (1968),1963
147,The Champs,Tequila,https://www.youtube.com/watch?v=U_JFLb1IItM,28035f660a05e7001d76f699a34fe57dc949843c8347fcbd8ec4cc45ae461278,Tequila,1958
148,Dua Lipa,Break My Heart,https://www.youtube.com/watch?v=Nj2U6rhnucI,d9e434efde0a04e878c73b356dac6822f82ea6cf7f6d8df172be0c64be3b618a,Dua Lipa - Break My Heart (Official Video),2020
149,Naps,La kiffance,https://www.youtube.com/watch?v=3r9vJI5OiV8,67aa93cf9dfbcea2336dfda08634edc8ea9d9662f37fe84f87df971c5b6b17ae,Naps - La kiffance (Clip Officiel),2021
150,Miley Cyrus,Wrecking Ball,https://www.youtube.com/watch?v=AHtYLZu3ZQk,566fb300e8a7fdf70a6e0f5693e2d53f55a5f83301b0fa2d4ed0b551eadca01e,Miley Cyrus - Wrecking Ball (Lyrics),2013
151,Sia,Cheap Thrills,https://www.youtube.com/watch?v=31crA53Dgu0,e26a26114d3a7f397cdfa2184f35fad1ab7f7c6cad932170028da29665f73934,Sia - Cheap Thrills (Performance Edit),2015
152,Mad'House,Like A Prayer,https://www.youtube.com/watch?v=hcRuYs_qsKQ,4f4f6f25951097c21012d252123196cea7b14607ab242d21a9ce45d74f116ba5,Mad'House - Like A Prayer Official Musicvideo UHD 4K,2002
153,Black Eyed Peas,Where Is The Love?,https://www.youtube.com/watch?v=WpYeekQkAdc,7d525252e243160c6d1d9a46fc9173106c0cab201bcaa01ed6daa322c2ea8b36,The Black Eyed Peas - Where Is The Love? (Official Music Video),2003
154,John Travolta et Olivia Newton-John,You're The One That I Want,https://www.youtube.com/watch?v=itRFjzQICJU,3323ab900f34a8a32a8db4972884d25a82c1370221adabc154e890bd1e84d96b,John Travolta And Olivia Newton John - You're The One That I Want,1978
155,Chic,Le freak,https://www.youtube.com/watch?v=aXgSHL7efKg,29dec95b3aa10ae8e79d0af88fa52af22f02c4f9f007dd856ea9f11c34f47a80,CHIC - Le Freak (Official Music Video),1978
156,Vegedream,Ramenez la coupe à la maison,https://www.youtube.com/watch?v=RHb5LKnnxLg,27b5902c4cbc072f56bbebf36ae86c566ae2f18bf49929e954258336dd87d0d4,VEGEDREAM - RAMENEZ LA COUPE A LA MAISON,2018
157,Hélènz Ségara,Il y a trop de gens qui t'aiment,https://www.youtube.com/watch?v=tRFUiuXK5Hk,6a1b5087d7fe99c13ed88619e3cb751671051922b79ffd54f9c6351b2f178524,Hélène Segara - Il y a trop de gens qui t’aiment (Clip Officiel),1999
158,Thierry Hazard,Le jerk,https://www.youtube.com/watch?v=hYqnu1QYC74,d989db9c4a5d5b57b2b6b2a9aa0ae64fc20e00798e91914afc087e85e9ea64d1,Thierry Hazard - Le Jerk,1990
159,Serge Lama,Je suis malade,https://www.youtube.com/watch?v=HDbpZpm9j9c,5de9d28ffa2b09fd02fe99082bbf71182e094583c6a7eca934b57fd575b367a5,"Serge Lama ""Je suis malade"" | Archive INA",1973
160,David Bowie,Life on Mars?,https://www.youtube.com/watch?v=AZKcl4-tcuo,241054c2021558d071c962d5c576def1101f62c3cf6fafc528f8b0a7d0b75d17,David Bowie – Life On Mars? (Official Video),1973
161,Barry White,"You're The First, The Last, My everything",https://www.youtube.com/watch?v=tB54XUhA9_w,3ed733f2c02cbf8cbc15d1ffdcfda3dc26ad9ef2dd472989b80d6ff73b7ca03b,Barry White - My First My Last My Everything,1974
162,Diana Ross,Upside Down,https://www.youtube.com/watch?v=hDHW5wXBvLw,3661cae4c0c8de97af4d4aafd6671f60b81f149128806375f90eb27fd0cd2ac2,Upside Down,1980
163,Guns N'Roses,Sweet Child O' Mine,https://www.youtube.com/watch?v=1w7OgIMMRc4,8bbb3d50902f23f1d517b1e11021a6ce06eabef12796645bc49fab8f3c86b9f2,Guns N' Roses - Sweet Child O' Mine (Official Music Video),1988
164,Dire Straits,Walk of Life,https://www.youtube.com/watch?v=kd9TlGDZGkI,cd16ba15c594edd00fab50e8ac58f2429626cffbd085be68e19501510763a341,Dire Straits - Walk Of Life (Official Music Video),1985
165,Début de soirée,Nuit de Folie,https://www.youtube.com/watch?v=yTzyJ7kDLL4,6f00970410ebb8fb2e65a562d38f043a92df97c64262dc17fd03a8111634c76f,Début de Soiree - Nuit de Folie - Clip Officiel,1988
166,Aretha Franklin,Respect,https://www.youtube.com/watch?v=A134hShx_gw,399934796daa9b1797d7670c43194776801636f7494fc07a50efe5f03ba67517,Aretha Franklin - Respect (Official Lyric Video),1967
167,Jessy Matador,Allez Ola Olé,https://www.youtube.com/watch?v=-NlvQ6Ln9fc,041a2713073d3bebe5d85ffb819e87deff6f6c350dff21e56a4cb8a5aefddb73,Jessy Matador - Allez Ola Olé (France) Live 2010 Eurovision Song Contest,2010
168,Mylène Farmer,Désenchantée,https://www.youtube.com/watch?v=r1Le-dAocI8,fdb1089a7e442ebaf698b3d08afab9adc353dc89c536b9c89b4ba8b3cae754c8,Mylène Farmer - Désenchantée (Stade de France Live),1991
169,Lara Fabian,Je t'aime,https://www.youtube.com/watch?v=bVvkcaY5khc,631efe4089c2c3fcf5640496ed91cf8273284fd1030c675ba62f8bd0c7d865b1,Lara Fabian - Je t'aime,1997
170,"Daft Punk, Pharell Williams et Nile Rodgers",Get Lucky,https://www.youtube.com/watch?v=5NV6Rdv1a3I,dec40d5b17e6c85ddce984a2bfc346288481eae954fafe351d328ea13d324f30,"Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers",2013
171,Katy Perry,Firework,https://www.youtube.com/watch?v=QGJuMBdaqIw,9720e0b5fd900bbaf5f9721953d2cd904163e35b012a6b0bb846a291fffcc230,Katy Perry - Firework (Official Music Video),2010
172,Zouk Machine ,Maldon,https://www.youtube.com/watch?v=oAl64bUEZ8E,cfe0d4fbd6887bb885972ec3cef1db83414b3f9a64f70837bae4776ac630639b,Zouk Machine - Maldòn (Official HD Video),1990
173,Boney M,Ma Baker,https://www.youtube.com/watch?v=9c5yPIQ3LQI,3475f71db8e821d6c6761c1758f90b674b88465767dda46c27a5a141e7a66360,Boney M. - Ma Baker (Sopot Festival 1979),1977
174,Gotye,Somebody That I Used To Know,https://www.youtube.com/watch?v=8UVNT4wvIGY,712e9f4e78d7806433b22a008b08be8efb36688507aacc9d08933551914c9e35,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],2011
175,Billy Swan,I Can Help,https://www.youtube.com/watch?v=bgPsM-YWBrE,f38f931369cc6616d25424b1ff3585ac72193ec0c867c80c7abea4979ce7b15f,Billy Swan - I Can Help (Audio),1974
176,Annie Cordy,La bonne du curé,https://www.youtube.com/watch?v=vgrR39Z6ihU,97ce9e824fece4872bc30b712c2b05f5227717ac3cc9d1b20c6ecd80d81afa29,Annie Cordy - La bonne du curé (1975),1974
177,The Weeknd,Blinding Lights,https://www.youtube.com/watch?v=XwxLwG2_Sxk,c4bdc54e1625984cdbed2e53a220b727397cfe0edcfbe56f4ac5fa8abb02e7b7,The Weeknd - Blinding Lights (Lyrics),2019
178,Alizée,Moi... Lolita,https://www.youtube.com/watch?v=QpbHdIrtpNo,f426758affc17deca33a4299076a7736b55bd70effd3c792d3aef5c29ccd7217,Alizée - Moi... Lolita (Clip Officiel HD),2000
179,Akon,Lonely,https://www.youtube.com/watch?v=JISlh7et1w4,2fd776c382720b1a14a1942a55100e6ad248a7b8c47d92efc06758fdc62393c3,Akon - Lonely,2005
180,Black M,Sur ma route,https://www.youtube.com/watch?v=U-Z_bZS8t3M,d7f815541245ea75f6cb789783328bd2e4ea9245f10e833ec036dce2b424a191,Black M - Sur ma route (Clip officiel),2014
181,Icona Pop et Charli XCX,I love It,https://www.youtube.com/watch?v=UxxajLWwzqY,bf58948144d80df8b1175924b623af9d76f6229cfdb003d6087efa5c33a834a5,Icona Pop - I Love It (feat. Charli XCX) [OFFICIAL VIDEO],2012
182,Suprême NTM,Laisse pas traîner ton fils,https://www.youtube.com/watch?v=biYdUZXfz9I,2ed6ffdb987f39c64e85d0369ef0d389ffc17beae4c973724d71f2f029169d6d,Suprême NTM - Laisse pas traîner ton fils (Clip officiel),1998
183,"Madonna, Justin Timberlake et Timbaland",4 minutes,https://www.youtube.com/watch?v=aAQZPBwz2CI,4aad9212d6a9380ec1d65de22d82a21bcf14d1ceeb4649ae547b816597ac51f4,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K],2008
184,Christine and The Queens,Christine,https://www.youtube.com/watch?v=rs40yxHjTxQ,784c21b597a8570f113b19e8c98e2312eb8e141bb9288cea7dbf7ecd820abe69,Christine and the Queens - Christine (Clip Officiel),2014
185,R.E.M,Everybody Hurts,https://www.youtube.com/watch?v=5rOiW_xY-kc,3a846baf1d03456c0c891b123d72fa746afc86f4f019b91d86d428671c62ef11,R.E.M. - Everybody Hurts (Official HD Music Video),1992
186,Pop Wow,Le chat,https://www.youtube.com/watch?v=6AN_45QjOLA,1be6a186089cebd7c05c63e553ed62f1c8f9a9719fd486f361ac3f726d84d285,Pow woW - Le chat,1992
187,Renan Luce,La lettre,https://www.youtube.com/watch?v=UR1GZrzizXM,5ee212be09629a2034659fb62c349aa7bbd87d9a6be918635f569a7048e9d932,Renan Luce - La Lettre,2007
188,Robbie Williams,Feel,https://www.youtube.com/watch?v=iy4mXZN1Zzk,160712ce3309fa63f13b1dc09952403745bda0d510dc7ac80263090ddfe84da3,Robbie Williams - Feel,2002
189,Barbara,L'aigle Noir,https://www.youtube.com/watch?v=kDqtyruAd4Q,d3c1c922838309f87087b955d9220ced73398aa8137fa7ae0648bb26d9164512,Barbara - L'aigle noir (Official Lyric Video),1970
190,Roy Orbison,"Oh, Pretty Woman",https://www.youtube.com/watch?v=9yGFWYP3310,67c5350ef79595d8ad90b82dcfa274da47904825f5d1ff7d1a0e8414221d5537,"Roy Orbison - Oh, Pretty Woman (Lyrics)",1964
191,Louise Attaque,J't'emmène au vent,https://www.youtube.com/watch?v=BRTDC9Z5UdE,740e943004c6d8551d4ca9b962836b5f5f45f26816cb33fde7bcc35dffd886f1,Louise Attaque - J't'emmène au vent (Clip Officiel remasterisé),1997
192,IAM,Je danse le Mia,https://www.youtube.com/watch?v=7ceNf9qJjgc,f1e89cd949d3ebe9f7b89b7b6735f25fc41714e64faf50e34b6da36bf7fd29e2,IAM - Je danse le Mia (Clip officiel),1993
193,Indila,Dernière danse,https://www.youtube.com/watch?v=HLCqZxwB290,b85cc3c5c4c154a9140515c9e8849ab1c3334f4fdd77669ac74126ea496d857c,Indila - Dernière Danse (Lyrics),2013
194,Synapson et Anna Kova,All In You,https://www.youtube.com/watch?v=tvMoteOdPBA,3ed96ed4daa916b2f354790bc873513661a9847cd10998788a827e36a3d64ee5,Synapson - All in You feat. Anna Kova (Official Music Video),2015
195,Bénabar,Le dîner,https://www.youtube.com/watch?v=3X-KbPmOx8s,2c2ebe38c84b331c1fc4933e20bf546898b4a5b91476da97f2e60166c8055280,Bénabar - Le dîner (Clip officiel),2005
196,Sexion d'assaut,Ma direction,https://www.youtube.com/watch?v=Y7-vP7TnluY,3197141b45763c07e1738a44577612a9f9c6d760a9fb42d0d363e378f22f5654,Sexion d'Assaut - Ma direction (Clip officiel),2012
197,Tragédie,Hey Oh,https://www.youtube.com/watch?v=ROqfklvWDAk,18f06b5b71bf043ceddfac5f840afaf567489d0dfe0b47c39c4329ac29a19e65,Tragédie - Hey Oh (Clip Officiel),2003
198,"Major Lazer, DJ Snake et Mo",Lean On,https://www.youtube.com/watch?v=YqeW9_5kURI,d4dd387d9b24b6b4933512b17c328fa0d6a39e59471d1da8d3176b8105952c57,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official Music Video],2015
199,Les Rita Mitsouko,Marcia Baïla,https://www.youtube.com/watch?v=1zWlnzFXcKY,09a533e99a2368f74ba6453a11d45720acf2a65dcbe9532c0e04eca49312468d,Les Rita Mitsouko - Marcia Baïla (Clip Officiel),1984
200,Bob Azzam,Mustapha,https://www.youtube.com/watch?v=zNbrEPWnYCg,2e44f7510c2d360a921e076c15c30ff1c3cb795e98def40d8eec038a0138e5b5,Bob Azzam - Mustapha,1959
201,Eagle-Eye Cherry,Save Tonight,https://www.youtube.com/watch?v=Nntd2fgMUYw,bdd095e3efe5dbd0244e6a32d2973b58677127e58e33c12eff903d13713473ae,Eagle-Eye Cherry - Save Tonight,1997
202,Renaud,Mistral Gagnant,https://www.youtube.com/watch?v=_YqzuE-5RE8,8ef6e1cf6fe54e638bc798140453b57a77cad9111a647b45ef0a9e294fdce49d,Renaud - Mistral gagnant (Clip officiel),1985
203,Avicii,Without You,https://www.youtube.com/watch?v=3b4HoYAyuiE,b43ab9a88f688446e25fdf39c1f3017d5cb5f5004b021c063e5cabf4533791da,Avicii - Without You (Lyrics) ft. Sandro Cavazza,2017
204,Tina Turner,The Best,https://www.youtube.com/watch?v=GC5E8ie2pdM,3ad2148b09a07e103497d57ed282bf83e34edcd1200251e433ecb690ec61b507,Tina Turner - The Best (Official Music Video),1989
205,Fleetwood Mac,Everywhere,https://www.youtube.com/watch?v=YF1R0hc5Q2I,3bf4dec3aec3dadc4e8aaa02bc3e9ef046799b42af3c035db728ee79c3d02eeb,Fleetwood Mac - Everywhere (Official Music Video),1987
206,Jul,Tchikita,https://www.youtube.com/watch?v=qmtWgkxMlRw,0fce448617bd6e21e7a9b5c0adf5e0872c79e63b0e8997e40d23e470575af37a,JUL - Tchikita // [05] Album Gratuit Vol . 2 // 2016 ( Big up a Dj Babs ),2016
207,Françoise Hardy,Tous les garçons et les filles,https://www.youtube.com/watch?v=XPkBMqehr5k,1988853b484df07ba7153c75d3cc02b497a82c628580dcf3933e4bec8a1c6a82,"Françoise Hardy ""Tous les garçons et les filles"" | Archive INA",1962
208,Manau,La Tribu de Dana,https://www.youtube.com/watch?v=80hMEKlLVgQ,df343a2b8a7fcf7cc25647f6d45964186c9b72a262fd7859048ab6d7ae199a1d,Manau - La tribu de Dana (Clip Officiel remasterisé),1998
209,Will Smith,Gettin' Jiggy Wit It,https://www.youtube.com/watch?v=3JcmQONgXJM,65b22f5c758b3e945a8a8f775d0932a3ba99197eee7ede437e0fb4c520594ae1,Will Smith - Gettin' Jiggy Wit It,1998
210,Harry Belafonte,Day-O (The Banana Boat Song),https://www.youtube.com/watch?v=YO7M0Hx_1D8,3aa3ea8f92208d8d33510adb6870a70dba08abc279b3d1c655a08a76f6254ee2,Day O (Banana Boat Song),1956
211,Snow,Informer,https://www.youtube.com/watch?v=TSffz_bl6zo,f343f18882713c1d6ad1d79d11551e1763604c7662d048477e266fe64a27a4f5,Snow - Informer (Official Music Video) [4K Remaster],1992
212,Rednex,Cotton Eye Joe,https://www.youtube.com/watch?v=mOYZaiDZ7BM,d637f3c9f68734dbef99dd0800b99de1edbd0bf0f66241f49f200b66a41e4678,Rednex - Cotton Eye Joe (Official Music Video) [HD] - RednexMusic com,1994
213,Shaggy,It Wasn't Me,https://www.youtube.com/watch?v=2g5Hz17C4is,63d3751d4b00f897644caf7e7a9748476bae111ac9cacc2d6c71f1f48b72d94a,Shaggy - It Wasn't Me (Video),2000
214,Duffy,Mercy,https://www.youtube.com/watch?v=y7ZEVA5dy-Y,4f412ef1b578bef324da62e6ff5a104904b7a4584da63d912a5290323abde92a,Duffy - Mercy,2008
215,Outkast,Hey Ya!,https://www.youtube.com/watch?v=RqIRp4QE-1k,9a0bbafcac075d99c4425ba3e7d77b8b8a04a62adb31d7c3b6ebafa05ec94000,OutKast - Hey Ya! (Lyrics),2003
216,Jevetta Steele,Calling You (Bagdad Cafe),https://www.youtube.com/watch?v=hPPS0_rqwcw,6ce21b4881cb83d655040ef05cc1fff0767a0595c3080d7bc8b3faa12c4e57e6,Jevetta Steele : Calling You,1988
217,Patricia Kaas,Mon mec à moi,https://www.youtube.com/watch?v=2bAMyiaIwNk,1dd98d806277fd9668dd8365e2846026e32dca0fff89b89f03713f465477529f,Patricia Kaas - Mon mec à moi (1988),1988
218,The Verve,Bitter Sweet Symphony,https://www.youtube.com/watch?v=1lyu1KKwC74,bc487057389be8a9756812a9fe0f147f9477c47bf1a9f651963558bb49356f33,The Verve - Bitter Sweet Symphony,1997
219,No doubt,Don't Speak,https://www.youtube.com/watch?v=ecgXVeJaYwE,0eb5048fc12e7d5b710b72927979bf514497d3496a5811022c0cde892bd1ae0e,Don't Speak - No Doubt (Lyrics),1996
220,Gérard Lenorman,La ballade des gens heureux,https://www.youtube.com/watch?v=Wzkz9IABhPk,0fce91955358b9b876567257bf77ef295f4a479582d14c0b4e42f80b4d96bdb7,Gerard Lenormand - la ballade des gens heureux,1975
221,Cyndi Lauper,True Colors,https://www.youtube.com/watch?v=LPn0KFlbqX8,d8b45de030d6a7a282d19d3bccb3b7aeb69e018f7e177917513be9bed835df08,Cyndi Lauper - True Colors (Official HD Video),1986
222,Stromae,Alors on danse,https://www.youtube.com/watch?v=VHoT4N43jK8,c0c32da7a90ed314e6ec6f55d460c6e0f4f6785ef963842a6d28dc69a40e83e9,Stromae - Alors on danse (Official Video),2009
223,Betty Everett,It's In His Kiss (The Shoop Shoop Song),https://www.youtube.com/watch?v=B4KN6TFhy2I,302f34a8cc3c4cc61da9a61ea393d4d947be43a660929f56f6882b0484b0bab9,Betty Everett - Shoop Shoop Song  (it´s in his kiss),1964
224,Céline Dion et Jean-Jacques Goldman,J'irai où tu iras,https://www.youtube.com/watch?v=0J3wIDAaLSU,4f29e7e33adf73c4fdd2697161354417a53f64ae17f5920795a2654fc8396e0b,Céline Dion - J'irai où tu iras (Audio officiel),1995
225,Nelly et Kelly Rowland,Dilemma,https://www.youtube.com/watch?v=8WYHDfJDPDc,43166e3326f8717e68919a8326592949fc96433ef838f7aa139e91f52ec6c705,Nelly - Dilemma (Official Music Video) ft. Kelly Rowland,2002
226,Bill Medley et Jennifer Warnes,(I've Had) The Time Of My Life,https://www.youtube.com/watch?v=4BQLE_RrTSU,e64a7fa9c67ae33d4af3e5dd729884adb406a0d38fa58c84228edcf437ee2cd4,"Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Official HD Video)",1987
227,Sheila,Vous les copains,https://www.youtube.com/watch?v=tzdmSIBytgA,b94f26b1050cb2b9fce5fb6317965d9da9780337bc195132763654a7d0fefe7b,Sheila : Vous les Copains,1964
228,Hugues Aufray,Adieu monsieur le professeur,https://www.youtube.com/watch?v=nXW-5lWbXIg,04d98f1f86cbbdd5ba3293b4b46f4aca689eea9380f045261718300e5e7ce5e3,Hugues Aufray - Adieu monsieur le professeur (Live officiel « Plus live que jamais » Paris 2005),1968
229,John Legend,All Of Me,https://www.youtube.com/watch?v=450p7goxZqg,da23e6c481ce3cc0ed6aaf1defb3a67a2a98d8eff706493dea533fc6fe64e9e2,John Legend - All of Me (Official Video),2013
230,Little Eva,The Loco-Motion,https://www.youtube.com/watch?v=eKpVQm41f8Y,17225679caca2be4bcac33b6d4996d4871a74d81efab815c3c63a36b2b8dbd7f,Little Eva - Loco-motion(1962),1962
231,Eros Ramazzotti,Più Bella Cosa,https://www.youtube.com/watch?v=eTOKcxIujgE,6c86461c1453510a66d32800a0c0c42363f231454308fd08c9c98a8c6e6c55d8,Eros Ramazzotti - Più Bella Cosa (Official Video),1996
232,Zaho,C'est chelou,https://www.youtube.com/watch?v=pHy0LkdpxSU,7331f13c118f6309fef3e6917a19e04b32b1fd236f7e140b5efb33d9488239b2,Zaho - C'est Chelou (Clip Officiel),2008
233,TOTO,Africa,https://www.youtube.com/watch?v=FTQbiNvZqaY,7bca89f29ffc2a3f692285af89d200b2ad045e02c99ff4e75cceb8f4864b93f0,Toto - Africa (Official HD Video),1982
234,50 Cent,In Da Club,https://www.youtube.com/watch?v=H3axP4norfk,f63a14c1cbbab41c60e1032f5d026190c2c2bde4e217367f04c43854e41fb3db,50 Cent - In Da Club (Lyrics),2003
235,The Rolling Stones,Start Me Up,https://www.youtube.com/watch?v=7JR10AThY8M,7814be36a734aeb0ad12d5dfcfd680c241526a7011006dbbf7c83b7a23a5b6ed,The Rolling Stones - Start Me Up [Official Lyric Video],1981
236,"Macklemore, Ryan Lewis et Ray Dalton",Can't Hold Us,https://www.youtube.com/watch?v=2zNSgSzhBfM,e98a6059c0fac80489b50418d245933f2f1e676693723ffc2998f773dd23d769,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),2011
