Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
116,California Dreamin',The Mamas & The Papas,1965,https://www.youtube.com/watch?v=KOok1WzZbOY,c88a8b692875cde54ebc179e95ab1a0504bb05c98ed56b16040f5d9ac0aed0cb,The Mamas & The Papas - California Dreamin' (Official HD Video),USMC16532697
117,Face Down,The Red Jumpsuit Apparatus,2006,https://www.youtube.com/watch?v=6Ux6SlOE9Qk,b6f69732083a5a85dbe5a7f02c7d1929c8053bb7eb27d8ade288603d5584f42b,The Red Jumpsuit Apparatus - Face Down,USVI20600108
118,R U Mine?,Arctic Monkeys,2012,https://www.youtube.com/watch?v=VQH8ZTgna3Q,847bbc1e89a1499418ae24edfd07e13b6d77204a7d55c4f375f6dc127c7d85ea,Arctic Monkeys - R U Mine? (Official Video),GBCEL1300363
119,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,https://www.youtube.com/watch?v=Oxx5EziC8_w,f28fb3e0ea9592570641387237af3ef1c0017f04d9005775894e26dae1dae1f8,Bachman Turner Overdrive   You Ain't Seen Nothing Yet 1974 Video Sound HQ,USPR39401742
120,Run Through The Jungle,Creedence Clearwater Revival,1970,https://www.youtube.com/watch?v=mbjQiqkaD3U,ad30108d4258863b03250d2497822a3b4cae5cf586d7f007fdd47c5dcc57cc56,Creedence Clearwater Revival - Run Through The Jungle (Stereo / Lyrics),USC4R0817631
121,Song #3,Stone Sour,2017,https://www.youtube.com/watch?v=K73-hmaHPHY,6f5646cb3ad23b5e09890dda1aa9fb98d375917f30a3e9718e69286ca2505589,Stone Sour - Song #3 [OFFICIAL VIDEO],NLA321700079
122,You're Going Down,Sick Puppies,2011,https://www.youtube.com/watch?v=liW-kWFiXtQ,960ed0679eefc7c65c4ee83e0f6741732b3f3574f3bcf6aab757338ee259c245,Sick Puppies - You're Going Down (Official Video),USVI20900226
123,Born to Run,Bruce Springsteen,1975,https://www.youtube.com/watch?v=IxuThNgl3YA,82a3874e36ca0494f5145845bc418736d9ef567ec106ac33c1292142f56af525,Bruce Springsteen - Born to Run (Official Video),USSM17500423
124,Centuries,Fall Out Boy,2014,https://www.youtube.com/watch?v=LBr7kECsjcQ,1cdea87347d59013aa3248bfa2510bd6950ded04ecf3d7194c829cb53afeaced,Fall Out Boy - Centuries (Official Video),USUM71412644
125,For What It's Worth,Buffalo Springfield,1966,https://www.youtube.com/watch?v=80_39eAx3z8,fefdb4f1843596c7c9b5fb9df2e463fb54db5cf6eef9b6a09f9e66143e481151,Buffalo Springfield - For What It's Worth (Official Audio),USEE10170607
126,Epic,Faith No More,1989,https://www.youtube.com/watch?v=WkqPVMKsN20,356fc55e3750cf59eb29e372332a8904b1da7a8444159136295cadc62943ce5f,Epic,GBANC8900003
127,Still Waiting,Sum 41,2002,https://www.youtube.com/watch?v=qO-mSLxih-c,2805f73fe017e36114dc9fd55470f52f61d2413513cc9a3e89e850fb9718c183,Sum 41 - Still Waiting (Official Music Video),USIR20200792
128,Hotel California,Eagles,1976,https://www.youtube.com/watch?v=09839DpTctU,496cf86fcb250183b7830c242fcdb84b0f90206eb0170094b64e5440dd1566ec,Eagles - Hotel California (Live 1977) (Official Video) [HD],GB-SMU-26-79348
129,No One Knows,Queens of the Stone Age,2002,https://www.youtube.com/watch?v=s88r_q7oufE,cb5c2e050e81c97bbe833886a20a6d8c0231f8e9d0c8ac8851550fb007fed630,Queens Of The Stone Age - No One Knows (Official Music Video),USIR10211291
130,Painkiller,Judas Priest,1990,https://www.youtube.com/watch?v=nM__lPTWThU,5b57d06bd6641a530e0fc6a5a7e05abab663134bbfc46fba506d8f9f7d5361dc,Judas Priest - Painkiller,GBBBN0102557
131,Fight For Your Right,Beastie Boys,1986,https://www.youtube.com/watch?v=eBShN8qT4lk,ccc05beaecdfe5f0722e75bdce70555e9e16251da6005ba6838acd036a9fdf73,Beastie Boys - (You Gotta) Fight For Your Right (To Party) (Official Music Video,USDJ28600007
132,I Write Sins Not Tragedies,Panic! At The Disco,2006,https://www.youtube.com/watch?v=XioHVMjtICI,38fe816273a6f19d10eb471683a1578468d78ef69c313971eb7a0d0ab695f061,Panic! At The Disco -  I Write Sins Not Tragedies Official Music Video,US56V0507710
133,Tears Don't Fall,Bullet For My Valentine,2006,https://www.youtube.com/watch?v=4q3KTBBsbpE,61168c55f25e645a65efd3f8fa1615491f38365c079c2126f91d4a77647cb88c,Bullet For My Valentine - All These Things I Hate (Revolve Around Me) (Official ,GBHQD0500017
134,Symphony Of Destruction,Megadeth,1992,https://www.youtube.com/watch?v=zzcgZ_p3CMM,08d5942b03d390888104e8375294ee4130b71fbec82a4850e7b2bb3ea55df1db,Megadeth - Symphony of Destruction 1992 (Official Video) [MODIFIER LETTER CAPITA,USCA20400616
135,Bonnie & Clyde,Die Toten Hosen,1996,https://www.youtube.com/watch?v=i7RX35BUh8s,8c5c42ea724cb7409906e7183613f73cc05c7eb949e804cfe4f061896d118c79,DIE TOTEN HOSEN - Musterbeispiel / Bonnie & Clyde ( Live ) [ACUTE ACCENT]96,DEF240712435
136,My Own Worst Enemy,Lit,1999,https://www.youtube.com/watch?v=sc5iTNVEOAg,8f0c59428eb6a45a505527cf33f79bd872519f9e4d97cbc53c9d8790c55cf682,Lit - My Own Worst Enemy (Official Music Video),USRC19808159
137,Burning Heart,Survivor,1985,https://www.youtube.com/watch?v=NeCwJ1IiQQw,8f4d95f292580f24c4360648473106021fdf664b2a127e1577662b6332fe669a,Survivor - Burning Heart (Audio),USVR19300003
138,GOSSIP (feat. Tom Morello),Måneskin,2023,https://www.youtube.com/watch?v=XrsbfrFPATs,7cd53e8ac880d85fc3fe3a881da86f1d7c08dfb41a43fbe9ae8f8b1a03b708b0,M[LATIN SMALL LETTER A WITH RING ABOVE]neskin - GOSSIP ft. Tom Morello,ITB002200841
139,Plush,Stone Temple Pilots,1992,https://www.youtube.com/watch?v=V5UOC0C0x8Q,2d4b2acf2cd9a7ba0e48b55a0c26032310d0fd4e8d5762bd3fdcf568627bf72f,Stone Temple Pilots - Plush (Official Music Video),USAT29200016
140,Pour Some Sugar On Me,Def Leppard,1987,https://www.youtube.com/watch?v=0UIB9Y4OFPs,a1614f5eaef8de366fbd8c4f90683a020f19d4f59284f36016a3146d4a2bdc2d,DEF LEPPARD -  Pour Some Sugar On Me  (Official Music Video),GBF088790147
141,I Stand Alone,Godsmack,2002,https://www.youtube.com/watch?v=OYjZK_6i37M,b9c9718dcc0c4f99b6163124669741051322fd45d435718517297aa5df93a445,Godsmack - I Stand Alone,USUR10111257
142,Going Under,Evanescence,2003,https://www.youtube.com/watch?v=CdhqVtpR2ts,aa7aec90393150b854d8738d0430f5c941dced7e26dbcd1f24f47e6c81ed5061,Evanescence - Going Under (Official HD Music Video),USWU30200108
143,The Middle,Jimmy Eat World,2001,https://www.youtube.com/watch?v=oKsxPW6i3pM,a7c59c91222280766aea4b10dc34776c10615cbeeabf272d003ff1af7c5578d1,Jimmy Eat World - The Middle (Official Music Video),USDW10110256
144,Hound Dog,Elvis Presley,1956,https://www.youtube.com/watch?v=cYwDUonrGFQ,4d094b462e992059bf7d3af596a048219b731d18775f4f747ca313fe218ca11d,Elvis Presley - Hound Dog (Official Lyric Video),USRC15602857
145,Sk8er Boi,Avril Lavigne,2002,https://www.youtube.com/watch?v=TIy3n2b7V9k,59dfcb42ed4d9d3ec779a09271ae3887d703661532424322f0863c2b95dda6d0,Avril Lavigne - Sk8er Boi (Official Video),USAR10200229
146,Break on Through (To the Other Side),The Doors,1967,https://www.youtube.com/watch?v=NFeUko-lQHg,8213871ec6ee456ea52709cbbb608c3ce73ee79851bc787d31bb5e70e790f9a6,Break on Through (To the Other Side),USEE19900198
147,Surfin' U.S.A.,The Beach Boys,1963,https://www.youtube.com/watch?v=enlOHxQ0tb4,9b705eb8215f17ca52d80a46433ff806004311b97b7d0c14c8e6c354a9757ce9,The Beach Boys - Surfin' U.S.A. (Lyric Video),USCA21201955
148,Need A Favor,Jelly Roll,2023,https://www.youtube.com/watch?v=P1nRboaLTzU,0a61fc0016065ecbd16b9f463b944348abe0ac4764f4aa161f1add04c3b65594,Jelly Roll -  NEED A FAVOR  (Official Music Video),QMRSZ2203220
149,The Emptiness Machine,Linkin Park,2024,https://www.youtube.com/watch?v=SRXH9AbT280,3c8f6eea90bf4548347a1a2c3588976a01f4faaaf0e6218b7ee1cc9d3b27b645,The Emptiness Machine (Official Music Video) - Linkin Park,USWB12403464
150,Cut the Cord,Shinedown,2015,https://www.youtube.com/watch?v=9itwt_opsvQ,81109194eb015262d7e2ffaf21e10b1ec3c1f53367de56d432764e704696c7d8,Shinedown - Cut The Cord (Official Video),USAT21501541
151,Hurricane,I Prevail,2019,https://www.youtube.com/watch?v=zhMt7kvgzRM,f0cb868b382db73d20c2d0ba9ffb5a8e8ee519bef64a6e69dd7b27a4297211c8,I Prevail - Hurricane (Official Music Video),US5261923090
152,Are You Gonna Be My Girl,Jet,2003,https://www.youtube.com/watch?v=tuK6n2Lkza0,4db8304b479611e1c3c3bfc40f6c987490239f6941e94d4f7eca3c0a2c88d3a3,Jet - Are You Gonna Be My Girl (Official Music Video),USEE10340526
153,American Idiot,Green Day,2004,https://www.youtube.com/watch?v=kqkGY9jsBOw,e57c7ea156fc14d48cfb1bd001452faeabdb4dde08f3ae9b45dfa234c29d17b9,Green Day - American Idiot (Official Audio),USRE10400888
154,Hit Me With Your Best Shot,Pat Benatar,1980,https://www.youtube.com/watch?v=JRD80XRMT7s,90e73432b21a16559ca0a42aba17ec83e8023f2bc7eb1bf69fac3e175fa41e80,Hit Me With Your Best Shot (Remastered),USCH38400009
155,Crazy Train,Ozzy Osbourne,1980,https://www.youtube.com/watch?v=tMDFv5m18Pw,23f0b3fe5e280d9f681248128cd65b661047cd7a6b2eefad050e24ad8638711a,Ozzy Osbourne - Crazy Train (Official Animated Video),USSM11002845
156,I Wanna be your slave,Måneskin,2021,https://www.youtube.com/watch?v=yOb9Xaug35M,a0464ff781451c36ae043e9e78dee83490bafbe7af7120fc201ffa15dd70c80f,M[LATIN SMALL LETTER A WITH RING ABOVE]neskin - I WANNA BE YOUR SLAVE (Official ,ITB002100115
157,In the End,Linkin Park,2000,https://www.youtube.com/watch?v=eVTXPUF4Oz4,bd84eeda82aaae7299ba5e2fce56ccaf34fc33f9797cac009911459e4e92daea,In The End [Official HD Music Video] - Linkin Park,USWB10002407
158,Even Flow,Pearl Jam,1991,https://www.youtube.com/watch?v=FdIX36A8lMQ,250d88fe5d39c13e4ccfe84a14b39da5bc53eb6bae87cce33557535e3ea64d04,Pearl Jam - Even Flow Lyrics,USSM19100673
159,Black Betty,Ram Jam,1977,https://www.youtube.com/watch?v=I_2D8Eo15wE,0aae3463f884922e3337c6c47f33aa2e93d639cd37d095dd8b89df6c2a1a4156,Ram Jam - Black Betty,USSM10211288
160,Detroit Rock City,KISS,1976,https://www.youtube.com/watch?v=iZq3i94mSsQ,446fad94dc5eb6e1191f969b97c76529ff3a4164f210c3cc8b400235b8a48e46,Kiss - Detroit Rock City,USPR37707201
161,Don't Stop Me Now,Queen,1978,https://www.youtube.com/watch?v=HgzGwKwLmgM,80f1d44b4030a1f1ebc297c49548ab39152dab4b04c4a434f7471e8602458d24,Queen - Don't Stop Me Now (Official Video),GBUM71029610
162,Bad To The Bone,George Thorogood & The Destroyers,1982,https://www.youtube.com/watch?v=IyhJ69mD7xI,14a8e14d3b7114fe35be8ada0d277fe6482a602c5cae370c156ed19e2d5d80cd,George Thorogood & The Destroyers - Bad To The Bone,USEM38500069
163,Poison,Alice Cooper,1989,https://www.youtube.com/watch?v=Qq4j1LtCdww,97fa87271ac40c4b8ecee792c8ab276e4b09041fd3bb2f0bc96d809212c348e7,Alice Cooper - Poison,USSM18900004
164,Danger Zone,Kenny Loggins,1986,https://www.youtube.com/watch?v=siwpn14IE7E,9052a47f51db9dec08c08faacbd6c84a415809bb15f7a3e07a8222995ab11da0,Kenny Loggins - Danger Zone (Official Video - Top Gun),USSM18600108
165,Thunderstruck,AC/DC,1990,https://www.youtube.com/watch?v=v2AC41dglnM,df5e06a7d1475b3492872966a7b6a02336c908d81a0310703f085b7e5e5d29a7,AC/DC - Thunderstruck (Official Video),AUAP09000014
166,Children of the Grave,Black Sabbath,1971,https://www.youtube.com/watch?v=0kqyn-vivxY,65f6c708e43a73f74837452fa99f564f90ef80b4f8fca64dc54c1146d3aa984d,Black Sabbath - Children of the Grave (Vietnam War),GBAJE7100085
167,Altes Fieber,Die Toten Hosen,2012,https://www.youtube.com/watch?v=CQYypFMTQcE,364773ebd601ddfa78fcc56243be1cf2c3ee46e56febb49754b34c8767a39970,Die Toten Hosen // Altes Fieber [Offizielles Musikvideo],DEF241230008
168,Creep,Radiohead,1992,https://www.youtube.com/watch?v=fAuT8_dboWo,fc7e2a85a856e3664386ffc746f91f3c4583caa9fc75e91e855bdb7fd53748dc,Radiohead - Creep (Remastered) (Audio),GBAYE9200070
169,Dragula,Rob Zombie,1998,https://www.youtube.com/watch?v=EqQuihD0hoI,72511f6f822e1afd372613ce447960d4557edd57db1f5102b2e15b8af2c60ef1,Rob Zombie - Dragula,USGF19821203
170,Angels Fall,Breaking Benjamin,2015,https://www.youtube.com/watch?v=9zFfRSeA1ls,2f4c6ee1f51c4db5debf330ae6004028b8c1b1b1cc8dfe9838267436bdc66af8,Breaking Benjamin - Angels Fall (Official Video),USHR11536293
171,I Miss the Misery,Halestorm,2012,https://www.youtube.com/watch?v=V5OC2IZW3Pg,64204279ad1bbe0c0bf57c674c17ddad30d9ccd91aa84024d1516a2e0ad64789,Halestorm - I Miss the Misery (2012),USAT21200150
172,Two Princes,Spin Doctors,1991,https://www.youtube.com/watch?v=wsdy_rct6uo,d4c313c5bf52892939d8ab75ed3846e2390304f91c37c659914bd2ce669e5e18,Spin Doctors - Two Princes,USSM19000350
173,Breaking the Law,Judas Priest,1980,https://www.youtube.com/watch?v=L397TWLwrUU,0159eac8b4c8e126d6e39fb48c78aa93ad9ff55a393aa3cbdc221817038291ec,Judas Priest - Breaking The Law (Official Music Video),GBBBN8000007
174,Lola Montez,Volbeat,2013,https://www.youtube.com/watch?v=DdPpRdImfuA,a4c68cba6596bb472599fddef72115a986769546f8a81b85cddf1155345bc84b,VOLBEAT - Lola Montez (Lyrics),DKNE11300109
175,Ain't Talkin' 'Bout Love,Van Halen,1978,https://www.youtube.com/watch?v=qtwBFz6lfrY,64fb272c1aa89e0c8ff855500eba79ae9aaea781a9dcbcf028e4d86d7799063e,Ain't Talkin' 'Bout Love (2015 Remaster),USWB17700031
176,Just What I Needed,The Cars,1978,https://www.youtube.com/watch?v=gvy2yqUHLLg,7bc3e02f02c7fafdb3acff10e4541734a6e0bc38481505dcfa7fcf51ef0d2f33,The Cars - Just What I Needed (Official Live Video),USEE17500009
177,San Quentin,Nickelback,2022,https://www.youtube.com/watch?v=bsmoFqvY5gw,28f4ea006f374bd1173e5cd37f4047e5e91434e71384ea423d3dc3050ac6b734,Nickelback - San Quentin (Official Music Video),QMRSZ2202409
178,First Date,blink-182,2001,https://www.youtube.com/watch?v=vVy9Lgpg1m8,dfafa1aaf1d37a75488f818256e28a068b61822994506ddf77c81ec79cbead16,blink-182 - First Date (Official Video),USMC10110874
179,Joker And The Thief,Wolfmother,2005,https://www.youtube.com/watch?v=Nr0SqIAFohk,acb3c97994d1e53cf90c14cbe9daaf68035a65cc84f0f36d578a911eee618687,Wolfmother - Joker And The Thief (Audio),AUUM70500115
180,Don't Threaten Me with a Good Time,Panic! At The Disco,2016,https://www.youtube.com/watch?v=0hU3o7QbgKs,effbdbe39a3158fe851316b6971000ef86105a441a1ae2d1f35f2c1bfe151951,Panic! At The Disco - Don't Threaten Me With A Good Time (Official Video),USAT21503695
181,To Hell and Back,Sabaton,2014,https://www.youtube.com/watch?v=RhmHSAClG1c,bb9fe90307f4d36ed4e19dc8123d0167a2c19d8042b59ff1351cdc6f75e20d1d,SABATON - To Hell And Back (Official Music Video),SE2EG1400105
182,All Star,Smash Mouth,1999,https://www.youtube.com/watch?v=L_jWHffIx5E,d58a56a4e97062dda6f68fff00279daae506963fe6285281fbaac501b608953a,Smash Mouth - All Star,USIR19902220
183,White Trash Millionaire,Black Stone Cherry,2011,https://www.youtube.com/watch?v=ZQ8itDYP6HU,eaf2de4c2e782bc5eb7b547c6b6ac3fbda3850663c7e70a4df2330c30450191c,Black Stone Cherry - White Trash Millionaire [OFFICIAL VIDEO],NLA321190959
184,Getting Along,Royal Republic,2016,https://www.youtube.com/watch?v=bu3ruL8WJgc,f193945eaa5c96eb9118b256159eeead0fe936c3af6939e7ea1844e123710243,Getting Along,DEUM71503581
185,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1993,https://www.youtube.com/watch?v=9X_ViIPA-Gc,68a4ff2322033f18f37d126c56d49593b830027cf34a6df2d262c6880d2c25dd,Meat Loaf - I'd Do Anything For Love (But I Won't Do That) (Official Music Video,USMC19341323
186,Risin' High - Def Core Grind Version,H-Blockx,1993,https://www.youtube.com/watch?v=2gdchItioqQ,6fc85fdad2676b050c742499950a94151c98436f05bfa43dcea8750c8e3a628a,H-Blockx - Risin' High (Official Music Video) [HD Remastered],DED149300010
187,Fake It,Seether,2007,https://www.youtube.com/watch?v=gy8HPSIFXEM,54e0f6e14c80ad0a1e665654f2c36c0f7c8bc406962825c8be1f9e99197d75ff,Seether - Fake It,USWU30700132
188,Seven Nation Army,The White Stripes,2003,https://www.youtube.com/watch?v=0J2QdDbelmY,d3694643ec152040677f55efe88fb31a430adf4f043ca988f8bdefb498a0ce0e,The White Stripes - Seven Nation Army (Official Music Video),USVT10300001
189,Love Hurts,Nazareth,1974,https://www.youtube.com/watch?v=WUff6gpqd8s,fc52e8d467f8be4a072197749546f563e4e31f7ebfb0a50505f674ef581b4d1a,Nazareth - Love Hurts (Official Audio),USAM17502195
190,Gimme Shelter,The Rolling Stones,1969,https://www.youtube.com/watch?v=RbmS3tQJ7Os,8f0d7facedda8768f9226b136bca7526a1b41f910c44da7727df11059281aaa0,The Rolling Stones - Gimme Shelter (Official Lyric Video),USA176910020
191,The Kids Aren't Alright,The Offspring,1998,https://www.youtube.com/watch?v=7iNbnineUCI,fb063bf3e9ee0a03f1d5f71f3964c9c31104ef1a453f8216dc1833d24b383110,The Offspring - The Kids Aren't Alright (Official Music Video),USSM19804363
192,Self Esteem,The Offspring,1994,https://www.youtube.com/watch?v=EtNZnhxWLHo,20f571ce5827517f706f5321fc4f8f304f44a1792f92b170bdfba78429ebd83f,Self Esteem,USEP40312208
193,Jekyll and Hyde,Five Finger Death Punch,2015,https://www.youtube.com/watch?v=x9RfXb3JHw8,56078f459553800f2c0340b96b183df0a8a865a0261011992d46d368a4daf05a,Five Finger Death Punch - Jekyll and Hyde (Official Audio),US5Z51500620
194,S.O.S. (Sawed Off Shotgun),The Glorious Sons,2017,https://www.youtube.com/watch?v=JcYaAu01Q2Y,083a21bda229a2371f1da164a1171f59e61c55a0bd016a35262c8d92cc293dea,The Glorious Sons - Sawed Off Shotgun (Official Audio),CABD61705406
195,Red Flag,Billy Talent,2006,https://www.youtube.com/watch?v=l2UktJtKpFw,d51a2dc79fbffeb056d635e21bfc3df21d903bccb470007839f6eeb2b68fb89c,Billy Talent - Red Flag (Official Music Video),USAT20612281
196,Heaven Knows,The Pretty Reckless,2014,https://www.youtube.com/watch?v=JVZe5K3PZig,6c7999b9e8969a76dc668a31a0c3d192fb1a6391d722a9a3080c7650fb39f345,The Pretty Reckless - Heaven Knows (Official Audio),USRZR1353301
197,"Dance, Dance",Fall Out Boy,2005,https://www.youtube.com/watch?v=C6MOKXm8x50,e5111e11b55c8753964c447760c7bf77ca2829fa2754e22e0698b06971fccc7d,Fall Out Boy - Dance_ Dance (Official Music Video),USDJ20500174
198,Help,Papa Roach,2017,https://www.youtube.com/watch?v=HYLTsdeO2uA,7619531b403131ecd8d0b375264595ade7a070a09d03230093f5cf8b5cfbd531,Papa Roach - HELP (Official Video),USDPK1700067
199,You Give Love A Bad Name,Bon Jovi,1986,https://www.youtube.com/watch?v=Aqc3VTpz9HQ,8ae90e01850ed53949d67cbe4b1827f6124b27a11313dc629f2339d6801da6e2,You Give Love A Bad Name,USPR39402224
200,All Day and All of the Night,The Kinks,1964,https://www.youtube.com/watch?v=fOGMRnKl5co,93315f3eb557f655c40917e070ec2f08cf1958ad2008a00ea63b86d24f5e28f7,The Kinks - All Day And All Of The Night (Official Audio),GBAJE6400007
201,Every You Every Me,Placebo,1998,https://www.youtube.com/watch?v=OMaycNcPsHI,b93c60a796c66a0320f8ab5c1cdc24943cf3779639941651d239137d4dfedb69,Placebo - Every You Every Me (Official Music Video),GBAAA9820460
202,Paradise City,Guns N' Roses,1987,https://www.youtube.com/watch?v=Rbm6GXllBiw,e1cd9088eba5c512d0980dd716fe43436cc6e30b6c701ba0a391063a5f3a8ee9,Guns N' Roses - Paradise City (Official Music Video),USGF18714806
203,Monsters (feat. blackbear),All Time Low,2020,https://www.youtube.com/watch?v=RvMniYi8t30,7650d12c712fecf279cc9a3b40ba5649ef2b52cee60a73a178a88f992d328906,Monsters (feat. blackbear),USAT22000034
204,Enter Sandman,Metallica,1991,https://www.youtube.com/watch?v=CD-E-LDc384,8ccd7aad2f7d09093641e2d74aa009448837800bc9225c995a41c5711f7b2869,Metallica: Enter Sandman (Official Music Video),GBF089190013
205,Nothin' But A Good Time,Poison,1988,https://www.youtube.com/watch?v=_88L-CU7PD4,27948f2ec6e92fa0ebc9faad750262cc9b8dd1b5aa80884630e1da2afde4881e,Poison - Nothin' But A Good Time,USCA28800138
206,You're The One,Greta Van Fleet,2018,https://www.youtube.com/watch?v=9Wyn-s4Wc4s,c9348d3481691075009d48261026f9963586ed9b8ad797aa5461d2c0dc638378,Greta Van Fleet - You[RIGHT SINGLE QUOTATION MARK]re The One (Live on SNL / 2019,USUM71811327
207,I'm a Believer,The Monkees,1966,https://www.youtube.com/watch?v=xvqeSJlgaNk,70b55b84c77b03ce0c013d0e4dee01775654ce49b201eaf500b6d1a1c338e5d2,The Monkees - Daydream Believer (Official Music Video),USRH10125749
208,Guerrilla Radio,Rage Against The Machine,1999,https://www.youtube.com/watch?v=Rm1nCYOZB-s,6dbc1d82afcd00a82625bfb58ab59a125e1321ff98c61f19575ce10d27fbab1b,Rage Against The Machine - Guerrilla Radio (Official HD Video),USSM19919500
209,Down with the Sickness,Disturbed,2000,https://www.youtube.com/watch?v=09LTT0xwdfw,158331574cbd20adaaa0c87986b75f40c7c0dc52bb402d2e5f39128ae8a4dd18,Disturbed - Down With The Sickness (Official Music Video) [HD UPGRADE],USGI19900180
210,Stay,Maurice Williams,1960,https://www.youtube.com/watch?v=pOkeOz2Z_xk,c140834cb9785725705bc647c5fe91ae12b972ae8b54b34904d24301c70160cf, Stay  by Maurice Williams and The Zodiacs,DEXO32234723
211,Open Your Eyes,Guano Apes,1997,https://www.youtube.com/watch?v=UNo2-viKfW8,36a869fbff9ca13f319df0f5690215fbc40a31bbc5dd80c46e40cebf8470646b,Guano Apes - Open Your Eyes (Official Video),DEC689700412
212,1979,The Smashing Pumpkins,1995,https://www.youtube.com/watch?v=4aeETEoNfOg,45c45166514788cc9b373f91fef0be3a62c648e76b1b7c201028ffde0789d443,The Smashing Pumpkins - 1979 (Official Music Video),USVI29500052
213,Like a Stone,Audioslave,2002,https://www.youtube.com/watch?v=7QU1nvuxaMA,61b682c4a6109d355b551d4cd7ebdbe37307dc0810a9cdbb4fb9b1745f755194,Audioslave - Like a Stone (Official Video),USSM10211587
214,Radioactive,Kings of Leon,2010,https://www.youtube.com/watch?v=wPBbMbKSZrQ,cc6c959b6f3ab91e5cad594525aea52e6eee770383be799c370746d1b135b75c,Kings Of Leon - Radioactive (Official Music Video),USRC11000673
215,Ocean Avenue,Yellowcard,2004,https://www.youtube.com/watch?v=X9fLbfzCqWw,f116bc6def53d23f32319b28bdeb83ff3c832f8ad5e48e29c3cec60ea315386c,Yellowcard - Ocean Avenue,USCA20300233
216,Man in the Box,Alice In Chains,1990,https://www.youtube.com/watch?v=TAqZb52sgpU,96d4099c1e04900f811912b2093127e8158286673556f3d998282557ecdc5359,Alice In Chains - Man in the Box (Official Video),USSM19000727
217,Cherry Pie,Warrant,1990,https://www.youtube.com/watch?v=OjyZKfdwlng,a084af8031807d8ecb0cb1dc32efaab50e6555c8b529cb32a6721e63eaf6d009,Warrant - Cherry Pie,USSM10006917
218,Higher,Creed,1999,https://www.youtube.com/watch?v=J16lInLZRms,3a791ac83e96a0e1c6e14d691863a395cb818b81add47fddde0b4eb0a72d7c69,Creed - Higher (Official HD Music Video),USWU39909053
219,Drive,Incubus,1999,https://www.youtube.com/watch?v=fgT9zGkiLig,794752a31090f8eb88547ba21dc94116f16a03d807e3e36a492288adbdf8d49c,Incubus - Drive,USSM19911007
220,"Another Brick In The Wall, Pt. 2",Pink Floyd,1979,https://www.youtube.com/watch?v=HrxX9TBj2zY,22b95918b299cb02ba063eca13e4ded764016d4e9f1fec445f81935550a66898,Pink Floyd - Another Brick In The Wall_ Part Two (Official Music Video),GBN9Y1100099
221,"Girls, Girls, Girls",Mötley Crüe,1987,https://www.youtube.com/watch?v=d2XdmyBtCRQ,f782e0de1ab1fc2190794c44eb7d67496f7be44a076a8261c29293787c59061b,M[LATIN SMALL LETTER O WITH DIAERESIS]tley Cr[LATIN SMALL LETTER U WITH DIAERESI,USBY29900190
222,Lonely Boy,The Black Keys,2011,https://www.youtube.com/watch?v=a_426RiwST8,45ea5c828af74716eb4fb8dd295bf633c5b8f0891aa468f97c28112bdf3c6dd5,The Black Keys - Lonely Boy [Official Music Video],USNO11100273
223,Fortunate Son,Creedence Clearwater Revival,1969,https://www.youtube.com/watch?v=ZWijx_AgPiA,60757aa1bfaa3cfe39952e571e2650ace3140dc31f466025fdef3bbf5211f470,Creedence Clearwater Revival - Fortunate Son (Official Music Video),USC4R0817618
224,Push,Matchbox Twenty,1996,https://www.youtube.com/watch?v=HAkHqYlqops,e942be0bb8229f23cf7c82f51c6ea425e6c5c081d696722ff89aa20821fe6481,Matchbox Twenty - Push (Official Video) [HD Remaster],USAT29600042
225,Mr. Brightside,The Killers,2003,https://www.youtube.com/watch?v=gGdGFtwCNBE,df95aadc4fbb0e50e1304b592f56d58d2c36622a5ce004724706cf8919d539ac,The Killers - Mr. Brightside (Official Music Video),USIR20400274
226,Free Fallin',Tom Petty,1989,https://www.youtube.com/watch?v=1lWJXDG2i0A,6e3e7d073f3e54f78ac02f3ab33f56aabb2d2be5f1b7572d57765717f3fa982c,Tom Petty - Free Fallin',USMC18925673
227,Come Together,The Beatles,1969,https://www.youtube.com/watch?v=45cYwDMibGo,1cb153b95d8f8b16d62275a9d112da2369925bd931e5ed9e602f8baeb08aa486,The Beatles - Come Together,GBAYE0601690
228,Dream On,Aerosmith,1973,https://www.youtube.com/watch?v=iJDtukGW79Y,03dcd275f3383686c698f787f59e429aee5f99b52c0d16d9e6c8fc181aef6fce,Aerosmith - Dream On (Official HD Video),USSM10011897
229,Army of the Night,Powerwolf,2015,https://www.youtube.com/watch?v=1zN7J64IeBo,47a0244d10b140227aa9415a2d0607fc799a946fd82094ea121d45ee58e13954,POWERWOLF - Army Of The Night (Official Video) | Napalm Records,ATN261558603
230,"Paint It, Black",The Rolling Stones,1966,https://www.youtube.com/watch?v=O4irXQhgMqg,af04eaa1c31f4c3805b34a3a225cb81d63a6a2950dd839bd4d852a6d8703daee,The Rolling Stones - Paint It_ Black (Official Lyric Video),USA176610020
