Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
1,Jim Croce,"Bad, Bad Leroy Brown",1973,https://www.youtube.com/watch?v=JzYf6qskdfA,"Bad, Bad Leroy Brown",be7afccb3d801d31918604b25f27b9eea009e21683b5b9b1cc196301d42ac1d8
2,The Waterboys,The Whole Of The Moon,1985,https://www.youtube.com/watch?v=sBW8Vnp8BzU,The Waterboys - The Whole of the Moon [Official HD Remastered Video],10feb0edbf0f448c4df269bb44692b3162417129958b21f720cd8620823a9eb5
3,Ammi Stewart,Knock On Wood,1979,https://www.youtube.com/watch?v=oLS57N4kUN0,"Knock on Wood (7"" Edit)",5ef2efbe7d8da6f7d304db48bcb3af65262f5fae132a57b7fe62ec86738d04f0
4,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,1960,https://www.youtube.com/watch?v=ICkWjdQuK7Q,Brian Hyland - Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,d214787da324bacf083d63dae0def71fbc5aa56314366ba55c0d0d205fe97044
5,"Major Lazer, Dj Snake & Mø",Lean On,2015,https://www.youtube.com/watch?v=rn9AQoI7mYU,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official Lyric Video],70d6467642193e3478ad52a0fa3904b131af042af74a8b94038d9eec25dfab74
6,P!nk (feat. Nate Ruess),Just Give Me A Reason,2012,https://www.youtube.com/watch?v=OpQFFLBMEPI,P!nk - Just Give Me A Reason ft. Nate Ruess,40299bbd43cbba7d1f76a9ba902f804af314fde714fbe5c08aad9481e72403cf
7,Shaggy,It Wasn't Me,2000,https://www.youtube.com/watch?v=U48fb7Nx1A8,Shaggy - It Wasn't Me (Lyrics) ft. Ricardo RikRok Ducent,e7e0101c6c400b7e50d9cf1a9b432ac72591e86e9105badb578d81fb3cf0bc60
8,Gipsy Kings,Volare (Nel Blu Di Pinto Di Blu),1989,https://www.youtube.com/watch?v=X8TOhb_4jU0,Gipsy Kings - Volare (Nel Blu di Pinto di Blu) (Official HD Video),9ce3db1bfeb26833f296d4b2ecce7a8fc32227d71fbe21d0f20bdefb23a08a15
9,Kaoma,Lambada,1989,https://www.youtube.com/watch?v=iyLdoQGBchQ,Kaoma - Lambada (Official Video) 1989 HD,1e2a5209d82e86adec26543755857b74204ec1168380705266e44b23765b6ff2
10,The Carpenters,Top Of The World,1973,https://www.youtube.com/watch?v=yUMAmI5YcBQ,The Carpenters -   Top Of The World   --  HQ Audio -- Lyrics,eb7e9e62a556a2e8f7c5e6ea701f8c827a9618582f03f061a1ad8db6f41fa35a
11,Emma Franklin,Piece Of My Heart,1967,https://www.youtube.com/watch?v=L0QAxIKf8G4,Erma Franklin - Piece of My Heart (Video),7d5674fc951c76a69d0c374d68621127336d115c2a7a39c201f8a842f4c31344
12,Rick Astley,Never Gonna Give You Up,1987,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Rick Astley - Never Gonna Give You Up (Official Music Video),ea6432992331a13184e0de40254b4992a133dcca7f4adf8831759fbc99d89bba
13,Irene Cara,Flashdance... What A Feeling,1983,https://www.youtube.com/watch?v=ILWSp0m9G2U,Irene Cara  - Flashdance What A Feeling (Official Music Video),019d4c1b3070d7d83d73148b3e7df9be219450443d88023bad5123850bacffcb
14,Eurythmics,Sweet Dreams (Are Made of This),1983,https://www.youtube.com/watch?v=eRhg7qPLeN8,Sweet Dreams (Are Made of This) (2005 Remaster),9632d17980e82844dbd423b864015739bbf563749f438dd62a1783fc0b726fd9
15,AC/DC,Thunderstruck,1990,https://www.youtube.com/watch?v=v2AC41dglnM,AC/DC - Thunderstruck (Official Video),eeed47e4f39b24bf0a5f56234a09e91f1ed971cae9bf8bf9e7d649092a1a554e
16,Sean Paul,Get Busy,2003,https://www.youtube.com/watch?v=HXceurkQcCs,Get Busy,948b7eb3e817b1ab370f2c2229e28d8983ac3efc726b3a8be08effc479477cb1
17,The Human League,Don't You Want Me,1981,https://www.youtube.com/watch?v=uPudE8nDog0,The Human League - Don't You Want Me (Official Music Video),56b68d511f79803835481bfc89221ade5e326bfa0b430dca9dd3de4270d411e8
18,Fleetwood Mac,Everywhere,1987,https://www.youtube.com/watch?v=YF1R0hc5Q2I,Fleetwood Mac - Everywhere (Official Music Video),3bf4dec3aec3dadc4e8aaa02bc3e9ef046799b42af3c035db728ee79c3d02eeb
19,Portugal. The Man,Feel It Still,2017,https://www.youtube.com/watch?v=pBkHHoOIIn8,Portugal. The Man - Feel It Still (Official Music Video),41f3b97a59fc7399d62a5ccc6e474e731252fc45140ffba9fee0f990df182135
20,The Platters,Smoke Gets In Your Eyes,1958,https://www.youtube.com/watch?v=H2di83WAOhU,The Platters - Smoke Gets In Your Eyes,807b33359e539d64af40ceade6b40f861b74bfeb5bfbea0c976b4ff68ef957ca
21,Imagine Dragons,Thunder,2017,https://www.youtube.com/watch?v=GtEvysh1654,Imagine Dragons - Thunder (Lyrics),7eaaa6006e2dc6b836eed18cc162ee86cb31ae1c0e38e9b33cbd65a928f2f493
22,Miley Cyrus,Wrecking Ball,2013,https://www.youtube.com/watch?v=mRFHAvdwXXs,Miley Cyrus - Wrecking Ball (Audio),cc934e38d3ffe97b15410dce07a64508e537811ece7ff22b4ea6d622e997b432
23,Ray Charles,Hit The Road Jack,1961,https://www.youtube.com/watch?v=SrnWp5O0DEs,Hit the Road Jack,5a43bf41828333ecd2e3585fb34bcc3d0a3a2ec269813aa5f0b20790430b8491
24,Maroon 5 (feat. Christina Aguilera),Moves Like Jagger,2010,https://www.youtube.com/watch?v=iEPTlhBmwRg,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),2b716c86361ebe3c0f510d0bc0c265eaaf9d6b92d66a27aff317e92c8bd3727f
25,Eric Clapton,Tears In Heaven,1992,https://www.youtube.com/watch?v=ZqtyQuXo9zM,Eric Clapton - Tears In Heaven (lyrics),254e881d1f45452eedd54d1e4ac673407dc5d416cd5b2715da0ee99070074b78
26,Haddaway,What Is Love,1993,https://www.youtube.com/watch?v=OFNrN_6Ta5I,Haddaway - What is Love (Audio),827ba58bccddc641baaabcc950b2ccfcfc0d49be4464e795bd430f93773af23c
27,Twenty One Pilots,Stressed Out,2015,https://www.youtube.com/watch?v=pXRviuL6vMY,twenty one pilots: Stressed Out [OFFICIAL VIDEO],bd401f98ccf899e67c96cdca808b41e8959bdad82965ad910b4bd59459541380
28,Rupert Holmes,Escape (The Piña Colada Song),1979,https://www.youtube.com/watch?v=FXG_I_tf_i4,Escape (The Pina Colada Song),937e8c54c029d4676dbf1910a07eb9ffec7f34a3a0ba99ff449384719c6335ca
29,Las Ketchup,The Ketchup Song (Aserejé),2002,https://www.youtube.com/watch?v=AMT698ArSfQ,Las Ketchup - The Ketchup Song (Asereje) (Spanglish Version) (Official Video),22b4a31d2342495dd3e3d101cbc76310a95d81f945e6e4f596a6541ee210c982
30,Dolly Parton,Jolene,1973,https://www.youtube.com/watch?v=Ixrje2rXLMA,Dolly Parton - Jolene (Audio),280999dd31c616447d892337cceb0ec01988f74f8414a3c96a55a55815493648
31,Alicia Keys,No One,2007,https://www.youtube.com/watch?v=rywUS-ohqeE,Alicia Keys - No One (Official Music Video),9bf34f95419ac6f733d3f2ffda9d0773f7e78c63b179ad776f11bfef931e40f4
32,James Brown,I Got You (I Feel Good),1965,https://www.youtube.com/watch?v=pTdihu-mp90,James Brown - I Got You (I Feel Good) (Visualizer),af2e267a8f2475fb0278196a159630d2ab4f4b49f7f4144cf3612a2bc05351e7
33,Leo Sayer,When I Need You,1977,https://www.youtube.com/watch?v=obC0MFHWJ0A,Leo Sayer - When I Need You (Official HD Music Video),3b63e9a9bb063cc4a61f12494b1cf37f703a70b53abff7423806002960fbd5d5
34,The O'Jays,Love Train,1972,https://www.youtube.com/watch?v=2vTKmVvyNRc,The O'Jays - Love Train,2a2d0bbadfa89098b2acbc5519f8c50b634926459789b978893c180fc5fa4b0c
35,The Archies,"Sugar, Sugar",1969,https://www.youtube.com/watch?v=5rmwDnOozWU,"Sugar, Sugar",6dba9295aa041fcbe181690fd86aab85c090f13da8c1435f930406a2541e5398
36,Lindra Ronstadt,Blue Bayou,1977,https://www.youtube.com/watch?v=Kp9G0zkorio,Linda Ronstadt - Blue Bayou (Official Music Video),4ad883c17584389ddc8fef8653e797ddd2a055df5ef19fcc4af0fb65dbf7389e
37,Lionel Richie,Dancing On The Ceiling,1986,https://www.youtube.com/watch?v=ovo6zwv6DX4,Lionel Richie - Dancing On The Ceiling,8af330205e51cfe7b5ac16b184ea2eb1664ddd7cacb2da579a78fae713202f7f
38,Donna Summer,MacArthur Park,1978,https://www.youtube.com/watch?v=24jAy_T1U2k,MacArthur Park,3755ec0ec707ee89b2c9f86c1779093b967b18be0a94978f97a1ba583a01ae4c
39,Laura Branigan,Self Control,1984,https://www.youtube.com/watch?v=RP0_8J7uxhs,Laura Branigan - Self Control (Official Music Video),6153fefc1df874936f0d4b7af0ff130e2c5c4cfd7be97b9fc73fcf3d3da870f6
40,The Weeknd,Blinding Lights,2020,https://www.youtube.com/watch?v=J7p4bzqLvCw,Blinding Lights,63a3690f287fde9223b1629de83699c87ee22fd946e9a57771b574350eca9785
41,Vaya Con Dios,Nah Neh Nah,1990,https://www.youtube.com/watch?v=7LUm-E4GPU8,Vaya con dios - Nah neh nah,85cc64cf6ed7c2434d269be5fb92b1ee32641f4921700230c6b446d1272a7209
42,The Bangles,Manic Monday,1986,https://www.youtube.com/watch?v=SsmVgoXDq2w,The Bangles - Manic Monday (Official Video),b66a4a1d6b78d7b0cf71295259c454daa5985fc8c9a8a3e7caef64160a074f02
43,Sylvester,You Make Me Feel (Mighty Real),1978,https://www.youtube.com/watch?v=gD6cPE2BHic,Sylvester - You Make Me Feel (Mighty Real),342aeb52712976eff0c0c8216e4bb5ebc85c698f9c61dcfb245ca2dbe0f37a1d
44,Savage Garden,I Want You,1996,https://www.youtube.com/watch?v=HQt6jIKNwgU,Savage Garden - I Want You,bc2c2e7e0a77d4088652a9c08253838da79f7f35ed7166803a8dbd33bbea69e4
45,Nancy Sinatra,These Boots Are Made For Walkin',1965,https://www.youtube.com/watch?v=TDmidrIDB4o,These Boots Are Made for Walkin',0fd7b9241acb95fcd27af6cd26d1fde906e2159ddfc57affb4e9f687d045ec4f
46,Black Eyed Peas,Where Is The Love?,2003,https://www.youtube.com/watch?v=WpYeekQkAdc,The Black Eyed Peas - Where Is The Love? (Official Music Video),7d525252e243160c6d1d9a46fc9173106c0cab201bcaa01ed6daa322c2ea8b36
47,Mungo Jerry,In The Summertime,1970,https://www.youtube.com/watch?v=wvUQcnfwUUM,Mungo Jerry - In The Summertime ORIGINAL 1970,55b5579c419fff8cfb58dab8b4e75c0110d6ea74a2a7cb0a662b3a3d2c13217c
48,The Smashing Pumpkins,1979,1995,https://www.youtube.com/watch?v=Lr58WHo2ndM,Smashing Pumpkins - 1979,37947ea4eee901aaece1c919728323ebde9cc43d5f5715b3be69fa520720c647
49,Cindy Lauper,True Colors,1986,https://www.youtube.com/watch?v=2ecaYj14z3M,Cyndi Lauper - True Colors (Official Lyric Video),e5e9c1d41d6e4f6d696a06bf6a6c5332282d39a94749caeeac84c9c0f9e50119
50,O-Zone,Dragostea Din Tei,2003,https://www.youtube.com/watch?v=uukQ7hGygRc,Dragostea din tei,351411463dd388d134afc7d6be7935950ba85145afc4acb611c81d45a23f570f
51,Joseíto Fernández,Guajira Guantanamera,1929,https://www.youtube.com/watch?v=gdYIpvnzoW8,Guajira guantanamera,87defd174ba0b7b5c96e3e1582a2ee89737363dfbfbc5e094ec39c39793ad81d
52,Billie Eilish,Bad Guy,2019,https://www.youtube.com/watch?v=DyDfgMOUjCI,Billie Eilish - bad guy,a6e671aa955457d414965697762f99048311a10f1f2684718a963041033e7da3
53,Owl City,Fireflies,2009,https://www.youtube.com/watch?v=QBgl4rVz3Ks,Owl City - Fireflies (Lyrics),ef6df7d4c2f07b74b785109a3902333072d9c5869548d6d15338cc0463e12798
54,Hot Chocolate,You Sexy Thing,1975,https://www.youtube.com/watch?v=iD4ympXPrWs,You Sexy Thing,81dc557e3d6e9643fff65bc5a67b4854f88611d8c54672f64c35f02575085692
55,The Monkees,I'm A Believer,1966,https://www.youtube.com/watch?v=4PQAqprjOuA,I'm a Believer,21d3dac8e7a7ac97bf491f7ff5ba02203dd8cdcfa9155e06c6053add1ec3896f
56,Mad'House,Like a Prayer,2002,https://www.youtube.com/watch?v=ZZm3aaOp_rE,Mad'House - Like a prayer (2002) (Clip officiel),68df050f5fb0fdf36d9e9c9d56b76b0e656e98b9417c2c2c77c3d6a9103771c7
57,R.E.M.,Everybody Hurts,1992,https://www.youtube.com/watch?v=mhIay4-PbCY,Everybody Hurts,7a53e3e47b90b852b9fe56f5be8cc6401125647a2c484164c80ac3fedfbde1f1
58,Icona Pop (feat. Charli XCX),I Love It,2012,https://www.youtube.com/watch?v=W50HtcPAeSs,Icona Pop - I Love It (Feat. Charli XCX)  [Audio],bfcfa00cd7aef3fe5526fe93c104c32a8bf2ea910b425bd53cc5180fbf25d66a
59,Oasis,Wonderwall,1995,https://www.youtube.com/watch?v=FVdjZYfDuLE,Wonderwall (Remastered),8048295e218cc2632bf115afcb070617b374e672180dd7f0ed63fd5ffdb1e172
