Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
185,Tracy Chapman,Fast Car,1988,https://www.youtube.com/watch?v=AIOAlaACuv4,Tracy Chapman - Fast Car (Official Music Video),f725ae6d64a1b8d739ff2495663ed9af00babc422df55f993f4f5e71b80c965e
186,Neneh Cherry,Buffalo Stance,1988,https://www.youtube.com/watch?v=rFXhBEj6mEE,Neneh Cherry - Buffalo Stance (Remastered),8fcff0edea6f1f5149f81add399b9b8874650df767005fde013903cdd15ffbcd
187,Outkast,Hey Ya!,2003,https://www.youtube.com/watch?v=RqIRp4QE-1k,OutKast - Hey Ya! (Lyrics),9a0bbafcac075d99c4425ba3e7d77b8b8a04a62adb31d7c3b6ebafa05ec94000
188,Backstreet Boys,I Want It That Way,1999,https://www.youtube.com/watch?v=-aKJE1lanQk,I Want It That Way,f4efc494cd597f6948145bb59c8bf557afc69593061aa627addf023f2618cffb
189,Neil Diamond,"Girl, You'll Be A Woman Soon",1967,https://www.youtube.com/watch?v=K_fZCD93LzQ,"Girl, You'll Be A Woman Soon",c88a0cc27784a48456a0f03c67bd60de8b308250165b86371c4c5cb354e61c15
190,Johnny Cash,Ring Of Fire,1963,https://www.youtube.com/watch?v=1WaV2x8GXj0,Ring of Fire,55ed1d5ee92da1b861b27d8782c3057a5b8ad2ef93537220ea7fd48cef46281f
191,Dr. Alban,Sing Hallelujah!,1993,https://www.youtube.com/watch?v=pKxJca7LLNM,Dr. Alban - Sing Hallelujah (Official HD Video),7c36d4cb6937c3ef9b2d27cc3b653765c1082e71b2f36ccac3a0dab23e85cba0
192,Richard Marx,Right Here Waiting,1989,https://www.youtube.com/watch?v=S_E2EHVxNAE,Richard Marx - Right Here Waiting (Official Music Video),77f87e7cb4b3d44591a338c76c12040395fe3cc142a2f7ef059009bf5c2b3949
193,Gotye (feat. Kimbra),Somebody That I Used To Know,2011,https://www.youtube.com/watch?v=2FZZK8gBBOI,Gotye - Somebody That I Used to Know (2015 Remaster),ede2c12c46487b460488aacfaa215cd4785f16b2da66b9434b3df57b38146fcd
194,"Robin Thicke, T.I. & Pharrell",Blurred Lines,2013,https://www.youtube.com/watch?v=zwT6DZCQi9k,"Robin Thicke - Blurred Lines (Unrated Version) ft. T.I., Pharrell",8c7a18ef0a9426337b85e92ada71c13f2e1780799608299f1d24fe8c61f0bb97
195,Sophie Ellis-Bextor,Murder On The Dancefloor,2001,https://www.youtube.com/watch?v=hAx6mYeC6pY,Sophie Ellis-Bextor - Murder On The Dancefloor,7a882587e6b11c479e385dfb7127d6c0a88e1ecd71eefb427104d92c7e14dda1
196,Kesha,We R Who We R,2010,https://www.youtube.com/watch?v=tCkGsyOYDMI,We R Who We R,2117dcf0bb80ee830583079366c3eb3b702c10d6b7df7360ffd72afbe69a5d9e
197,Daft Punk,One More Time,2000,https://www.youtube.com/watch?v=A2VpR8HahKc,Daft Punk - One More Time (Official Audio),0cc5749b1c2c84b9813cb17537de587bc677a204cd434370dff6b9635bd231c8
198,OneRepublic,Counting Stars,2013,https://www.youtube.com/watch?v=hT_nvWreIhg,OneRepublic - Counting Stars,4f9e977754083f330a1272b1f6d399f5f484cc6cbe51491dd4dd6496fce3de11
199,Rick James,Super Freak,1981,https://www.youtube.com/watch?v=wnKc4zi0MLA,Super Freak,b65573ba23c83b05a53e93c7bb853304405f3a1384ede381799791111500dbf7
200,The Champs,Tequila,1958,https://www.youtube.com/watch?v=U_JFLb1IItM,Tequila,28035f660a05e7001d76f699a34fe57dc949843c8347fcbd8ec4cc45ae461278
201,Corona,The Rhythm Of The Night,1993,https://www.youtube.com/watch?v=OnT58cIJSpw,Corona - The Rhythm of the Night (Official Music Video),ffc5ec1642032c35c857aece7be8f5d1e2c4679afe0f9affeaf75943986b988d
202,Yazoo,Don't Go,1982,https://www.youtube.com/watch?v=_sQGwDeambg,Yazoo - Don't Go (Official HD Video),9dd0727a09d650f14027bda331d36d8e7139cb88448b69f4f246d0448c5e3bd9
203,Alessia Cara,Scars To Your Beautiful,2016,https://www.youtube.com/watch?v=MWASeaYuHZo,Alessia Cara - Scars To Your Beautiful (Official Video),2972fdb326c1a2fce335a55526825d257cb2fcfdd7eaea595fe86ca108efde3a
204,Paul Simon,You Can Call Me Al,1986,https://www.youtube.com/watch?v=uq-gYOrU8bA,Paul Simon - You Can Call Me Al (Official Video),f18367a706ebd69b473142ed8183acfb4b31fb5e46a1df190e10e9ac26537021
205,Bronski Beat,Smalltown Boy,1984,https://www.youtube.com/watch?v=88sARuFu-tc,Bronski Beat - Smalltown Boy (Official Video),4854a0c51fd1d119b8e04e79528844b7e915fc8a4223f5c2e4ee3ce6280b3552
206,Lukas Graham,7 Years,2015,https://www.youtube.com/watch?v=LHCob76kigA,Lukas Graham - 7 Years [Official Music Video],24ecf1fc202432d33e74a711b7baa1a1a8f5c5a24003f15fbdff90b4f2771cae
207,Sam Cooke,(What A) Wonderful World,1960,https://www.youtube.com/watch?v=R4GLAKEjU4w,Sam Cooke - What A Wonderful World (Official Lyric Video),91124220bb99da989fc572f9c5a3e6ee3b6c7049138b4d3d86d9719dfbe53b69
208,The Offspring,Self Esteem,1994,https://www.youtube.com/watch?v=EtNZnhxWLHo,Self Esteem,385e2101e0b48bbbe16b5ddcefad4d460235243c302aa06afa7a312f140a27e3
209,Dr. Dre,Keep Their Heads Ringin',1995,https://www.youtube.com/watch?v=VQAtYyKK9fw,Keep Their Heads Ringin',c86c238fcab2339575b65c418ddf1170d31347718efae247ecb3496db483b7c8
210,Gene Vincent,Be-Bop-A-Lula,1956,https://www.youtube.com/watch?v=sQL_Bv8nbDo,Gene Vincent - Be-Bop-A-Lula,dd26bafb0b573cbc79ff77f630e2fd7802d2ebab9b61fccf56a478de54fecd5c
211,Annie Lennox,Why,1992,https://www.youtube.com/watch?v=Io7_3tlE7h0,Why,9f23e63a90100576648338874abff46b94dd965d17fff5b0e66efd67ecaf99fb
212,Sinéad O'Connor,Nothing Compares 2 U,1990,https://www.youtube.com/watch?v=0-EF60neguk,Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],a4f66fd8794f3c92ed8358f839f112cddb139fdba8084fe93df263f2a9a3a0ec
213,Céline Dion,My Heart Will Go On,1997,https://www.youtube.com/watch?v=p79GmLNLMrY,Celine Dion - My Heart Will Go On (Lyrics),15fe73f07327c739ee56759fdc908c61ad0347a5669ca5a3670469b59903226d
214,Madonna,Hung Up,2005,https://www.youtube.com/watch?v=20OGm_-RebE,Hung Up,034e41bce8a5d6844549b2b551e2532b90edec6fe5f61f062cff3a28cdac8d3c
215,Britney Spears,OOps!... I Did It Again,2000,https://www.youtube.com/watch?v=OO0aTOIU_3w,Oops!... I Did It Again (Remastered),9278adcd625b15d82c42a0c05772cd2d486479c4fcb11a110d6caad5727124b7
216,Dire Straits,Walk Of Life,1985,https://www.youtube.com/watch?v=h2a20YL5mvg,Dire Straits - Walk of Life (Official Audio),bce795d9e3b5a6481c1c88a335a66fbb60fd5c99990d80647461e22a2854de7e
217,Mr. Mister,Broken Wings,1985,https://www.youtube.com/watch?v=LpmVp6s-UiY,Broken Wings,a1b3a4f0f069a8413608f40b3ed23b73813af0f3abf2fe78efeade77bc6ae6dc
218,Reel 2 Real (feat. The Mad Stuntman),I Like To Move It,1993,https://www.youtube.com/watch?v=vuo8kD5zF5I,Reel 2 Real feat. The Mad Stuntman - I Like To Move It (Official Video),559efd4724c748613df6a32580add278c32d4797e8d5d7e07ca7d0abdbf6a3e1
219,Rednex,Cotton Eye Joe,1994,https://www.youtube.com/watch?v=mOYZaiDZ7BM,Rednex - Cotton Eye Joe (Official Music Video) [HD] - RednexMusic com,d637f3c9f68734dbef99dd0800b99de1edbd0bf0f66241f49f200b66a41e4678
220,The Osmonds,Crazy Horses,1972,https://www.youtube.com/watch?v=28iHA3501MY,Crazy Horses,93bf982dfd08144d392e0be562a814a185964c6b82f864d6989bbadb8f2c3141
221,Culture Club,Karma Chameleon,1983,https://www.youtube.com/watch?v=JmcA9LIIXWw,Culture Club - Karma Chameleon (Official Music Video),8f84b511feda5b6c84062ec120d8554e66138b6a9b42d6244dec28e8aab9da89
222,Enrique Iglesias,Do You Know? (The Ping Pong Song),2007,https://www.youtube.com/watch?v=UqON44CLaQM,Enrique Iglesias - Do You Know? (The Ping Pong Song),ba157323ec96dcb652ce10178032bb5d437f1dd39526e74f3655dfb4b75b7a6a
223,Jan & Dean,Surf City,1963,https://www.youtube.com/watch?v=ERrwjR4ZlfI,Jan & Dean - Surf City - 1963,1f910eb55ef3b926427d0cef3a3a33dd1ce501f4e122305f5cff58eff6e5df7c
224,Genesis,No Son Of Mine,1991,https://www.youtube.com/watch?v=KZbHcAPsllE,Genesis - No son of mine (1991),d7b0cfb42f7d599ddac2d60ee059fc91eb6bd189ce60aa82eefe3b3448a50a5b
225,Fatboy Slim,Praise You,1998,https://www.youtube.com/watch?v=ruAi4VBoBSM,Fatboy Slim - Praise You [Official Video],d53e45e3977a93b5ddac2710bc8571b7bbf3ecb85ae370213987548d1f287bf5
226,Tears For Fears,Shout,1984,https://www.youtube.com/watch?v=Ye7FKc1JQe4,Tears For Fears - Shout (Official Music Video),5367d47b39573af9f2e13c6180ed5246511870d3da1caf74d0d548cb3b517ff3
227,The Beach Boys,Surfin' U.S.A.,1963,https://www.youtube.com/watch?v=KcZn05qxVgg,Surfin' U.S.A. (Stereo),102c56bcfc1b092cdf633cde6a9876bc015350f1893a03f66342043a0fc54e1c
228,The Mamas & The Papas,"Monday, Monday",1966,https://www.youtube.com/watch?v=VsIjOKCxRSE,"Monday, Monday",abdbffc2488bb5ec60289a5e4c93b84895fee72ad345632ad4c377453d7b5500
229,Jessie J (feat. B.O.B),Price Tag,2011,https://www.youtube.com/watch?v=wukKxuxKZMU,Price Tag - Jessie J (Lyrics) 🎵,fd0e0b122db9b884fb334ac184741951e608c8f32c0a7e8b3399837954178876
230,Dion,The Wanderer,1961,https://www.youtube.com/watch?v=SbYa7NBYyRc,The Wanderer,30f85eb0e4d108a63a7f71beaf20508c7e1a47526a3c3c49f7c67c19f3a1e1dd
231,Ace Of Base,All That She Wants,1992,https://www.youtube.com/watch?v=7VBI2wcKxGU,All That She Wants Lyrics - Ace of Base - Lyric Top Song,e17dd03c760d975b246d17d1bfc41faf602567b694d1dbaa6169821fd500f4b1
232,Bob Sinclair (feat. Steve Edwards),"World, Hold On (Children Of The Sky)",2006,https://www.youtube.com/watch?v=XpdpW0z9xnQ,Bob Sinclar - World Hold On (Official HD Video),75b36c8feb13bf8f15a35ca2277903f25791e5a27f91b4e25d4376d19cf9a1c7
233,Blondie,Heart Of Glass,1978,https://www.youtube.com/watch?v=WGU_4-5RaxU,Blondie - Heart Of Glass,4641f4f8d037f3964cf1f43d0a25ca94e3cd4d24938be4187bf73689a50a2783
234,Christina Aguilera,Genie In A Bottle,1999,https://www.youtube.com/watch?v=kIDWgqDBNXA,Christina Aguilera - Genie In A Bottle (Official Video),cc8aedb31c217d8fb7de7985e4f5de12c1d6a6a96ee99a186d02eea8dfc0aab0
235,Chic,Le Freak,1978,https://www.youtube.com/watch?v=7KP7bdFv_qg,Le Freak (Edit),b00dc35d890fc132bf52a7b6e301533e8f1cc690cbd9d8b1d936b6666dec0961
236,Train,"Hey, Soul Sister",2009,https://www.youtube.com/watch?v=kVpv8-5XWOI,"Train - Hey, Soul Sister (Official Video)",2e631b35f67c4675ccfc7b47189974ec12e0c3964cc47b6abadc5ffdab34024b
237,Patrick Hernandez,Born To Be Alive,1978,https://www.youtube.com/watch?v=9UaJAnnipkY,Patrick Hernandez - Born to Be Alive - Official Video (Clip Officiel),4a7126a0e1032e034f45a0ce3291fc3d1aa964425d73a44f6b940f2bbccc70de
238,Jimmy Cliff,You Can Get It If You Really Want It,1970,https://www.youtube.com/watch?v=Jg7qsW8qboE,You Can Get It If You Really Want,ed4f4c7f6063f76f8e7ac418ff6fcdf1b2d599401eb6be6c3d73f1e70b2b7418
239,Alanis Morissette,Ironic,1995,https://www.youtube.com/watch?v=H4bIXVTsJck,Ironic,edbbf31f6637a555323e85ce5cf29c1e7df959471f38ac612020b712ef39ae93
240,Bobby Vinton,Blue Velvet,1963,https://www.youtube.com/watch?v=icfq_foa5Mo,BOBBY VINTON-BLUE VELVET,8e1c74a8deef20539838944a2ca58bbf701a7472ec2dec7b8a6634413de2f8dc
241,Simple Minds,Belfast Child,1989,https://www.youtube.com/watch?v=GzdBl75b_pU,Belfast Child,dc808f4fe54b8a4e530b8809c6f1c6b85dee0f02001b4248e73f379ec70519a7
242,James Blunt,You're Beautiful,2005,https://www.youtube.com/watch?v=M_q82PPHduI,James Blunt - You're Beautiful (Lyrics),3dcfa5263dc4521ea9521e5c5f1d81cde9a6747022b76a564acda0615c688869
243,Journey,Don't Stop Believin',1981,https://www.youtube.com/watch?v=1k8craCGpgs,Journey - Don't Stop Believin' (Official Audio),0a9c04e9c7edf4a902299ea8dab66b1800009b0f68bf6c82e1390ab60c8dd802
244,Destiny's Child,"Jumpin', Jumpin'",2000,https://www.youtube.com/watch?v=hDqhXMQuSHg,"Jumpin', Jumpin'",c9812447c6e1ab2b112223880de5059b75d1c8470b7b0436ea4e53b1fa31e820
245,Ray Charles,I've Got A Woman,1954,https://www.youtube.com/watch?v=CnI_LuCJ4Ek,Ray Charles - I got a woman,4a3b10b8c782f28d75ebcc4af005b5dda33a73894842ad89e4880b350aa192bd
246,Jay-Z & Linkin Park,Numb/Encore,2004,https://www.youtube.com/watch?v=_1oO4wzPCmE,Numb / Encore (Official Audio) - Linkin Park / JAY-Z,0757764595b0dc4865b1402f282286e562751f6bc3d745dda43f1ddc18f646e9
247,Dua Lipa,Break My Heart,2020,https://www.youtube.com/watch?v=Nj2U6rhnucI,Dua Lipa - Break My Heart (Official Video),d9e434efde0a04e878c73b356dac6822f82ea6cf7f6d8df172be0c64be3b618a
248,Chubby Checker,The Twist,1960,https://www.youtube.com/watch?v=-CCgDvUM4TM,Chubby Checker - The Twist (Official Music Video),3e45f1259620f3c41277f13823d65da880a07a474afb1489b8417eb4c6016734
249,Hanson,MMMBop,1997,https://www.youtube.com/watch?v=XEebGBGZwj8,MMMBop,8ca8661197aab80f327338c926695d7413f3ac8391eb078fcadb79812fac23e8
250,Simply Red,Holding Back The Years,1985,https://www.youtube.com/watch?v=yG07WSu7Q9w,Simply Red - Holding Back The Years (Official 4K Remaster),7e8a2644fccfc5770411a7d7edf65ab4a710dc6b09e18146f588368ada7e2acd
251,Jennifer Lopez,If You Had My Love,1999,https://www.youtube.com/watch?v=tT5g7I-Itc8,If You Had My Love,bf5fa0d70d2072a84200757a86bb74a537d8c210936cb651f9ed13dc433879dd
252,Alphaville,Forever Young,1984,https://www.youtube.com/watch?v=t1TcDHrkQYg,Alphaville - Forever Young ~Official Video,3f1f69bc30822068f62216b4835683159b2562b0acc83672c782435cc38adc84
253,Lizzo,About Damn Time,2022,https://www.youtube.com/watch?v=JsOVJ1PAC6s,Lizzo - About Damn Time (Lyrics),d084a4c7b50616fb1f445e166030cb5f17ba46a7e5bd5030647f3352808cbb1c
254,Tones And I,Dance Monkey,2019,https://www.youtube.com/watch?v=1__CAdTJ5JU,Tones and I - Dance Monkey (Lyrics),d2f8779858f42120c620f2e19002831c3d6c0888e9dbc38a4b55f416525911a1
255,The Byrds,Mr. Tambourine Man,1965,https://www.youtube.com/watch?v=oecX_1pqxk0,Bob Dylan - Mr. Tambourine Man (Official Audio),92057ad290742b00b27ed4f060b8d964bcff2d886ece6a4fcfc1138c21431c9e
256,Red Hot Chili Peppers,Under The Bridge,1991,https://www.youtube.com/watch?v=GLvohMXgcBo,Red Hot Chili Peppers - Under The Bridge [Official Music Video],0e49a9153d69eaf48a351487d70e5ef54902a5b31ffbed0df6bebb6c81cf4fc3
257,Álvaro Soler,La Cintura,2018,https://www.youtube.com/watch?v=Eg4LUvUjUWI,Alvaro Soler - La Cintura,33443116ae0689d0c9cef0a7483b4573ee432c1de535cbcacc7649978642f505
258,Kool & The Gang,Celebration,1980,https://www.youtube.com/watch?v=3GwjfUFyY6M,Kool & The Gang - Celebration,cfeb9c93963d34289364d6aa7859feeab8e04e96584f6e68274fee8c9d6c3492
259,Usher (feat. Lil Jon & Ludacris),Yeah!,2004,https://www.youtube.com/watch?v=GxBSyx85Kp8,"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris",58d0fb45c9c292e3d80891b7a87f3d62d7ae912c6a278e77ff4bda4b00b81877
260,The Turtles,Happy Together,1967,https://www.youtube.com/watch?v=pSw8an1u3rc,Happy Together (2016 Remaster),6f7f91fccfed1042533f3756062a0fc34be71b0140170f6512ac662f36e974a6
261,Fats Domino,Ain't That A Shame,1955,https://www.youtube.com/watch?v=I6JZW7zMDfY,FATS DOMINO - AIN'T THAT A SHAME 1955,badad5eb18c4369870805ada01af0b419bd5ae71ea12ef3030fdb77e5ed9c71c
262,Roxette,Joyride,1991,https://www.youtube.com/watch?v=xCorJG9mubk,Roxette - Joyride (Official Video),c6079429a3075801a21f542944b1ba3db95e930ae6b4242b1227f5d477a4fef6
263,Lenny Kravitz,Fly Away,1998,https://www.youtube.com/watch?v=EvuL5jyCHOw,Lenny Kravitz - Fly Away (Official Music Video),22ac06d7b5f66eae30835879a0bfa2e76c072dcff6334dfebf8755b09c199d33
264,Modjo,Lady (Hear Me Tonight),2000,https://www.youtube.com/watch?v=vRB1MLGEHSc,Modjo - Lady (Hear Me Tonight) (Radio Edit) (HQ),b7de8bd17e941a1ba60836ef68c6615ab5d5257e4d1efcabca7e02957eaaf304
265,KC and the Sunshine Band,Give It Up,1982,https://www.youtube.com/watch?v=N2Gi4Y4JzOA,KC - Give It Up (Digital Video),184e9e24ec26dd928e728488538ef7ba5d88cb43a5ff75ff590f5298fb104101
266,Eric Prydz,Call On Me,2004,https://www.youtube.com/watch?v=L_fCqg92qks,Eric Prydz - Call On Me,f4af95b548aa7158683ffb4666641576b4d868d855e2e01f5820290aa4e12470
267,Alicia Keys,Fallin',2001,https://www.youtube.com/watch?v=Urdlvw0SSEc,Alicia Keys - Fallin' (Official HD Video),77a24b17619093736abc0ba771cc55b41c4e24ce81d4491eba2e8f8854d2b4b8
268,Shawn Mendes & Camila Cabello,Señorita,2019,https://www.youtube.com/watch?v=dFp_b5DPIIo,"Shawn Mendes, Camila Cabello - Señorita (Lyrics) Letra",e64b145c3e739f85359aabe2630cd7081cb268d09c9a709130c203a5fdecd8d2
269,Mary Wells,My Guy,1964,https://www.youtube.com/watch?v=4WT7nBGX5eU,Mary Wells - My Guy,15760f3b99e84d74a3fa847c90c54a221556f28295f57ed5c7d6aaabfc7296f1
270,Sonny & Cher,I Got You Babe,1965,https://www.youtube.com/watch?v=HKGjCPBSG38,Sonny & Cher - I Got You Babe (Official Audio),213677cf436506f8b111185a335756c9c5545b7a0993094c740aedd63a2dac60
271,Kelly Clarkson,Because Of You,2005,https://www.youtube.com/watch?v=Ra-Om7UMSJc,Kelly Clarkson - Because Of You (VIDEO),aec78f643cb0750924dd3d5d8c0e98b4058e46c8323ff8e55f1dc242525c2390
272,Sister Sledge,We Are Family,1979,https://www.youtube.com/watch?v=uyGY2NfYpeE,Sister Sledge - We Are Family (Official Music Video),952ecbacd4c1b4f2d1fb31ff3b836c6aa619d76f19400b4fb74563457d2de126
273,Elton John,Your Song,1970,https://www.youtube.com/watch?v=FT3D1Cu6g10,Your Song,cd4fcee7a74668065835d0ec921dc71881088260f3de52b450e29adfc26ec4a6
274,Tom Jones,Green Green Grass Of Home,1966,https://www.youtube.com/watch?v=EmT1ptv3VEc,Green Green Grass Of Home,99075f7a5e2c6fc03c049c3038ea7559a3ea900bda8952ab16145b3eabe0368e
275,Bryan Ferry,Let's Stick Together,1976,https://www.youtube.com/watch?v=Z9EbR0ckb40,Bryan Ferry - Let's Stick Together,737fa4769c37125cfbc2cca6e7b531517bb095f45730271db5fd9596292ee1a3
276,T.Rex,Bang A Gong (Get It On),1971,https://www.youtube.com/watch?v=OoAGyG7BeE4,Bang A Gong (Get It On) (Electric Version),c9ae7a7baaa3dca1ee3f85aabc3f1eccc07586f0e1e9cfff15905b5e94969a9c
277,Beyoncé (feat. Jay-Z),Crazy In Love,2003,https://www.youtube.com/watch?v=ViwtNLUqkMY,Beyoncé - Crazy In Love ft. JAY Z,7e31969c34b63b85fb7182b566979e0b79d5d17ef946556e31841e166e6bd500
278,Dean Martin,That's Amore,1953,https://www.youtube.com/watch?v=OnFlx2Lnr9Q,Dean Martin - That's Amore,15512ac5669d76d2812597d010eefdbbe0f2d85f464fcf96ca374f2654cefa59
279,Don McLean,American Pie,1971,https://www.youtube.com/watch?v=PRpiBpDy7MQ,Don McLean - American Pie (Lyric Video),673d498b2a6173b71479bf68c091870a6dd86d8ec20f33ed6a12283eb9cf1f87
280,David Bowie,Life On Mars?,1971,https://www.youtube.com/watch?v=E7taBfKJjUw,David Bowie - Life On Mars? (2021 Remaster),06f564000b82a9588d3b9824e4b376714fe393e8fde252e06e08ca595d67c29f
281,The Beatles,Get Back,1969,https://www.youtube.com/watch?v=IKJqecxswCA,Get Back (Remastered 2009),b12dd7b6e9220731f1f15d62178c054e03b47fcca77a7aa1735479080fe5a824
282,Olivia Rodrigo,Drivers License,2021,https://www.youtube.com/watch?v=tNJhkrpLGT8,drivers license,d37aa1106188d27ee866f87e5dd8588e456c8f78658e55774993fed830d8e275
283,Avicii (feat. Sandro Cavazza),Without You,2017,https://www.youtube.com/watch?v=WRz2MxhAdJo,Avicii - Without You “Audio” ft. Sandro Cavazza,c89256563a05da06fb985311c7e16837e3d5c7524bb4479a0456fe22fc3a8501
284,Joe Cocker,With A Little Help From My Friends,1969,https://www.youtube.com/watch?v=eXV4WyQMHFM,With A Little Help From My Friends,185cd640c388611767af86b02e42dc49ef307327af2b34ab75bf00210eaa6c3e
285,Bruno Mars,The Lazy Song,2011,https://www.youtube.com/watch?v=fLexgOxsZu0,Bruno Mars - The Lazy Song (Official Music Video),cae29c8ec65468e5bdf3254790312e868a119c5bcaeaa1ff395fbc2e3b2c4a69
286,The Arrows,I Love Rock 'N Roll,1975,https://www.youtube.com/watch?v=cJzPLhDf3-8,The Arrows - I Love Rock 'n' Roll (1975),ba34a0588ff1dceeb0ffa167f3b51f3ad3ab290a75c189fd1c6e72ca01d6fece
287,Corinne Bailey Rae,Put Your Records On,2006,https://www.youtube.com/watch?v=E-_JcJiUOII,Corinne Bailey Rae - Put Your Records On (Lyrics),641ecea15512d9ba9e9f7b0c54eaea3c3544b879a485579ce809df0dbefc7c5d
288,UB40,Kingston Town,1989,https://www.youtube.com/watch?v=2UOY1JeFvAw,Kingston Town (Remastered),e7c667d8ebdc1e73211b1b7c378562005529af8bcff17a45f1a072475aef8c4f
289,Van McCoy,The Hustle,1975,https://www.youtube.com/watch?v=SFzMs2SN--s,Van McCoy - The Hustle (Official Music Video) [HD],79924af33f66477dbbb36f46c7ab117ee17f6fc3e51c0c8810d3c40bbe588054
290,Drake,Toosie Slide,2020,https://www.youtube.com/watch?v=dGYxT1QReQs,Drake - Toosie Slide (Official Explicit Audio),697d6ab65aacbabd071157e356a3063a9bd30914f0f237fcff179c12e7250e76
291,Lady Gaga & Bradley Cooper,Shallow,2018,https://www.youtube.com/watch?v=BpIf43m2ZQI,Shallow (Radio Edit),5c8e75683198587225fde9258d6ba6d168eb188ecd4fb756581e3febc5837d78
292,Lewis Capaldi,Someone You Loved,2018,https://www.youtube.com/watch?v=FGGo8LFmbjs,Lewis Capaldi - Someone You Loved (Lyrics),2592d79ae1cada12e3d5aa1bc10080cd9e30cdb1b50c97cddfc63cee116589ea
293,Lady Gaga,Poker Face,2008,https://www.youtube.com/watch?v=bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),7ab456a6e035796c5935d3b39de0948e5db928560a29f22e28d36c5375548ec5
294,Shakira,Waka Waka (This Time For Africa),2010,https://www.youtube.com/watch?v=rjJKXxUx2PU,Shakira - Waka Waka (This Time for Africa) (Audio),c4d91f6d0546057213ec759d6755982a8e6d7389ee2ab87482a3d1640f286971
295,The Isley Brothers,Twist And Shout,1961,https://www.youtube.com/watch?v=cTaqn8_gMR0,Isley Brothers - Twist and Shout,0aa2680965505bb182e9e058282757093c53eb5326e7d89364c6db085498675c
296,Akon,Lonely,2004,https://www.youtube.com/watch?v=JISlh7et1w4,Akon - Lonely,2fd776c382720b1a14a1942a55100e6ad248a7b8c47d92efc06758fdc62393c3
297,Donovan,Atlantis,1968,https://www.youtube.com/watch?v=QDh_s8_6pSc,Atlantis,9844d867b840a27240b693c2fb21e90c33b2dddaabfff963e848104f5a50b82b
298,Billy Swan,I Can Help,1974,https://www.youtube.com/watch?v=bgPsM-YWBrE,Billy Swan - I Can Help (Audio),f38f931369cc6616d25424b1ff3585ac72193ec0c867c80c7abea4979ce7b15f
299,Bon Jovi,It's My Life,2000,https://www.youtube.com/watch?v=VyZeqzWvR7w,It's My Life - Bon Jovi (Lyrics) 🎵,58ed8b8fc9fbc58374e0f4d76908e97436f4db341a1197b6f05a215f8b0bbbb4
300,Meat Loaf,Paradise By The Dashboard Light,1978,https://www.youtube.com/watch?v=C11MzbEcHlw,Meat Loaf - Paradise By The Dashboard Light,10aa8dcac3ab5738f16007e213a5330e1c5bd332508d598c9918212fa3113452
301,Juice WRLD,Lucid Dreams,2018,https://www.youtube.com/watch?v=VTG-ForqDk4,Lucid Dreams,b2935813814101157a418efb1ecfb8f5d61386ead5c5719ec2fe0d2fb044e69a
302,Roy Orbison,"Oh, Pretty Woman",1964,https://www.youtube.com/watch?v=9yGFWYP3310,"Roy Orbison - Oh, Pretty Woman (Lyrics)",67c5350ef79595d8ad90b82dcfa274da47904825f5d1ff7d1a0e8414221d5537
303,Ritchie Valens,La Bamba,1958,https://www.youtube.com/watch?v=Coy8Hoa1DNw,RITCHIE VALENS-LA BAMBA,53b115a4bb6e71e161af3088ce3e80718980154541f85e56a01fc55c35280b47
304,Billy Joel,Piano Man,1973,https://www.youtube.com/watch?v=QwVjTlTdIDQ,Billy Joel - Piano Man (Audio),a2aad168e6f73e9acd0d451f7fad95e07a6f9f02181410eb3a7a8f6eb5eed344
305,The Doors,Light My Fire,1967,https://www.youtube.com/watch?v=cq8k-ZbsXDI,The Doors - Light My Fire,6be3f8bbee0c6c41479710531f6a787638c61af3037d5b2094f765af912da5f4
306,The Beatles,Let It Be,1970,https://www.youtube.com/watch?v=QDYfEBY9NM4,Let It Be (Remastered 2009),5f5855eebb574ab6ec7a8af0d1fd494ba2435a62a040419d091498dbc6f4119f
307,Percy Sledge,When A Man Loves A Woman,1966,https://www.youtube.com/watch?v=KwPxhWU1koE,When a Man Loves a Woman (2000 Remaster),e8c2bb797c94d52041f98eebc654fba91b531ab51bed7c40605ef53dd46462cf
308,Duck Sauce,Barbra Streisand,2010,https://www.youtube.com/watch?v=rZZGsRD1aJI,Duck Sauce - Barbra Streisand,1d932fa1c5aad96f248954b18ff1da2919a4d9a3d8a02493708ff92bd1931296
