Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
57,"5, 6, 7, 8",Steps,1997,https://www.youtube.com/watch?v=4NO-h9PFum4,c3dafbe8686e60c67ee2d54e0d07b11be2f6b810f35a037316af03f54f1b43be,Steps - 5_ 6_ 7_ 8 (Official Video),GBAHK9700239
58,Let Me Love You,DJ Snake,2016,https://www.youtube.com/watch?v=euCqAq6BRa4,054ba7b338c17cf683b9d3ad413cc28d29a2bc9f3b129c1611e4b7ec36c56f76,DJ Snake - Let Me Love You ft. Justin Bieber,QMZSY1600015
59,My Heart Goes Boom,French Affair,2000,https://www.youtube.com/watch?v=JcaTbyUkacA,58c0973503978a361af4a8f7980e7931705838290b1f46cbe0aa3912e71f2e73,French Affair - My Heart Goes Boom (La Di Da Da) (Official Video),DEX051000112
60,New Rules,Dua Lipa,2017,https://www.youtube.com/watch?v=k2qgadSvNyU,833178f2f8fe69f87f6e48ea8cd3faec2cadd7bae4bdb78d4c92cb61d51f30d0,Dua Lipa - New Rules (Official Music Video),GBAHT1600310
61,Ich bin wie du,Marianne Rosenberg,1975,https://www.youtube.com/watch?v=-E5H4WbC07A,5a4fde37572d9b039b774a5a1d7c8b08ecfd2a0ebc336d5d78c450b0e41f4028,Marianne Rosenberg - Ich bin wie Du (ZDF Disco 03.01.1976),DEC737500008
62,Freedom Blues,Little Richard,1970,https://www.youtube.com/watch?v=fOzIX43fdJY,bc2160588f861ad3e277750be2ca29cb40210610f5da76e53ca4e79868d74c4b,Freedom Blues,USRE10201334
63,Walking Into Sunshine,Central Line,1981,https://www.youtube.com/watch?v=6wbHhepLzP0,f68aaf5886a8b177a37d4a9bbabb7985fed7b714ace033e17d40d3de0b97bed4,Walking Into Sunshine (Edit),GBF088100893
64,Funkin' for Jamaica,Tom Browne,1980,https://www.youtube.com/watch?v=XYclWyC4qQo,13ea1db51469a57b167c72e36e59c59f3360b9e7506853172b158dc0a802183b,Tom Browne - Funkin' for Jamaica,USAR18000123
65,Sunny Days,Armin van Buuren,2017,https://www.youtube.com/watch?v=Nt4fp43U2ys,db5655aa71cdc15974f7ef75699ae9b7096e1567bb7408346f66d5f46b7962ae,Armin van Buuren feat. Josh Cumbee - Sunny Days (Official Music Video),NLF711705042
66,On Top Of The World,Imagine Dragons,2012,https://www.youtube.com/watch?v=w5tWYmIOWGk,408975eb2855c0b098e9c8481d9e3b1c31337bbdbac7e6a7e43507fc5dd6254f,Imagine Dragons - On Top Of The World (Official Music Video),USUM71201073
67,Don't Stop Movin',S Club,2001,https://www.youtube.com/watch?v=vm262cXxRrU,2b589ab32b0c4dbe0faa511aa422ce4b4db89c82f14345d3d879b569a2af4640,S Club - Don't Stop Movin',GBCVL0100001
68,Window Of Hope,Oleta Adams,1993,https://www.youtube.com/watch?v=xc68sRFZ650,8dfe67f2575b997f89c49dceb73915c14c7cc12b95fe3d692f14eed5b4f71b2c,Window Of Hope,GBF089390034
69,One More Time,Daft Punk,2000,https://www.youtube.com/watch?v=FGBhQbmPwH8,815f58b1e83dcd6d2a6e82e8974132bc4e619a9e458f5c433431ce48c84aa43b,Daft Punk - One More Time (Official Video),GBDUW0000054
70,Do You Believe In Love,Huey Lewis & The News,1982,https://www.youtube.com/watch?v=BzIbyDbmsyg,12624dc6fe4109891c6603745dbec332e7ae807d1f7ba652014221830099270f,Huey Lewis & The News - Do You Believe In Love,USCH39200022
71,Good Time,Owl City,2012,https://www.youtube.com/watch?v=H7HmzwI67ec,56d1907d03871dbca247b26a0ee39aa9429b183ceccbae0a19bc6f51adde523c,Owl City & Carly Rae Jepsen - Good Time (Official Video),USUM71206288
72,Waiting All Night (feat. Ella Eyre),Rudimental,2013,https://www.youtube.com/watch?v=0CGklDgkfpM,7ce1a68a779a95c62e31075984233d2d1fd7c1b2f8f28cba0917933f9da45221,Rudimental - Waiting All Night ft. Ella Eyre Lyrics,GBAHS1200493
73,Physical - Remastered 2021,Olivia Newton-John,1981,https://www.youtube.com/watch?v=KDGvSZb9syw,8b56637ed343347b1925c718448106dcb18bb0ad2999101c4a3a800bb3f7b71b,Olivia Newton-John - Physical (Official Music Video) [Remastered 2021],US86A2100406
74,Where Did Our Love Go,The Supremes,1964,https://www.youtube.com/watch?v=TI811Bbrxw4,d11c769706ae1afa062316456c20e0788eba381754a5a67c5c866a29ceecf428,THE SUPREMES - Where Did Our Love Go [1964] (Official Original Music Video from ,USMO19290049
75,Sledgehammer,Peter Gabriel,1986,https://www.youtube.com/watch?v=EAJuqv20DfM,80e2d49a6784e57a5b6ee31b019cb67dd6532155c7ad23384dac94f3fa3fc0ab,Peter Gabriel - Sledgehammer (1986) (Official Video),GBCPB1200864
76,Rudolph the Red-Nosed Reindeer,Gene Autry,1949,https://www.youtube.com/watch?v=44bL90HP0Ys,1b6a8c89921020c26c92b99f46f7ec379fe194ed5e5bfbcae6d4a1b40204c3b0,Gene Autry - Rudolph the Red-Nosed Reindeer (Audio),USSM10309761
77,By Your Side (feat. Tom Grennan),Calvin Harris,2021,https://www.youtube.com/watch?v=4hu5iCqQVcM,4dd78c6ebea26aaac8ed74988280973e049ad06ad4dac82b1aeba497fda49f6c,Calvin Harris - By Your Side (Official Video) ft. Tom Grennan,GBARL2100439
78,Girls & Boys,Blur,1994,https://www.youtube.com/watch?v=WDswiT87oo8,b698333c4a6bcfa11c3704eb552368c2dbdaa052146ee60bd869d2117ec6e54a,Blur - Girls And Boys (Official Music Video),GBAYE9400144
79,Super Freak,Rick James,1981,https://www.youtube.com/watch?v=QYHxGBH6o4M,808e4dd12428fe34155efd3097e2cc4ba285eb8c62d4d9845356f3fd72f479ed,Rick James - Super Freak (Official Music Video),USMO18100048
80,It's Raining Men,The Weather Girls,1982,https://www.youtube.com/watch?v=l5aZJBLAu1E,ab20e2e8f7ab9aa3fc26cffd3739c28ccee84e921e1c67b7d8e1377b58be4a1c,The Weather Girls - It's Raining Men (Video),USSM18200382
81,I’m On Fire,5000 Volts,1975,https://www.youtube.com/watch?v=8_T9CI4y4UU,207e9292b2d7a22c78ba796e61385391ab626a69e25d5444328d50398c7ec3c6,5000 Volts - I'm On Fire,NLB127500218
82,Put Your Hands Up For Detroit,Fedde Le Grand,2006,https://www.youtube.com/watch?v=jkRDcu-QXyk,248f6cd1485d72d9e792f9407529f26e9caf20fafc49139caf8f57f3338dada3,Fedde Le Grand - Put Your Hands Up 4 Detroit,GBHAD0600321
83,"Summertime, Summertime",The Jamies,1958,https://www.youtube.com/watch?v=TK_z73tVbgU,ce7665cbfd70cfc36261cc22f985cdc1849c40c830aa44a46685bf4bf38ed2bd,The Jamies - Summertime_ Summertime (Audio),USSM19700760
84,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,https://www.youtube.com/watch?v=eH3giaIzONA,5e84556ee3b72e0e40de982af691b150bba49f6589b40e803f8f4265658d1247,Whitney Houston - I Wanna Dance With Somebody (Official 4K Video),USAR18700121
85,Dance Monkey,Tones And I,2019,https://www.youtube.com/watch?v=0WUNZvcRXzY,86bbc89daa2ad40d89aa4f9a9513d02482f25696a924ff96eba3f959244881eb,Tones and I - 'Dance Monkey' (Live at The Global Awards 2020) | Capital,QZES71982312
86,I Kissed A Girl,Katy Perry,2008,https://www.youtube.com/watch?v=tAp9BKosZXs,431ec90b6e620f7aa474ea5d8c2ebd2412b54f6389ff964221d1a74a7de47d4c,Katy Perry - I Kissed A Girl (Official Music Video),USCA20801738
87,Barbie Girl,Aqua,1997,https://www.youtube.com/watch?v=ZyhrYis509A,1a62670bc099a1b161d7e2550833104ea4aa803b2c0a058076bbe82372565281,Aqua - Barbie Girl (Official Music Video),DKBKA9700403
88,High On Life (feat. Bonn),Martin Garrix,2018,https://www.youtube.com/watch?v=Lpjcm1F8tY8,386ba5d5ff68b92bb7171755c5a0424ce19c34d751b08bb87a7cddbb7a4745c2,Martin Garrix feat. Bonn - High On Life (Official Video),NLM5S1800265
89,Who Do You Think You Are,Spice Girls,1996,https://www.youtube.com/watch?v=-YriinrRGug,823f5e050aa45805aacd13103a8ac825767858abba995192dbd13b5dfc2d8e51,Spice Girls - Who Do You Think You Are (Official Music Video),GBAAA9710324
90,Tossin' And Turnin',Bobby Lewis,1961,https://www.youtube.com/watch?v=RzRlEsfz6Ic,a9aa4d8874c001f54c85074ea2862348c47f4d6cbf84f9a4b3289a67ea0fb6ec,Bobby Lewis - Tossin' And Turnin'   (1961),USPB81010318
91,Wake Me Up Before You Go-Go,Wham!,1984,https://www.youtube.com/watch?v=pIgZ7gMze7A,91d45978acccbc942f8ea08c1bbc0bb35b644c992690eba6cdc75b340d98edde,Wham! - Wake Me Up Before You Go-Go (Official Video),GBBBN0009712
92,Here Comes the Hotstepper,iNi Kamoze,1994,https://www.youtube.com/watch?v=354zVBILYPM,8c80683a67fe4340f555c153b9ede2fc42c7442ef08814158b532d147fc42a8a,Here Comes the Hotstepper,USSM19802296
93,Bad,Michael Jackson,1987,https://www.youtube.com/watch?v=dsUXAEzaC3Q,c6778b49ef1c39e90a985611eb211a0721298bce79095176617b4b9f11e32cc2,Michael Jackson - Bad (Shortened Version),USSM18700002
94,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,https://www.youtube.com/watch?v=Oxx5EziC8_w,f28fb3e0ea9592570641387237af3ef1c0017f04d9005775894e26dae1dae1f8,Bachman Turner Overdrive   You Ain't Seen Nothing Yet 1974 Video Sound HQ,USPR39401742
95,The Sign,Ace of Base,1993,https://www.youtube.com/watch?v=iqu132vTl5Y,b5e8000025d78882578e7bbda1d15def166b2733f45cb1be3b8bdab144d0b85c,Ace of Base - The Sign (Official Music Video),SEVJH0803404
96,"Harder, Better, Faster, Stronger",Daft Punk,2001,https://www.youtube.com/watch?v=gAjR4_CbPpQ,2de7b31fbd960e4d919e9ab991231502aad4fd8e182aa866e25438b0147ccf7d,Daft Punk - Harder_ Better_ Faster_ Stronger (Official Video),GBDUW0000059
97,Wannabe,Spice Girls,1996,https://www.youtube.com/watch?v=gJLIiF15wjQ,b87ecb80f4b003a1956765fc48b1e51711abcf0747c913e72b3e7432fa2435e9,Spice Girls - Wannabe (Official Music Video),GBAAA9600008
98,Hallihallo,Andreas Gabalier,2018,https://www.youtube.com/watch?v=iShm2LBorbs,2b33daa76bb4b6930671edd3080092c2c5435eeede7fd6e127678a69257311b5,Andreas Gabalier - Hallihallo,DEUM71801228
99,Kiss (When The Sun Don’t Shine),Vengaboys,1999,https://www.youtube.com/watch?v=jql7ghuw7eQ,82d3099480f1fdb2d7daf04d6e94fa9e0430dc9d6f82c5258274d32c8072137f,Vengaboys - Kiss (When The Sun Don't Shine),NLC529911140
100,Mexico,Les Humphries Singers,1972,https://www.youtube.com/watch?v=5JnQTqELeLk,33b440f63cb4359140f1a44b3a6dddb6e62f8d7cd217fd39534a6d1684834b2b,The Les Humphries Singers - Mexico (Alternate Version 2) [BULLET] TopPop,DEA619351670
101,Sun Is Up,INNA,2010,https://www.youtube.com/watch?v=YjSUSPzJiAU,6529c6334d6bfbc6f3463841b9dd57cfe9eac4cde9dc550d00432450dcfa1b99,Inna - Sun is up (Official Music Video),USUS11100418
102,Sweet Freedom,Michael McDonald,1986,https://www.youtube.com/watch?v=yvXFGUWBMHY,728b812c32163833a12132463dbf55aa0831fca6b2aae46bcadde1317db4291c,Sweet Freedom,USUM72107422
103,Love Generation,Bob Sinclar,2005,https://www.youtube.com/watch?v=v0NSeysrDYw,41951cd9550584a10bb29f9fe18583baa9799dde32ef1386f06ff39eacbc0a2a,Bob Sinclar - Love Generation (Official Video),FRQ380500330
104,Saturday Night,Whigfield,1994,https://www.youtube.com/watch?v=8DNQRtmIMxk,ce4ebd6ddf57080d7e07da46f102b3e6318262b3fb752b427b68dd3ae013dc05,Whigfield - Saturday Night (Official Video),DEA319600883
105,The Locomotion,Little Eva,1962,https://www.youtube.com/watch?v=24Neyv2crh4,24cf5c052069f86a7705eedc2f2c066cf36fa19078306862a9c3750cc7d8831f,Little Eva - The Locomotion,GBAYE6200144
106,"Let's Go Dancin' (Ooh La, La, La)",Kool & The Gang,1982,https://www.youtube.com/watch?v=JWuoGZAz94c,d5d67df7ad0e083a70e0b9673d124bb9bce3e9ea0ff51d0317b35933eab5ac50,Kool & The Gang - Let's Go Dancing (Ooh_ La_ La_ La),USMR18287019
107,Daddy DJ,Daddy DJ,1999,https://www.youtube.com/watch?v=flL_2awF-QI,b00190298517e1ae8d8d6ac1be24fae78ea48dd963554011491a510489ec09eb,Daddy DJ - Daddy DJ (Official Video) [HD 720p],QM6N21558928
108,My Sharona,The Knack,1979,https://www.youtube.com/watch?v=bbr60I0u2Ng,bc28e470fc4189dd3e7bfb308206580a46ba96dd286f4f8a1e86400bd707c5bb,The Knack - My Sharona (Official Music Video),USCA28900153
109,Oye Mi Canto,Gloria Estefan,1989,https://www.youtube.com/watch?v=sgzguCY79bA,2e07a82c897ab03a66860e6373e9c847b3cfed36908865c799fb1efc778b95f3,Gloria Estefan - Oye Mi Canto (Official Video),USSM18900359
110,Wipe Out,The Surfaris,1963,https://www.youtube.com/watch?v=dBURLdhmmZ8,f2e5e31b2fad9c1b2d513f41aac5456cccfb149ec544433c3b6d37e1cda6ef4f,Wipe Out,USTC40862543
111,Honky Tonk Women,The Rolling Stones,1969,https://www.youtube.com/watch?v=hqqkGxZ1_8I,319e3c4130cf3dd165d39efeed0afcd7fba4087e3276be4a94db93fcde774428,The Rolling Stones - Honky Tonk Women (Official Lyric Video),USA171920240
112,I like the way you kiss me,Artemas,2024,https://www.youtube.com/watch?v=evJ6gX1lp2o,c761fa35794d67bb5fe892e425efdd477a925e324f34d70eac75d57b5d2ecee4,Artemas - i like the way you kiss me (official music video),QZJ842400387
113,One Kiss,Calvin Harris & Dua Lipa,2018,https://www.youtube.com/watch?v=DkeiKbqa02g,6dfea9c8419462eb0e453249a378f2e1e25a93298ca87b1bd73a2fa710b47545,Calvin Harris_ Dua Lipa - One Kiss (Official Video),GBARL1800368
