Card#,Title,Artist,URL,Hashed Info,Youtube-Title,Year,ISRC
117,Stadt,Cassandra Steen,https://www.youtube.com/watch?v=ltQNeihjqB0,6526cc110635304e34c83aa086e139a5eff8c2e24d42e362e2a857c5301d9bf7,Cassandra Steen - Stadt ft. Adel Tawil,,DEUM70900096
118,Lila Wolken,Marteria,https://www.youtube.com/watch?v=CrYYg_atdtk,c4fdd34ab003d751d638afbb7eb68f3aff66faa81f2b1c835dfa6f1351cd3c48,"Marteria, Yasha, Miss Platnum - Lila Wolken (Official Video)",,DEQ321200214
119,Sailing,Rod Stewart,https://www.youtube.com/watch?v=RFgn9-8KL4s,b24218853a681f868ad6b8d7b0b4fb2e416f54939690490aded3652a0e82d669,Sailing (2009 Remaster),,USWB10807925
120,Am Tag als Conny Kramer starb,Juliane Werding,https://www.youtube.com/watch?v=wn9pxvlTdBk,35499307dae983df85cdf85eb7c068f1017df4171acf06afffd7bc830570b8ea,"Am Tag, als Conny Kramer starb",,DEC737100002
121,Mi Gente,J Balvin,https://www.youtube.com/watch?v=wnJ6LuUFpMo,60a513cef6abe988d998a2ea6fb3e4d9fe46df274f29a3304a62c47fc42aee74,"J Balvin, Willy William - Mi Gente (Official Video)",,FR22F1701790
122,One Day / Reckoning Song (Wankelmut Remix),Asaf Avidan,https://www.youtube.com/watch?v=KRAMNWzfjcg,8744e02825cf655f975f4d00c4a13b25f9981a08a037b2aaa363c213cb876fb0,Asaf Avidan & The Mojos - One Day / Reckoning Song (Wankelmut Remix)t,,DEQ321200132
123,I Feel Love,Donna Summer,https://www.youtube.com/watch?v=nTNcCKq6V2c,957ad9567164ca1ee9f2724125275efa55dd21a97c0eb19404137f3712168476,I Feel Love,,USWWW0125612
124,Summer,Calvin Harris,https://www.youtube.com/watch?v=ebXbLfLACGM,467b27bc7ba6d32c86dab28e81cf01d03239543b538ff5bcb6f7cc52b711d252,Calvin Harris - Summer (Official Video),,GBARL1400296
125,Du,Peter Maffay,https://www.youtube.com/watch?v=bAaisLTIUu4,69d9d45f1748c61a25925e6215ab975629a999584a6fa1ef39813df8137c8dae,Du,,DEA818100076
126,Rhythm Is A Dancer,SNAP!,https://www.youtube.com/watch?v=JYIaWeVL1JM,44914d6dc85830f52e59786143bc6b87afa2fe72b0692d6aeb92413c0ed4f2d8,SNAP! - Rhythm Is A Dancer (Official Video),,DET189200600
127,Dubi Dam Dam,Banaroo,https://www.youtube.com/watch?v=VHmNYvhizhU,a9c6794ad7023203588acd036bd6bcb8f3ce2e1a32c5b9244f3be17b5d50cd6e,Dubi Dam Dam,,DEBA20500001
128,Night Fever,Bee Gees,https://www.youtube.com/watch?v=-ihs-vT9T3Q,4d1be24cb7093efc2c0c9a9ec99691b855c2e2e7653d63a00f56796ec55420ec,Bee Gees - Night Fever (Official Video),,NLF057790035
129,Yeah! (feat. Lil Jon & Ludacris),USHER,https://www.youtube.com/watch?v=GxBSyx85Kp8,58d0fb45c9c292e3d80891b7a87f3d62d7ae912c6a278e77ff4bda4b00b81877,"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris",,USAR10301423
130,Without You,Mariah Carey,https://www.youtube.com/watch?v=4iusJui-BxM,8cf82f9ec303395a62372bb06a293b78414c516f341d330c0fd994d32804ac5a,Mariah Carey - Without You (Official Lyric Video),,USSM19303176
131,Un'Estate Italiana (Notti Magiche) - Stadio Version,Gianna Nannini,https://www.youtube.com/watch?v=U2fHzKZC3yo,178994efda1efef28977e2fbb6e923a9dc7a130fa97253ebe66be0c1738c1618,Edoardo Bennato & Gianna Nannini - Un'estate Italiana (Stadio Version) (Giorgio Moroder),,ITZ049900408
132,Evacuate the Dancefloor,Cascada,https://www.youtube.com/watch?v=A68j28KQaik,0378b0c9daa9119ca088b6af7ae77145f677aff13c2deb9311f8b03b222d1215,Cascada - Evacuate The Dancefloor (Official Music Video),,DEHK90911301
133,Closer,Ne-Yo,https://www.youtube.com/watch?v=z_aC5xPQ2f4,c593d52043280690ec0e01e773b7ad27b17fe65188be17ef0cd6f3ae285536f1,Ne-Yo - Closer (Official Music Video),,USUM70809378
134,Boom Boom Boom,The Outhere Brothers,https://www.youtube.com/watch?v=u6qMxuFaq0I,8ccc30afb6402df0fa40e78738ff8cbad34b8c83b2c2ba8e76db214cc4fab8b6,Boom Boom Boom,,CAU119402044
135,The Cup of Life (La Copa De La Vida),Ricky Martin,https://www.youtube.com/watch?v=11x7crPnOF4,2a7a8c098aca93dbbaa79921a5f674a3ea64b02ac8c6b68145750b1af7ac7fbf,"The Cup of Life (La Copa De La Vida) (The Official Song of the World Cup, France '98) (English)",,NLB639810008
136,Let's Get Back To Bed - Boy!,Sarah Connor,https://www.youtube.com/watch?v=cgFMbBfK-1I,d81daa88a2c191e7bedf79146d5a9b68b08176505bad5656ff30c2b5298e747f,Let's Get Back To Bed - Boy!,,DEE860100326
137,Black Velvet,Alannah Myles,https://www.youtube.com/watch?v=ZHHEmd5mECY,1cd56436d2fc284db913955462cde66d0b25ee1c4f277157ad3929211a0e3b65,Black Velvet,,USAT20103053
138,Waterfall,Michael Schulte,https://www.youtube.com/watch?v=KCYJa9UdEb4,626a7dd7c29c505f030875da9c2d4e9b9b247ce084b5eef7f8842c44c8e4bc28,Michael Schulte x R3HAB - Waterfall (Official Music Video),,DEUM72119688
139,Bailando,Loona,https://www.youtube.com/watch?v=dwIvtGYRtXU,d99b20ee4f01cf363271c956077a15d1702bba8358b50058ed594079e01f93c3,Bailando,,NLJ2Y2000008
140,The Power,SNAP!,https://www.youtube.com/watch?v=nm6DO_7px1I,e289bc680e55bc029fc20ef3f0ca8e480919f52cb16a45894519fc2ffa506c40,SNAP! - The Power (Official Video),,DET189000100
141,Drop It Like It's Hot,Snoop Dogg,https://www.youtube.com/watch?v=GtUVQei3nX4,c1e1d790c02f0d3d4eb49d6cbce908e63670fc066347ddf998aea81876c49828,Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams,,USMC10400640
142,Love Generation,Bob Sinclar,https://www.youtube.com/watch?v=MJfwcmPFNtQ,533cf7db7fd097ab6bbcb4e7e469d09734a908197067550a1ad1a107814ecdbe,Love Generation (Radio Edit),,FRQ380500331
143,Get Busy,Sean Paul,https://www.youtube.com/watch?v=HXceurkQcCs,948b7eb3e817b1ab370f2c2229e28d8983ac3efc726b3a8be08effc479477cb1,Get Busy,,USAT20202575
144,Barbara Ann,The Beach Boys,https://www.youtube.com/watch?v=-bSnI-a0BSc,a4ecd4eec642c4db20ec670ce00108ae231fca7efe229b0278447735316f1d18,Barbara Ann (Stereo Mix/Remastered 2012),,USCA28600057
145,Femme Like U,K.Maro,https://www.youtube.com/watch?v=8qfM7offtiA,8b1a8f2c0857b101c8ac6d09d4a7fc461027f0bca1a8671d0fd9971c57d449b2,K.Maro - Femme Like U (Clip officiel),,FRZ160400064
146,Akropolis Adieu,Mireille Mathieu,https://www.youtube.com/watch?v=Kuo_x9hD2y0,08f805e759a9e9239db759be2ebe6dd744d0eb5eecaa752f2e47ab269cfe6eaf,Mireille Mathieu - Acropolis adieu (Audio),,DEC717100002
147,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,https://www.youtube.com/watch?v=LAX5GgvS-8s,8ed264e670b8c7b021fb541c4bba98f85bd0f9136cd4100be1f97cda34b8f77e,San Francisco (Be Sure to Wear Flowers In Your Hair),,USSM16701024
148,I Believe,KAMRAD,https://www.youtube.com/watch?v=-kCxFFACZxY,b028f7dedfc8e7c5bd102d58edb8bca2237644600eedad681d5a98763897e2f0,KAMRAD - I Believe (Official Video),,QMDA62184030
149,Substitution (feat. Julian Perretta),Purple Disco Machine,https://www.youtube.com/watch?v=7x5lqqji9ww,7df8d2a6c9c8565a083298ba614378f56f3ffca7e1500e72666b449bdc3bfc15,"Purple Disco Machine, Kungs - Substitution (Official Music Video) ft. Julian Perretta",,DEE862300093
150,Lush Life,Zara Larsson,https://www.youtube.com/watch?v=tD4HCZe-tew,74dccf4e9438b0d8f127b6293f94538863987ff7f8a6470f98d595194dd9b38b,Zara Larsson - Lush Life,,SEWEE1500509
151,So Am I,Ava Max,,,,,USAT21900569
152,La Tortura (feat. Alejandro Sanz),Shakira,,,,,USSM10501700
153,SexyBack (feat. Timbaland),Justin Timberlake,,,,,USJI10600269
154,Axel F,Harold Faltermeyer,,,,,USMC18416586
155,Summer Of '69,Bryan Adams,,,,,USAM18490006
156,Cover Me In Sunshine,P!nk,,,,,USRC12100138
157,Hot In Herre,Nelly,,,,,USUR10200252
158,Be My Lover,La Bouche,,,,,DED160200012
159,No Doubt About It,Hot Chocolate,,,,,GBAYE8000032
160,Guten Morgen Sonnenschein,Nana Mouskouri,,,,,CH0527780010
161,Dance Little Birdie,De Electronica's,,,,,NLA342200075
162,Like Ice in the Sunshine,Beagle Music,,,,,DEP551600193
163,It's My Life,Dr. Alban,,,,,DEA819200287
164,Blondes Wunder,Bernhard Brink,,,,,DEA600100316
165,The Rhythm of the Night,Corona,,,,,ITA199800041
166,Seasons in the Sun,Terry Jacks,,,,,USAR17400171
167,Nur Noch Schuhe An!,Mickie Krause,,,,,DEC611200301
168,Sexy Eis,Bürger Lars Dietrich,,,,,DEA619650050
169,It Feels So Good,Sonique,,,,,USUR10300602
170,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,,,,,DEUM71500425
171,Tacata,Tacabro,,,,,ITV951100211
172,Scatman's World,Scatman John,,,,,DKELA9610002
173,Moonlight Shadow,Mike Oldfield,,,,,GBAAA8300001
174,Waves,Mr. Probz,,,,,TCABN1366256
175,Rosemarie,Hubert Kah,,,,,DEF068200820
176,Fade To Grey,Visage,,,,,USPR38080067
177,Solo Para Ti,Alvaro Soler,,,,,DEUM72201943
178,Everytime,Britney Spears,,,,,USJI10301010
179,Jungle Drum,Emil�ana Torrini,,,,,GBCVZ0802439
180,Nevermind,Dennis Lloyd,,,,,USHM91642610
181,Prayer in C - Robin Schulz,Lilly Wood and The Prick,,,,,DEA621400286
182,Obsesion,Aventura,,,,,US83W0500074
183,The Edge Of Glory,Lady Gaga,,,,,USUM71106458
184,Cake By The Ocean,DNCE,,,,,USUM71514637
185,Heaven,U96,,,,,DED579602560
186,Wannabe,Spice Girls,,,,,GBAAA9600008
187,I Know You Want Me (Calle Ocho),Pitbull,,,,,USJAY0900144
188,"'54, '74, '90, 2010",Sportfreunde Stiller,,,,,DEUM70602470
189,Daddy Cool,Boney M.,,,,,DEC737600002
190,Beautiful Sunday,Daniel Boone,,,,,USV351317686
191,Ab in den Süden - Neuaufnahme,Buddy,,,,,DEZ921300172
192,"I'll Be Missing You (feat. Faith Evans, 112)",Diddy,,,,,USBB40581044
193,Stole the Show,Kygo,,,,,SEBGA1500071
194,Despacito,Luis Fonsi,,,,,USUM71607007
195,Sweet About Me,Gabriella Cilmi,,,,,GBUM70709626
196,Au Revoir (feat. Sido),Mark Forster,,,,,DEQ321400093
197,Hamma! - Single Edit,Culcha Candela,,,,,DEUM70706793
198,Shape of You,Ed Sheeran,,,,,GBAHS1600463
199,Swing The Mood,Jive Bunny and the Mastermixers,,,,,GBCMJ9905669
200,Jumpin' Jack Flash,The Rolling Stones,,,,,USA171810060
201,Played-A-Live (The Bongo Song),Safri Duo,,,,,DKBKA0001601
202,Kingston Town,UB40,,,,,GBAAA8900032
203,I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,,,,,GBAHS1900672
204,"I'll Be There for You (Theme from ""Friends')",The Rembrandts,,,,,USEE10900777
205,Please Don't Go,Double You,,,,,IT00C9200201
206,In My Mind,Dynoro,,,,,QZ22B1859046
207,Rose Garden,Lynn Anderson,,,,,USSM17000700
208,Perdona,Tiziano Ferro,,,,,ITB920200002
209,This Love,Maroon 5,,,,,USJAY0300080
210,It's Not Unusual,Tom Jones,,,,,GBF076520010
211,"Türlich, Türlich (Sicher, Dicker)",Das Bo,,,,,DEZN32100024
212,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Pras,https://www.youtube.com/watch?v=MnWogQTfSIY,,,,USSM19803488
213,La Camisa Negra,Juanes,,,,,USUL10400965
214,Call Me Maybe,Carly Rae Jepsen,,,,,CAB391100615
215,No No Never,Texas Lightning,,,,,DEX570600001
216,Everybody,DJ BoBo,,,,,DEMI60600006
217,Cose Della Vita (with Tina Turner),Eros Ramazzotti,,,,,ITB009700361
218,Miss California - Radio Version,Dante Thomas,,,,,USEW20000324
219,Country Roads (Dance Radio Version),Hermes House Band,,,,,NLA910100123
220,The Safety Dance,Men Without Hats,,,,,GBBLG0200043
221,Gypsy Woman (She's Homeless) (La Da Dee La Da Da),Crystal Waters,,,,,USPR39102713
222,Summertime Sadness,Lana Del Rey,,,,,GBUM71111565
223,Get It On,T. Rex,,,,,GBCHM7100038
224,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,,,,,ITT019810102
225,Maria,US5,,,,,DEPI82102292
226,No Limit,2 Unlimited,,,,,BEAA19507007
227,American Pie - Single Version,Don McLean,,,,,USEM39000209
228,Sugar Baby Love,The Rubettes,,,,,GBAKW7400099
229,Lieblingsmensch,Namika,,,,,DEE861500389
230,Let It Be - Remastered 2009,The Beatles,,,,,GBAYE0601713
231,Around the World (La La La La La),A Touch Of Class,,,,,DEP810000008
232,Party Rock Anthem,LMFAO,,,,,USUM71100061
233,Backseat of Your Cadillac,C.C. Catch,,,,,DEH820500223
234,Crazy,Gnarls Barkley,,,,,GBAHT0600202
235,Tom's Diner,DNA,,,,,USAM19104303
236,Love Runs Out,OneRepublic,,,,,USUM71404631
237,Never Gonna Give You Up,Rick Astley,,,,,GBARL9300135
238,It's a Real Good Feeling,Peter Kent,,,,,AUXN22294751
239,Aicha,Outlandish,,,,,DKADG0201504
240,Heart Of Gold,Neil Young,,,,,USRE19900182
241,Semi-Charmed Life,Third Eye Blind,,,,,USEE19701203
242,Glow,Madcon,,,,,NOBLV1005010
243,Looking for Freedom,David Hasselhoff,,,,,DEC718900010
244,All Summer Long,Kid Rock,,,,,USAT20704333
245,Zwei Mädchen aus Germany,Paul Anka,,,,,DEAR41617538
246,Mr. Saxobeat,Alexandra Stan,,,,,ROCRP1002864
247,Ferrari,James Hype,,,,,GB3CE2200004
248,Wunder gibt es immer wieder,Katja Ebstein,,,,,DEA817000006
249,Chocolate (Choco Choco),Soul Control,,,,,DEA312007513
250,I Swear,All-4-One,,,,,USAT29400058
251,"Zeit, dass sich was dreht",Herbert Gr�nemeyer,,,,,DEC610800606
252,Ich bin der Martin 'ne,Diether Krebs,,,,,DEG419900676
253,Komet,Udo Lindenberg,,,,,DEA622202192
254,Dicht im Flieger,Julian Sommer,,,,,DEUM72201033
255,Rock Your Baby,George McCrae,,,,,GBAYE7400155
256,We're Going To Ibiza!,Vengaboys,,,,,NLC529811170
257,Frühstück in Paris,Capital Bra,,,,,DECE72000990
258,Lambada,Kaoma,,,,,FR6V89602629
259,Satellite,Lena,,,,,DEUM71001210
260,Don't Leave Me This Way,Thelma Houston,,,,,USMO17600547
261,You Really Got Me,The Kinks,,,,,GBAJE6400005
262,Smooth (feat. Rob Thomas),Santana,,,,,USAR19900033
263,Don't Cha,The Pussycat Dolls,,,,,USUM70503191
264,You Can Get It - Single Version,Mark Medlock,,,,,DEE860700443
265,Let's Talk About Sex,Salt-N-Pepa,,,,,USIR20180412
266,Waka Waka (This Time for Africa) - K-Mix,Shakira,,,,,USSD11000358
267,Hot Summer - Radio Edit,Monrose,,,,,DEA620700243
268,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,,,,,GBCEN2000163
269,The Free Electric Band,Albert Hammond,,,,,USSM17300806
270,Kung Fu Fighting,Carl Douglas,,,,,GBAJE7400014
271,Welcome to St. Tropez - DJ Antoine vs. Mad Mark Radio Edit,DJ Antoine,,,,,DEN061101459
272,Im Nin'alu,Ofra Haza,,,,,IL1001900030
273,D.I.S.C.O. - Single Version,Ottawan,,,,,FR58F7900100
274,Paloma Blanca,George Baker Selection,,,,,NLA279500913
275,Tarzan Boy,Baltimora,,,,,ITD008500001
276,Stars On 45 - Original Single Edit,Stars On 45,,,,,NLC288100003
277,When Love Takes Over (feat. Kelly Rowland),David Guetta,,,,,FRZID0900200
278,Aloha-Ahe,Freddy Quinn,,,,,QMDA71378219
279,Chequered Love,Kim Wilde,,,,,GBAYE8100010
280,Arrivederci Claire,Andy Borg,,,,,DEA600200669
281,Funkytown,Lipps Inc.,,,,,USPR37902457
282,Flowers,Miley Cyrus,,,,,USSM12209777
283,Iko Iko (My Bestie) (feat. Small Jam),Justin Wellington,,,,,GBARL2100825
284,You're The One That I Want - From �Grease�,John Travolta,,,,,NLF057890004
285,Want to Want Me,Jason Derulo,,,,,USWB11503046
286,Self Control,Laura Branigan,,,,,USAT20903047
287,Nossa Nossa (Ai Se Eu Te Pego),Ai Se Eu Te Pego Nossa Nossa,,,,,DEY691200102
288,Carnaval de Paris - Radio Mix,Dario G,,,,,GBAHT9802811
289,Live Is Life (Digitally Remastered),Opus,,,,,ATX141100001
290,Unsere Lieder,Ben Zucker,,,,,DEUM72202455
291,In Your Eyes (feat. Alida),Robin Schulz,,,,,DEA621901341
292,Never Let Me Down,VIZE,,,,,DEN062003458
293,Millionen Lichter,Christina St�rmer,,,,,DEUM71300342
294,When The Beat Drops Out,Marlon Roudette,,,,,GB27E1400001
295,Butterfly,Danyel Gerard,,,,,FRZ087500010
296,Danza Kuduro,Don Omar,,,,,USUM71020778
297,La vie en rose,Grace Jones,,,,,USIR27700004
298,Club Tropicana,Wham!,,,,,GBBBM8300007
299,Maneater,Nelly Furtado,,,,,USUM70601449
300,La Isla Bonita,Madonna,,,,,USWB19903355
301,Übermorgen,Mark Forster,,,,,DEQ322000065
302,Get Down,Gilbert O'Sullivan,,,,,GBEQJ0400004
303,Israelites,Desmond Dekker,,,,,GBAJE6800413
304,What A Feeling,Irene Cara,,,,,USA560619873
305,Music,John Miles,,,,,GBF077620010
306,Santamaria,Oliver Onions,,,,,DEA370801193
307,Radar Love,Golden Earring,,,,,NLC287300054
308,Lovers on the Sun (feat. Sam Martin) - Extended,David Guetta,,,,,GB28K1400017
